version,fixed_size,row_count,row_width,var_offset,var_size
3.11.2b,576,9,64,580,236
3.12.0,1024,16,64,1028,400
3.13.0,1280,20,64,1284,488
3.14.0,2300,23,100,2304,552
3.15.0,4100,41,100,4104,808
3.15.1,4200,42,100,4204,824
3.16.0,4800,48,100,4804,944
3.16.2,4900,49,100,4904,960
3.17.0,5600,56,100,5604,1072
3.17.1,5700,57,100,5704,1088
3.17.3,5800,58,100,5804,1104
3.17.4b,2552,58,44,2556,8
3.18.0,2596,59,44,2600,8
3.18.0d,2640,60,44,2644,8
3.18.1,2728,62,44,2732,8
3.19.0,2904,66,44,2908,8
3.19.1,2948,67,44,2952,8
3.19.2,2992,68,44,2996,8
3.19.2b,3080,70,44,3084,8
3.20.0,3520,80,44,3524,8
3.21.0,3564,81,44,3568,1336
3.22.1.2,3652,83,44,3656,1384
3.22.1.6,3828,87,44,3832,1448
3.23.0.1.3,3828,87,44,3832,1480
