version,fixed_size,row_count,row_width,var_offset,var_size
3.11.2b,14775,75,197,14779,25802
3.12.0,18518,94,197,18522,30562
3.12.3,18894,94,201,18898,30564
3.12.4,19296,96,201,19300,32344
3.13.0,21306,106,201,21310,32102
3.14.0,23316,116,201,23320,34158
3.15.0,23919,119,201,23923,35302
3.16.0,24120,120,201,24124,35604
3.17.0,25125,125,201,25129,36842
3.18.0,25956,126,206,25960,36990
3.18.0c,25956,126,206,25960,36988
3.18.0d,25956,126,206,25960,37156
3.19.0,26368,128,206,26372,38216
3.19.1c,26368,128,206,26372,38296
3.20.0,28251,129,219,28255,38512
3.21.0,28767,129,223,28771,32072
3.22.1.1,30774,138,223,30778,34132
