version,fixed_size,row_count,row_width,var_offset,var_size
3.11.2b,1032,43,24,1036,2340
3.12.0,1128,47,24,1132,2544
3.12.1,1152,48,24,1156,2608
3.12.2,1200,50,24,1204,2704
3.12.2b,1224,51,24,1228,2750
3.12.4b,1224,51,24,1228,2782
3.13.0,1488,62,24,1492,3464
3.13.1,1764,63,28,1768,3550
3.13.2b,1792,64,28,1796,3594
3.14.0,2156,77,28,2160,4590
3.14.1c,2156,77,28,2160,4606
3.15.0,2324,83,28,2328,5070
3.15.0d,2352,84,28,2356,5140
3.15.2,2380,85,28,2384,5196
3.16.0,2464,88,28,2468,5396
3.16.2,2492,89,28,2496,5472
3.17.0,2632,94,28,2636,5804
3.17.3,2688,96,28,2692,5940
3.18.0,2772,99,28,2776,6132
3.18.0d,2828,101,28,2832,6270
3.18.1b,2828,101,28,2832,6286
3.19.0,2856,102,28,2860,6374
3.19.1,2912,104,28,2916,6538
3.20.0,3108,111,28,3112,6960
3.20.2b,3136,112,28,3140,7030
3.21.0,3388,121,28,3392,7644
3.22.1.2,3500,125,28,3504,7876
