version,fixed_size,row_count,row_width,var_offset,var_size
3.11.2b,8384,524,16,8388,79722
3.12.0,8480,530,16,8484,80906
3.12.4b,8496,531,16,8500,81024
3.12.5b,8512,532,16,8516,81238
3.13.0,8656,541,16,8660,82700
3.13.2c,8672,542,16,8676,82792
3.14.0,8704,544,16,8708,83018
3.14.3,8704,544,16,8708,83336
3.14.3b,8784,549,16,8788,84080
3.15.0,8832,552,16,8836,84676
3.16.0,8928,558,16,8932,85894
3.16.2b,8960,560,16,8964,86218
3.17.0,9040,565,16,9044,87048
3.17.4b,9072,567,16,9076,87292
3.18.0,9104,569,16,9108,87820
3.18.0d,9104,569,16,9108,87798
3.19.0,9200,575,16,9204,89056
3.20.0,9280,580,16,9284,90006
3.20.1b,9296,581,16,9300,90214
3.20.2,9296,581,16,9300,90184
3.21.0,9472,592,16,9476,91684
