version,fixed_size,row_count,row_width,var_offset,var_size
3.11.2b,296964,2034,146,296968,113308
3.12.0,317988,2178,146,317992,123748
3.12.1,317988,2178,146,317992,123820
3.12.2,317988,2178,146,317992,123900
3.12.2b,317988,2178,146,317992,124108
3.12.4,318572,2182,146,318576,124220
3.12.4b,318864,2184,146,318868,124308
3.12.5c,323828,2218,146,323832,126208
3.12.5d,325288,2228,146,325292,126408
3.13.0,336676,2306,146,336680,132016
3.13.0c,336676,2306,146,336680,132032
3.13.1,336968,2308,146,336972,135492
3.13.1e,337114,2309,146,337118,135544
3.13.2b,338282,2317,146,338286,136696
3.14.0,354488,2428,146,354492,144300
3.14.1,354634,2429,146,354638,144376
3.14.1c,354780,2430,146,354784,144708
3.14.2,354780,2430,146,354784,144844
3.14.3b,356678,2443,146,356682,145856
3.15.0,376826,2581,146,376830,157548
3.15.0d,376826,2581,146,376830,157572
3.15.0e,376826,2581,146,376830,157588
3.15.1,376972,2582,146,376976,157728
3.15.2,376972,2582,146,376976,157800
3.15.3,376972,2582,146,376976,158040
3.15.3b,376972,2582,146,376976,158056
3.15.3c,379162,2597,146,379166,158820
3.16.0,396390,2715,146,396394,166028
3.16.1,396390,2715,146,396394,166204
3.16.2,400770,2745,146,400774,168128
3.16.2b,401062,2747,146,401066,168732
3.16.3b,403252,2762,146,403256,169788
3.17.0,472863,2901,163,472867,178760
3.17.1,472863,2901,163,472867,178992
3.17.1b,472863,2901,163,472867,179044
3.17.2,472863,2901,163,472867,179060
3.17.3,473189,2903,163,473193,179380
3.17.4,473189,2903,163,473193,179404
3.17.4b,522143,2917,179,522147,180624
3.18.0,638697,3027,211,638701,188780
3.18.0d,639541,3031,211,639545,189116
3.18.1,639541,3031,211,639545,189232
3.18.1b,639541,3031,211,639545,189260
3.18.1e,641862,3042,211,641866,189684
3.19.0,660219,3129,211,660223,197700
3.19.1,661907,3137,211,661911,198224
3.19.2,662118,3138,211,662122,198320
3.19.2b,716185,3155,227,716189,199472
3.20.0,731621,3223,227,731625,203040
3.20.1,737977,3251,227,737981,204056
3.20.2b,738204,3252,227,738208,204116
3.20.2c,741382,3266,227,741386,204628
3.21.0,820611,3377,243,820615,211144
3.22.1.2,902460,3471,260,902464,216580
3.22.1.6,849364,3481,244,849368,217632
3.23.0.1.3,872300,3575,244,872304,223116
3.23.2.2,874740,3585,244,874744,224000
