version,fixed_size,row_count,row_width,var_offset,var_size
3.11.2b,162719,899,181,162723,309340
3.12.0,193651,983,197,193655,343180
3.12.2,193651,983,197,193655,343156
3.12.4,182965,989,185,182969,345294
3.13.0,206226,1026,201,206230,358454
3.14.0,230862,1059,218,230866,370152
3.14.1,231516,1062,218,231520,371142
3.14.1c,231734,1063,218,231738,371814
3.15.0,243070,1115,218,243074,390298
3.15.0d,243506,1117,218,243510,390966
3.15.1,243724,1118,218,243728,391202
3.15.2,244160,1120,218,244164,392298
3.16.0,259448,1148,226,259452,409226
3.16.2,260126,1151,226,260130,410206
3.17.0,263968,1168,226,263972,421612
3.17.1,264194,1169,226,264198,421912
3.17.3,264420,1170,226,264424,422202
3.18.0,275418,1177,234,275422,425420
3.18.0d,275652,1178,234,275656,425748
3.19.1,277056,1184,234,277060,428140
3.19.2,277290,1185,234,277294,428502
3.20.0,282438,1207,234,282442,438970
3.20.2b,282906,1209,234,282910,439652
3.21.0,288990,1235,234,288994,377368
3.22.1.2,296244,1266,234,296248,385938
3.22.1.6,297648,1272,234,297652,388352
3.23.0.1.3,303264,1296,234,303268,393210
