version,fixed_size,row_count,row_width,var_offset,var_size
3.11.2b,10858,122,89,10862,11500
3.12.0,10858,122,89,10862,11516
3.13.0,10858,122,89,10862,11500
3.14.0,10947,123,89,10951,11582
3.15.0,10947,123,89,10951,11614
3.16.0,11837,133,89,11841,12806
3.17.0,12104,136,89,12108,13374
3.18.0,12727,143,89,12731,14322
3.18.1,12727,143,89,12731,14350
3.19.0,16287,183,89,16291,19966
3.19.0f,16287,183,89,16291,19934
3.19.1b,16287,183,89,16291,19934
3.20.0,19950,190,105,19954,21104
3.21.0,21525,205,105,21529,22820
3.22.1.2,22050,210,105,22054,23972
3.23.0.1.3,22890,218,105,22894,25080
