version,fixed_size,row_count,row_width,var_offset,var_size
3.11.2b,297642,1317,226,297646,339224
3.12.0,246174,1383,178,246178,355416
3.12.2,246174,1383,178,246178,355396
3.12.3,246530,1385,178,246534,355838
3.12.4,247598,1391,178,247602,357482
3.12.5,247598,1391,178,247602,357570
3.12.5b,247776,1392,178,247780,358032
3.13.0,261304,1468,178,261308,377814
3.13.1e,261482,1469,178,261486,378132
3.13.2b,261660,1470,178,261664,378296
3.14.0,274476,1542,178,274480,396530
3.14.1,274476,1542,178,274480,396554
3.14.1c,274654,1543,178,274658,396952
3.14.2,276968,1556,178,276972,400666
3.15.0,311176,1604,194,311180,413758
3.15.0d,311370,1605,194,311374,413926
3.15.1,311758,1607,194,311762,414290
3.15.2,312534,1611,194,312538,415328
3.15.3,312922,1613,194,312926,415858
3.16.0,321846,1659,194,321850,426566
3.17.0,333486,1719,194,333490,440808
3.17.1b,333486,1719,194,333490,440936
3.17.2,333486,1719,194,333490,441742
3.17.3,333874,1721,194,333878,442526
3.17.4b,334844,1726,194,334848,443664
3.18.0,346096,1784,194,346100,454462
3.18.0d,346290,1785,194,346294,454854
3.18.1,347260,1790,194,347264,456376
3.18.1e,347454,1791,194,347458,456568
3.19.0,356184,1836,194,356188,467794
3.19.1,358318,1847,194,358322,471340
3.19.1c,358512,1848,194,358516,471750
3.19.2,358900,1850,194,358904,472704
3.19.2b,359288,1852,194,359292,473222
3.20.0,398160,1896,210,398164,484628
3.20.1,398370,1897,210,398374,484944
3.20.2c,400050,1905,210,400054,486550
3.21.0,409080,1948,210,409084,407104
3.22.1.2,423150,2015,210,423154,418932
