version,fixed_size,row_count,row_width,var_offset,var_size
3.11.2b,1019260,12430,82,1019264,1103516
3.12.0,1091338,13309,82,1091342,1180896
3.12.2,1091830,13315,82,1091834,1181320
3.12.3,1091912,13316,82,1091916,1181382
3.12.4,1092240,13320,82,1092244,1181984
3.12.4d,1092486,13323,82,1092490,1182366
3.12.5b,1092732,13326,82,1092736,1182652
3.13.0,1362494,13903,98,1362498,1260498
3.13.1,1362690,13905,98,1362694,1260652
3.13.1c,1362886,13907,98,1362890,1260768
3.13.1e,1363376,13912,98,1363380,1261210
3.14.0,1396696,14252,98,1396700,1289762
3.14.1,1396598,14251,98,1396602,1289694
3.14.2,1396696,14252,98,1396700,1289742
3.14.3b,1397872,14264,98,1397876,1290798
3.15.0,1442070,14715,98,1442074,1328364
3.15.0d,1442168,14716,98,1442172,1328428
3.15.1,1442462,14719,98,1442466,1328568
3.15.2,1442560,14720,98,1442564,1328634
3.16.0,1512434,15433,98,1512438,1395554
3.16.1,1512630,15435,98,1512634,1395682
3.16.2,1513022,15439,98,1513026,1395944
3.17.0,1556534,15883,98,1556538,1433886
3.17.1,1557906,15897,98,1557910,1435356
3.17.2,1558298,15901,98,1558302,1435728
3.17.3,1558396,15902,98,1558400,1435810
3.17.4,1556730,15885,98,1556734,1434400
3.17.4b,1558298,15901,98,1558302,1435692
3.18.0,1590540,16230,98,1590544,1463970
3.18.0d,1591618,16241,98,1591622,1464678
3.18.1,1592304,16248,98,1592308,1465166
3.18.1d,1592598,16251,98,1592602,1465396
3.18.1e,1593970,16265,98,1593974,1466360
3.19.0,1641500,16750,98,1641504,1507648
3.19.0f,1642088,16756,98,1642092,1508186
3.19.1,1642970,16765,98,1642974,1508830
3.19.2,1643166,16767,98,1643170,1508994
3.19.2b,1645224,16788,98,1645228,1510658
3.20.0,1728818,17641,98,1728822,1589858
3.20.1,1731758,17671,98,1731762,1592400
3.20.1b,1732150,17675,98,1732154,1592716
3.20.2,1732346,17677,98,1732350,1592920
3.20.2b,1733424,17688,98,1733428,1593618
3.20.2c,1734306,17697,98,1734310,1594184
3.21.0,2092421,18517,113,2092425,1651180
3.21.1,2093890,18530,113,2093894,1652998
3.22.1.2,2146774,18998,113,2146778,1698950
3.22.1.6,2147226,19002,113,2147230,1699290
3.22.2.1,2148582,19014,113,2148586,1700098
3.23.0.1.3,2218529,19633,113,2218533,1779138
3.23.1.1,2218642,19634,113,2218646,1779296
3.23.2.2,2219207,19639,113,2219211,1779538
