version,fixed_size,row_count,row_width,var_offset,var_size
3.11.2b,162855,2585,63,162859,182440
3.12.0,168273,2671,63,168277,188774
3.12.4,168336,2672,63,168340,188856
3.13.0,170415,2705,63,170419,193208
3.14.0,171738,2726,63,171742,194554
3.14.3b,172494,2738,63,172498,195478
3.15.0,133824,2788,48,133828,116572
3.16.0,133872,2789,48,133876,116718
3.17.0,139248,2901,48,139252,123130
3.18.0,139584,2908,48,139588,123572
3.19.0,141312,2944,48,141316,125092
3.19.2b,141360,2945,48,141364,125110
3.20.0,143088,2981,48,143092,126464
3.21.0,146064,3043,48,146068,129048
3.22.1.1,149328,3111,48,149332,132068
