version,fixed_size,row_count,row_width,var_offset,var_size
3.11.2b,350784,6048,58,350788,2792550
3.12.0,618030,8829,70,618034,3491620
3.12.2,618030,8829,70,618034,3491764
3.12.3,618030,8829,70,618034,3491884
3.12.4,618100,8830,70,618104,3492008
3.12.4b,618100,8830,70,618104,3492104
3.13.0,946344,11004,86,946348,4113402
3.13.1,946430,11005,86,946434,4113480
3.14.0,1189728,11664,102,1189732,4265748
3.14.1,1189728,11664,102,1189732,4265764
3.14.3b,1190544,11672,102,1190548,4267318
3.15.0,1283772,12586,102,1283776,4530040
3.16.0,1286322,12611,102,1286326,4537910
3.16.0b,1286628,12614,102,1286632,4538562
3.17.0,1340178,13139,102,1340182,4709402
3.17.1b,1340178,13139,102,1340182,4709404
3.18.0,1341504,13152,102,1341508,4711388
3.18.1e,1371084,13442,102,1371088,4790694
3.19.0,1412190,13845,102,1412194,4914626
3.19.1,1412190,13845,102,1412194,4915138
3.19.2b,1439628,14114,102,1439632,5012650
3.20.0,1466556,14378,102,1466560,5096002
3.20.2c,1473390,14445,102,1473394,5113610
3.21.0,1492974,14637,102,1492978,5161290
3.22.1.2,1653726,16213,102,1653730,5769002
3.22.1.5,1653726,16213,102,1653730,5768934
3.23.0.1.3,1712580,16790,102,1712584,6016484
