version,fixed_size,row_count,row_width,var_offset,var_size
3.11.2b,2800,175,16,2804,4384
3.12.0,2864,179,16,2868,4470
3.12.5c,2896,181,16,2900,4566
3.12.5e,2912,182,16,2916,4600
3.13.0,2992,187,16,2996,4700
3.13.1,3008,188,16,3012,4754
3.13.2b,3056,191,16,3060,4818
3.14.0,3104,194,16,3108,4876
3.14.1c,3136,196,16,3140,4916
3.14.3b,3152,197,16,3156,4932
3.15.0,3248,203,16,3252,5104
3.15.3c,3264,204,16,3268,5122
3.16.0,3344,209,16,3348,5218
3.16.2,3360,210,16,3364,5234
3.16.3b,3376,211,16,3380,5260
3.17.0,,,,,
