version,fixed_size,row_count,row_width,var_offset,var_size
3.11.2b,338447,7201,47,338451,589166
3.12.0,349774,7442,47,349778,610918
3.12.5b,349915,7445,47,349919,611110
3.13.0,360819,7677,47,360823,635030
3.13.1,360819,7677,47,360823,635046
3.13.1c,361665,7695,47,361669,636904
3.13.1e,361665,7695,47,361669,636916
3.14.0,373039,7937,47,373043,662020
3.15.0,387327,8241,47,387331,695630
3.15.0e,387327,8241,47,387331,695676
3.16.0,403968,8416,48,403972,710150
3.16.2,404256,8422,48,404260,710554
3.17.0,415152,8649,48,415156,731814
3.17.1,415152,8649,48,415156,731838
3.18.0,426288,8881,48,426292,760772
3.18.0b,426288,8881,48,426292,760660
3.18.0c,426288,8881,48,426292,760702
3.19.0,437472,9114,48,437476,780548
3.19.0f,437472,9114,48,437476,780524
3.19.1b,437472,9114,48,437476,780524
3.19.2,437520,9115,48,437524,780588
3.20.0,446928,9311,48,446932,801402
3.20.1,446928,9311,48,446932,801454
3.20.1b,446928,9311,48,446932,801470
3.20.2b,446976,9312,48,446980,801528
3.21.0,457776,9537,48,457780,823200
3.21.1,457776,9537,48,457780,823308
3.22.1.1,474192,9879,48,474196,857730
