version,fixed_size,row_count,row_width,var_offset,var_size
3.11.2b,10557,153,69,10561,16386
3.12.0,12213,177,69,12217,18966
3.12.4,12282,178,69,12286,19068
3.13.0,13386,194,69,13390,20688
3.14.0,14559,211,69,14563,22372
3.15.0,16008,232,69,16012,24666
3.15.1,16077,233,69,16081,24788
3.16.0,16974,246,69,16978,26198
3.17.0,19596,284,69,19600,30210
3.18.0,19872,288,69,19876,30570
3.19.0,20286,294,69,20290,30934
3.19.2b,20424,296,69,20428,31066
3.20.0,20562,298,69,20566,31214
3.21.0,20907,303,69,20911,31594
3.22.1.1,21183,307,69,21187,31878
