version,fixed_size,row_count,row_width,var_offset,var_size
3.11.2b,4964592,7032,706,4964596,3685320
3.12.0,5248254,7229,726,5248258,3820156
3.12.2,5275842,7267,726,5275846,3847672
3.12.3,5276568,7268,726,5276572,3848338
3.12.4,5280198,7273,726,5280202,3851568
3.13.0,5647336,7768,727,5647340,4157030
3.13.0c,5647336,7768,727,5647340,4156998
3.13.1,5647336,7768,727,5647340,4156982
3.13.1c,5672781,7803,727,5672785,4173388
3.13.1e,5742573,7899,727,5742577,4219888
3.14.0,5911645,8065,733,5911649,4310404
3.14.1,5912378,8066,733,5912382,4310850
3.14.2,5783322,8066,717,5783326,4310850
3.14.3b,5793360,8080,717,5793364,4317996
3.15.0,5907363,8239,717,5907367,4778318
3.15.0d,5907363,8239,717,5907367,4778302
3.15.0e,5907363,8239,717,5907367,4778408
3.15.1,5910948,8244,717,5910952,4781480
3.15.2,5910948,8244,717,5910952,4781464
3.16.0,6605010,8634,765,6605014,5032424
3.16.0b,6605010,8634,765,6605014,5032538
3.17.0,6788610,8874,765,6788614,6269828
3.17.1,6790140,8876,765,6790144,6270752
3.17.2,6803145,8893,765,6803149,6281976
3.17.3,6804675,8895,765,6804679,6283166
3.18.0,6817680,8912,765,6817684,6299256
3.18.0b,6817680,8912,765,6817684,6299464
3.18.0d,6817680,8912,765,6817684,6304728
3.18.0e,6817680,8912,765,6817684,6304776
3.18.1d,6817680,8912,765,6817684,6304872
3.19.0,6926310,9054,765,6926314,6410222
3.19.0e,6926310,9054,765,6926314,6404414
3.19.0f,6926310,9054,765,6926314,6404558
3.19.1,6968678,9062,769,6968682,6409754
3.19.1c,6968678,9062,769,6968682,6409892
3.19.2,6968678,9062,769,6968682,6409956
3.19.2b,6969447,9063,769,6969451,6410292
3.20.0,7022508,9132,769,7022512,6438346
3.20.1,7022508,9132,769,7022512,6438586
3.20.2,7024815,9135,769,7024819,6440572
3.21.0,7170826,9217,778,7170830,5012082
3.21.1,7170826,9217,778,7170830,5012146
3.22.1.2,7247848,9316,778,7247852,5085706
3.22.1.5,7247848,9316,778,7247852,5085690
3.22.1.6,7248626,9317,778,7248630,5086364
