version,fixed_size,row_count,row_width,var_offset,var_size
3.11.2b,69784,488,143,69788,63144
3.12.0,79341,499,159,79345,65410
3.13.0,79818,502,159,79822,66528
3.13.1,80454,506,159,80458,66864
3.14.0,81567,513,159,81571,67844
3.14.2,81726,514,159,81730,67924
3.14.3b,106212,668,159,106216,82292
3.15.0,109074,686,159,109078,85348
3.15.1,109074,686,159,109078,85380
3.16.0,110664,696,159,110668,87418
3.17.0,111300,700,159,111304,88136
3.17.1,111300,700,159,111304,88152
3.17.2,111300,700,159,111304,88174
3.18.0,111777,703,159,111781,88366
3.19.0,112413,707,159,112417,88912
3.19.1,112413,707,159,112417,88928
3.20.0,143081,719,199,143085,90680
3.21.0,157595,733,215,157599,94186
3.22.1.2,161250,750,215,161254,97698
