version,fixed_size,row_count,row_width,var_offset,var_size
3.11.2b,2640032,6752,391,2640036,1176098
3.12.0,2911272,7224,403,2911276,1265958
3.12.2b,2911272,7224,403,2911276,1265960
3.12.4,2912884,7228,403,2912888,1266802
3.12.4b,2914899,7233,403,2914903,1267626
3.12.5b,2915302,7234,403,2915306,1267836
3.12.5c,2934243,7281,403,2934247,1278028
3.12.5d,2940288,7296,403,2940292,1281506
3.13.0,3020888,7496,403,3020892,1320160
3.13.0c,3020888,7496,403,3020892,1320180
3.13.1,3023306,7502,403,3023310,1321106
3.13.1c,3023306,7502,403,3023310,1321122
3.13.1e,3024112,7504,403,3024116,1321448
3.13.2b,3029351,7517,403,3029355,1324372
3.14.0,3235937,7723,419,3235941,1364382
3.14.1,3236356,7724,419,3236360,1364632
3.14.1b,3236356,7724,419,3236360,1364612
3.14.1c,3238870,7730,419,3238874,1365630
3.14.2,3239289,7731,419,3239293,1365748
3.14.3b,3319318,7922,419,3319322,1387408
3.15.0,3433920,8176,420,3433924,1438224
3.15.0d,3433920,8176,420,3433924,1438390
3.15.1,3440640,8192,420,3440644,1440594
3.15.3c,3450720,8216,420,3450724,1446220
3.16.0,2596172,8891,292,2596176,1499394
3.16.0d,2596172,8891,292,2596176,1499426
3.16.2,2607560,8930,292,2607564,1508188
3.16.2b,2608144,8932,292,2608148,1508592
3.16.3b,2614568,8954,292,2614572,1513574
3.17.0,2553276,9251,276,2553280,1571042
3.17.1,2553276,9251,276,2553280,1571020
3.17.3,2554104,9254,276,2554108,1571594
3.17.4b,2562936,9286,276,2562940,1578104
3.18.0,2643525,9475,279,2643529,1623214
3.18.0c,2643525,9475,279,2643529,1623180
3.18.0d,2644641,9479,279,2644645,1623668
3.18.0e,2644641,9479,279,2644645,1624084
3.18.1,2644641,9479,279,2644645,1624138
3.18.1e,2649942,9498,279,2649946,1628484
3.19.0,2709648,9712,279,2709652,1669896
3.19.1,2711880,9720,279,2711884,1671984
3.19.2,2712159,9721,279,2712163,1672264
3.19.2b,2719692,9748,279,2719696,1678210
3.20.0,2758194,9886,279,2758198,1719642
3.20.1,2786373,9987,279,2786377,1738480
3.20.2b,2788047,9993,279,2788051,1739460
3.20.2c,2794464,10016,279,2794468,1744628
3.21.0,3025416,10221,296,3025420,1787946
3.21.1,3025416,10221,296,3025420,1787940
3.22.1.1,3115696,10526,296,3115700,1845866
