version,fixed_size,row_count,row_width,var_offset,var_size
3.11.2b,200,5,40,204,294
3.12.0,200,5,40,204,326
3.13.0,200,5,40,204,358
3.14.0,200,5,40,204,390
3.15.0,200,5,40,204,454
3.16.0,200,5,40,204,502
3.16.1,200,5,40,204,534
3.17.0,200,5,40,204,566
3.17.4b,200,5,40,204,598
3.18.0,200,5,40,204,630
3.18.1e,200,5,40,204,662
3.19.0,200,5,40,204,790
3.20.0,200,5,40,204,822
3.20.1,200,5,40,204,854
3.20.2c,552,8,69,556,1024
3.21.0,552,8,69,556,1120
3.22.1.2,680,8,85,684,1248
3.23.0.1.3,680,8,85,684,1360
