version,fixed_size,row_count,row_width,var_offset,var_size
3.11.2b,915,15,61,919,2448
3.12.5c,975,15,65,979,2448
3.13.0,990,15,66,994,2448
3.14.0,1072,16,67,1076,2650
3.16.0,1005,15,67,1009,2706
3.16.1,1072,16,67,1076,2934
3.17.0,1139,17,67,1143,3044
3.17.4b,1340,20,67,1344,3612
3.18.0,1320,20,66,1324,3612
3.20.0,1452,22,66,1456,4090
3.20.2c,1386,21,66,1390,4004
3.21.1,1386,21,66,1390,3984
3.22.1.2,1750,25,70,1754,4890
3.22.1.6,1750,25,70,1754,4874
3.23.0.1.3,2632,28,94,2636,5816
3.23.2.2,2726,29,94,2730,5998
