version,fixed_size,row_count,row_width,var_offset,var_size
3.11.2b,0,3765,0,4,8
3.12.0,0,4018,0,4,8
3.12.2,0,4019,0,4,8
3.12.5,0,4020,0,4,8
3.12.5b,0,4021,0,4,8
3.13.0,0,4174,0,4,8
3.14.0,0,4257,0,4,8
3.14.3b,0,4262,0,4,8
3.15.0,0,4443,0,4,8
3.16.0,0,4695,0,4,8
3.16.2,0,4698,0,4,8
3.17.0,0,4880,0,4,8
3.17.2,0,4881,0,4,8
3.18.0,0,5034,0,4,8
3.19.0,40960,5120,8,40964,305266
3.19.1,40968,5121,8,40972,305320
3.19.2,40984,5123,8,40988,305404
3.20.0,43808,5476,8,43812,331044
3.20.1,43840,5480,8,43844,331278
3.20.2b,43848,5481,8,43852,331330
3.21.0,48216,6027,8,48220,372594
3.21.1,48224,6028,8,48228,372630
3.22.1.2,48592,6074,8,48596,375874
3.22.2.1,48600,6075,8,48604,375918
3.23.0.1.3,51024,6378,8,51028,395626
