version,fixed_size,row_count,row_width,var_offset,var_size
3.11.2b,3030,101,30,3034,3880
3.12.0,17848,97,184,17852,36246
3.12.4,18032,98,184,18036,36392
3.13.0,20240,110,184,20244,38722
3.13.1e,23976,111,216,23980,39592
3.14.0,25056,116,216,25060,40904
3.15.0,26257,121,217,26261,41838
3.16.0,27559,127,217,27563,43884
3.17.0,31174,143,218,31178,47266
3.17.1,31392,144,218,31396,47476
3.17.4,31610,145,218,31614,47670
3.18.0d,31828,146,218,31832,47842
3.18.1c,32046,147,218,32050,48080
3.19.0,32482,149,218,32486,48530
3.19.1,33069,151,219,33073,48896
3.20.0,34383,157,219,34387,50032
3.21.0,35697,163,219,35701,45694
3.22.1.2,36792,168,219,36796,46380
