version,fixed_size,row_count,row_width,var_offset,var_size
3.11.2b,287240,7181,40,287244,583916
3.12.0,316960,7924,40,316964,806864
3.12.2,317000,7925,40,317004,806946
3.12.3,317080,7927,40,317084,807100
3.12.4,317080,7927,40,317084,808236
3.12.5,317120,7928,40,317124,808288
3.12.5b,317360,7934,40,317364,808718
3.13.0,330480,8262,40,330484,838860
3.14.0,202056,8419,24,202060,619218
3.14.2,202080,8420,24,202084,619284
3.14.3b,202200,8425,24,202204,619550
3.15.0,209088,8712,24,209092,644120
3.15.1,209088,8712,24,209092,644136
3.15.2,209160,8715,24,209164,644302
3.16.0,218904,9121,24,218908,673738
3.16.2,218976,9124,24,218980,673890
3.17.0,248575,9943,25,248579,733960
3.17.1,248625,9945,25,248629,734154
3.17.2,248650,9946,25,248654,734200
3.18.0,252350,10094,25,252354,744682
3.18.1d,252375,10095,25,252379,744742
3.19.0,257425,10297,25,257429,758124
3.19.1,257450,10298,25,257454,758178
3.19.1c,257450,10298,25,257454,762306
3.19.2,257700,10308,25,257704,762908
3.20.0,268225,10729,25,268229,793662
3.20.1,268650,10746,25,268654,795238
3.20.2,268675,10747,25,268679,795324
3.20.2b,268825,10753,25,268829,795602
3.21.0,292825,11713,25,292829,874354
3.21.1,292850,11714,25,292854,874388
3.22.1.2,296575,11863,25,296579,885638
3.22.2.1,296700,11868,25,296704,885942
3.23.0.1.3,306150,12246,25,306154,913648
3.23.1.1,306175,12247,25,306179,913708
