"rownum","Item","TriggeredQuestFlag","rid","i32","[rid]","bool","bool","rid","rid","Script","rid","rid","i32","[rid]","rid"
0,1119,2285,"",225,[],"","",904,918,"upgrade_map_device","","",4205,[],""
1,1120,1871,"",351,[],"","",6291,6289,"upgrade_map_device","","",4205,[],""
2,1121,1870,"",352,[],"","",6290,6288,"upgrade_map_device","","",4205,[],""
3,1128,2302,"",979,[],"",1,905,"","","","",4205,[],""
4,1129,2303,"",980,[],"",1,905,"","","","",4205,[],""
5,1130,2304,"",981,[],"",1,905,"","","","",4205,[],""
6,1131,2305,"",982,[],"",1,905,"","","","",4205,[],""
7,1644,954,"",207,[],"",1,907,"","","","",4205,[],""
8,1646,955,"",212,[],"",1,6268,"","","","",4205,[],""
9,1648,956,"",323,[],"",1,908,"","","","",4205,[],""
10,1650,957,"",328,[],"",1,6269,"","","","",4205,[],""
11,325,2008,"",662,[],"","",903,917,"skill_book","","",4205,[],""
12,326,2009,"",663,[],"","",903,917,"skill_book","","",4205,[],""
13,327,2010,"",664,[],"","",903,917,"skill_book","","",4205,[],""
14,328,2011,"",665,[],"","",903,917,"skill_book","","",4205,[],""
15,329,2013,"",675,[],"","",903,917,"skill_book","","",4205,[],""
16,330,2014,"",676,[],"","",903,917,"skill_book","","",4205,[],""
17,331,2694,"",4004,[],"","",7875,7882,"atlas_skill_book","","",4205,[],""
18,332,2695,"",4005,[],"","",7875,7882,"atlas_skill_book","","",4205,[],""
19,333,2696,"",4006,[],"","",7875,7882,"atlas_skill_book","","",4205,[],""
20,334,2697,"",4007,[],"","",7875,7882,"atlas_skill_book","","",4205,[],""
21,335,2698,"",4008,[],"","",7875,7882,"atlas_skill_book","","",4205,[],""
22,336,4958,"",4042,[],"","",7875,7882,"atlas_skill_book","","",4205,[],""
23,337,4959,"",4043,[],"","",7875,7882,"atlas_skill_book","","",4205,[],""
24,338,4960,"",4044,[],"","",7875,7882,"atlas_skill_book","","",4205,[],""
25,339,4961,"",4045,[],"","",7875,7882,"atlas_skill_book","","",4205,[],""
26,340,4962,"",4046,[],"","",7875,7882,"atlas_skill_book","","",4205,[],""
27,341,4963,"",4047,[],"","",7875,7882,"atlas_skill_book","","",4205,[],""
28,342,4964,"",4048,[],"","",7875,7882,"atlas_skill_book","","",4205,[],""
29,343,4965,"",4049,[],"","",7875,7882,"atlas_skill_book","","",4205,[],""
30,344,4966,"",4050,[],"","",7875,7882,"atlas_skill_book","","",4205,[],""
31,345,4967,"",4051,[],"","",7875,7882,"atlas_skill_book","","",4205,[],""
32,346,96,"",4165,[],"","",7876,7882,"skill_book","","",4205,[],""
33,347,97,"",4166,[],"","",7876,7882,"skill_book","","",4205,[],""
34,348,98,"",4167,[],"","",7876,7882,"skill_book","","",4205,[],""
35,349,99,"",4168,[],"","",7876,7882,"skill_book","","",4205,[],""
36,350,100,"",4169,[],"","",7876,7882,"skill_book","","",4205,[],""
37,351,2699,"",4009,[],"","",7877,7883,"skill_book","","",4205,[],""
38,352,2700,"",4010,[],"","",7877,7883,"skill_book","","",4205,[],""
39,353,2701,"",4011,[],"","",7877,7883,"skill_book","","",4205,[],""
40,354,2702,"",4012,[],"","",7877,7883,"skill_book","","",4205,[],""
41,355,2703,"",4013,[],"","",7878,7884,"skill_book","","",4205,[],""
42,356,2704,"",4014,[],"","",7878,7884,"skill_book","","",4205,[],""
43,357,2705,"",4015,[],"","",7878,7884,"skill_book","","",4205,[],""
44,358,2706,"",4016,[],"","",7878,7884,"skill_book","","",4205,[],""
45,359,2707,"",4017,[],"","",7879,7885,"skill_book","","",4205,[],""
46,360,2708,"",4018,[],"","",7879,7885,"skill_book","","",4205,[],""
47,361,2709,"",4019,[],"","",7879,7885,"skill_book","","",4205,[],""
48,362,2710,"",4020,[],"","",7879,7885,"skill_book","","",4205,[],""
49,363,2711,"",4021,[],"","",7880,7886,"skill_book","","",4205,[],""
50,364,2712,"",4022,[],"","",7880,7886,"skill_book","","",4205,[],""
51,365,2713,"",4023,[],"","",7880,7886,"skill_book","","",4205,[],""
52,366,2714,"",4024,[],"","",7880,7886,"skill_book","","",4205,[],""
53,367,2726,"",677,[],"","",7881,7887,"skill_book","","",4205,[],""
54,368,2727,"",678,[],"","",7881,7887,"skill_book","","",4205,[],""
55,369,2728,"",679,[],"","",7881,7887,"skill_book","","",4205,[],""
56,370,2729,"",680,[],"","",7881,7887,"skill_book","","",4205,[],""
57,371,2804,"",681,[],"","",7881,7887,"skill_book","","",4205,[],""
58,372,2872,"",682,[],"","",8325,8326,"skill_book","","",4205,[],""
59,373,2873,"",683,[],"","",8325,8326,"skill_book","","",4205,[],""
60,374,2874,"",684,[],"","",8325,8326,"skill_book","","",4205,[],""
61,375,2875,"",685,[],"","",8325,8326,"skill_book","","",4205,[],""
62,380,1519,1517,4205,[],"","",923,"","sentinel_controller","","",4205,[],""
63,1716,2161,2725,4205,[],"","",925,"","grant_quest_flag_trigger_npc_audio","","",4205,[],""
64,3096,2163,4924,4205,[],"","",926,"","","","",4205,[],""
65,2681,2939,2940,4205,[],"","","","","","","",4205,[],""
66,2682,2949,2957,4205,[],"","","","","","","",4205,[],""
67,2687,3007,2948,4205,[],"","","","","","","",4205,[],""
68,2688,3008,2948,4205,[],"","","","","","","",4205,[],""
69,2689,3009,2948,4205,[],"","","","","","","",4205,[],""
70,2683,3734,3733,4205,[],"","",927,928,"skill_book","","",4205,[],""
71,2684,3736,3735,4205,[],"","",924,929,"skill_book","","",4205,[],""
72,2685,4850,4851,4205,[],"","",924,930,"skill_book","","",4205,[],""
73,2690,4703,4705,4205,[],"","","","","","","",4205,[],""
74,2691,4704,4705,4205,[],"","","","","","","",4205,[],""
75,2692,4706,4707,4205,[],"","","","","","",2980,4205,[],""
76,2686,3737,2992,4205,[],"","",931,932,"skill_book","","",4205,[],""
77,2694,3739,3738,4205,[],"","",933,934,"skill_book","","",4205,[],""
78,2695,3740,3741,4205,[],"","",935,936,"skill_book","","",4205,[],""
79,2696,3743,3742,4205,[],"","",937,938,"skill_book","","",4205,[],""
80,2697,4752,4753,4205,[],"","",939,940,"consume_quest_item_create_item","","",4205,[],""
81,2698,4942,"",4026,[],"","","","","","","",4205,[],""
82,2699,3745,3744,4205,[],"","",945,946,"skill_book","","",4205,[],""
83,2700,3747,3746,4205,[],"","",947,948,"skill_book","","",4205,[],""
84,2713,4329,4330,4205,[],"","",981,982,"skill_book","","",4205,[],""
85,2717,4332,4333,4205,[],"","",983,984,"skill_book","","",4205,[],""
86,2705,3189,4335,4205,[],"","",985,"","","","",4205,[],""
87,2706,4336,4337,4205,[],"","",986,"","","","",4205,[],""
88,2704,3187,3188,4205,[],"","",986,"","","","",4205,[],""
89,2707,4338,4339,4205,[],"","",987,"","","","",4205,[],""
90,2708,4340,4341,4205,[],"","",988,"","","","",4205,[],""
91,2709,4342,4343,4205,[],"","",989,"","","","",4205,[],""
92,2701,4344,4565,4205,[],"","",990,"","","","",4205,[],""
93,2702,4346,4347,4205,[],"","",991,992,"skill_book","","",4205,[],""
94,2703,4348,4349,4205,[],"","",993,994,"skill_book","","",4205,[],""
95,2718,4754,4755,4205,[],"","",941,942,"consume_quest_item_create_item","","",4205,[],""
96,2716,3242,3243,4205,[],"","","","","","","",4205,[],""
97,2710,3351,3282,4205,[],"","","","","","","",4205,[],""
98,2714,3207,3222,4205,[],"","","","","","","",4205,[],""
99,2715,3210,3223,4205,[],"","","","","","","",4205,[],""
100,2719,4350,4351,4205,[],"","",995,996,"skill_book","","",4205,[],""
101,2720,4352,4353,4205,[],"","",997,998,"skill_book","","",4205,[],""
102,2721,4681,4682,4205,[],"","",999,1000,"skill_book","","",4205,[],""
103,2724,3782,2814,4205,[],"","",949,950,"skill_book","","",4205,[],3783
104,2725,4685,2814,4205,[],"","",951,952,"skill_book","","",4205,[],4686
105,2726,4687,2814,4205,[],"","",953,954,"skill_book","","",4205,[],4688
106,2727,2805,2814,4205,[],"","",955,956,"skill_book","","",4205,[],2808
107,2728,2806,2814,4205,[],"","",957,958,"skill_book","","",4205,[],2809
108,2729,2807,2814,4205,[],"","",959,960,"skill_book","","",4205,[],2810
109,2730,3901,3904,4205,[],"","","","","","","",4205,[],""
110,2738,3784,3785,4205,[],"","",962,961,"skill_book","","",4205,[],""
111,2737,3764,3854,4205,[],"","","","","","","",4205,[],""
112,2740,3786,3787,4205,[],"","","","","","","",4205,[],""
113,2739,3896,3853,4205,[],"","","","","","","",4205,[],""
114,2741,3788,3789,4205,[],"","",963,964,"skill_book","","",4205,[],""
115,2742,4676,4677,4205,[],"","","","","","","",4205,[],""
116,2745,4874,4875,4205,[],1,"",965,"","","","",4205,"[357,358,359]",""
