"rownum","GrantedEffectsKey","StatsKeys","StatsValuesPermille","[rid]","[rid]"
0,0,[18291],[100],[],[]
1,1,[18291],[100],[],[]
2,2,[18291],[100],[],[]
3,3190,[18291],[100],[],[]
4,60,[18291],[150],[],[]
5,61,[18291],[150],[],[]
6,62,[18291],[150],[],[]
7,72,[18291],[150],[],[]
8,102,[3576],[2000],[],[]
9,103,[3576],[2000],[],[]
10,104,[3576],[2000],[],[]
11,109,[5708],[200],[],[]
12,110,[5708],[200],[],[]
13,111,[5708],[200],[],[]
14,175,[5371],[1000],[],[]
15,176,[20530],[50],[],[]
16,177,[5371],[1000],[],[]
17,11334,[5371],[1000],[],[]
18,198,[177],[1000],[],[]
19,199,[177],[1000],[],[]
20,200,[177],[1000],[],[]
21,249,[3335],[2000],[],[]
22,261,[7941],[1000],[],[]
23,262,[8431],[2000],[],[]
24,263,[19090],[200],[],[]
25,271,[7915],[250],[],[]
26,272,[7915],[250],[],[]
27,273,[7915],[250],[],[]
28,293,[9729],[1500],[],[]
29,294,[19527],[1000],[],[]
30,295,[9729],[1500],[],[]
31,307,[70],[500],[],[]
32,308,[70],[500],[],[]
33,309,[70],[500],[],[]
34,344,"[9733,9734]","[100,100]",[],[]
35,345,"[9733,9734]","[100,100]",[],[]
36,346,"[9733,9734]","[100,100]",[],[]
37,352,[4281],[750],[],[]
38,353,[16403],[2500],[],[]
39,354,[18291],[100],[],[]
40,372,[18998],[200],[],[]
41,373,[1127],[100],[],[]
42,374,[18998],[200],[],[]
43,11395,[18998],[200],[],[]
44,584,[42],[500],[],[]
45,585,[70],[500],[],[]
46,589,[497],[500],[],[]
47,587,[497],[500],[],[]
48,591,[175],[500],[],[]
49,593,[49],[500],[],[]
50,595,[84],[1000],[],[]
51,596,[618],[500],[],[]
52,598,[56],[500],[],[]
53,618,[165],[50],[],[]
54,619,[165],[50],[],[]
55,620,[7386],[750],[],[]
56,633,[5708],[100],[],[]
57,634,[5708],[100],[],[]
58,635,[5708],[100],[],[]
59,11346,[5708],[100],[],[]
60,649,[8432],[250],[],[]
61,654,[18291],[150],[],[]
62,655,[18291],[150],[],[]
63,656,[18291],[150],[],[]
64,701,[3601],[500],[],[]
65,702,[3601],[500],[],[]
66,703,[3601],[500],[],[]
67,708,[216],[3000],[],[]
68,709,[216],[3000],[],[]
69,710,[20391],[-250],[],[]
70,715,[553],[1000],[],[]
71,717,[95],[500],[],[]
72,718,[478],[500],[],[]
73,720,[9021],[500],[],[]
74,722,[9022],[500],[],[]
75,723,[63],[500],[],[]
76,725,[186],[500],[],[]
77,726,[1249],[1000],[],[]
78,727,[186],[500],[],[]
79,735,[186],[500],[],[]
80,878,[18995],[100],[],[]
81,879,[18995],[100],[],[]
82,880,[18995],[100],[],[]
83,3194,[18995],[100],[],[]
84,895,[3824],[500],[],[]
85,897,[959],[2000],[],[]
86,898,[1127],[100],[],[]
87,899,[959],[2000],[],[]
88,916,[497],[500],[],[]
89,917,[1785],[500],[],[]
90,919,[2093],[1000],[],[]
91,920,[164],[50],[],[]
92,921,[2093],[1000],[],[]
93,930,[9774],[5000],[],[]
94,931,[95],[2000],[],[]
95,932,[9774],[5000],[],[]
96,939,[12532],[2000],[],[]
97,950,[3335],[2000],[],[]
98,951,[3335],[2000],[],[]
99,952,[3335],[2000],[],[]
100,962,[175],[2000],[],[]
101,963,[175],[2000],[],[]
102,964,[175],[2000],[],[]
103,978,[16451],[500],[],[]
104,979,[16451],[500],[],[]
105,980,[16451],[500],[],[]
106,1016,[356],[50000],[],[]
107,1017,[19551],[2000],[],[]
108,1018,[356],[50000],[],[]
109,1027,[489],[500],[],[]
110,1028,[526],[350],[],[]
111,1030,[525],[500],[],[]
112,1031,[216],[500],[],[]
113,1033,[11497],[100],[],[]
114,1034,[11497],[100],[],[]
115,1035,[11497],[100],[],[]
116,1066,[2022],[1000],[],[]
117,1089,[620],[-1000],[],[]
118,1099,[12538],[250],[],[]
119,1106,[12347],[50000],[],[]
120,1111,[2022],[1000],[],[]
121,1125,[12537],[250],[],[]
122,1133,[729],[250],[],[]
123,1138,[20709],[500],[],[]
124,1168,[216],[1000],[],[]
125,1169,[216],[1000],[],[]
126,1170,[216],[1000],[],[]
127,1173,[216],[1000],[],[]
128,1205,[546],[50],[],[]
129,1206,[546],[50],[],[]
130,1207,[546],[50],[],[]
131,1209,[546],[50],[],[]
132,286,[3335],[1000],[],[]
133,288,[215],[1000],[],[]
134,1237,[5806],[1000],[],[]
135,1238,[3824],[1000],[],[]
136,1239,[5806],[1000],[],[]
137,1252,[12845],[2000],[],[]
138,1253,[19250],[2500],[],[]
139,1254,[12845],[2000],[],[]
140,11383,[12845],[2000],[],[]
141,1267,[618],[500],[],[]
142,1269,[487],[500],[],[]
143,1270,[20680],[500],[],[]
144,1272,[49],[500],[],[]
145,1273,[42],[500],[],[]
146,1275,[616],[500],[],[]
147,1276,[159],[1000],[],[]
148,1277,[6038],[500],[],[]
149,1278,[342],[500],[],[]
150,1279,[18291],[100],[],[]
151,1280,[18291],[100],[],[]
152,1281,[12379],[100],[],[]
153,11385,[18291],[100],[],[]
154,1422,[18995],[50],[],[]
155,1423,[172],[100],[],[]
156,1424,[18995],[50],[],[]
157,3519,[17259],[500],[],[]
158,3520,[19372],[10000],[],[]
159,3521,[17259],[500],[],[]
160,3523,[17259],[500],[],[]
161,1481,[658],[2000],[],[]
162,1485,[215],[1000],[],[]
163,1486,[215],[1000],[],[]
164,1498,[3479],[500],[],[]
165,1499,[11666],[150],[],[]
166,1500,[3479],[500],[],[]
167,1501,[3479],[500],[],[]
168,1821,[6034],[1000],[],[]
169,1822,[6034],[1000],[],[]
170,1823,[6034],[1000],[],[]
171,1839,[788],[100],[],[]
172,1840,[19579],[50],[],[]
173,1841,[788],[100],[],[]
174,11381,[788],[100],[],[]
175,1850,[433],[2000],[],[]
176,1856,[433],[2000],[],[]
177,1860,[141],[250],[],[]
178,1862,[433],[2000],[],[]
179,1869,[433],[2000],[],[]
180,1870,[433],[2000],[],[]
181,1875,[433],[2000],[],[]
182,1882,[433],[2000],[],[]
183,1876,[433],[2000],[],[]
184,1885,[433],[2000],[],[]
185,1886,[433],[2000],[],[]
186,1891,[433],[2000],[],[]
187,1898,[433],[2000],[],[]
188,1907,[433],[2000],[],[]
189,1917,[7799],[1000],[],[]
190,1918,[7799],[1000],[],[]
191,1919,[7799],[1000],[],[]
192,1925,[2656],[500],[],[]
193,1926,[1931],[250],[],[]
194,1932,[433],[2000],[],[]
195,1935,[433],[2000],[],[]
196,1936,[12835],[100],[],[]
197,1937,[497],[500],[],[]
198,1939,[497],[500],[],[]
199,1940,[25],[500],[],[]
200,1941,[24],[500],[],[]
201,1942,[1340],[500],[],[]
202,1952,[1787],[500],[],[]
203,1955,[9985],[1000],[],[]
204,1957,[5708],[100],[],[]
205,1958,[5708],[100],[],[]
206,1959,[5708],[100],[],[]
207,1969,[19477],[1000],[],[]
208,11394,[19477],[1000],[],[]
209,1975,[356],[200000],[],[]
210,1976,[356],[50000],[],[]
211,1977,[8431],[4000],[],[]
212,1978,[356],[50000],[],[]
213,1989,[679],[1000],[],[]
214,1990,[311],[4000],[],[]
215,1991,[311],[4000],[],[]
216,1992,[311],[4000],[],[]
217,2050,[19477],[1000],[],[]
218,2051,[19477],[1000],[],[]
219,2098,[18995],[100],[],[]
220,2099,[18995],[100],[],[]
221,2100,[18995],[150],[],[]
222,2131,[14769],[500],[],[]
223,2133,[10705],[4000],[],[]
224,2134,[10705],[4000],[],[]
225,2135,[10705],[4000],[],[]
226,11384,[10705],[4000],[],[]
227,2147,[5708],[100],[],[]
228,2148,[5708],[100],[],[]
229,2149,[5708],[100],[],[]
230,2173,[172],[50],[],[]
231,2174,[1127],[100],[],[]
232,2175,[172],[50],[],[]
233,3193,[172],[50],[],[]
234,2200,[215],[1000],[],[]
235,11378,[215],[1000],[],[]
236,2212,[175],[2000],[],[]
237,2213,[19244],[2000],[],[]
238,2214,[175],[2000],[],[]
239,2256,[1340],[500],[],[]
240,2259,[42],[500],[],[]
241,2260,[49],[500],[],[]
242,2261,[56],[500],[],[]
243,2263,[11792],[500],[],[]
244,2266,[497],[500],[],[]
245,2267,[175],[500],[],[]
246,2268,[207],[-1000],[],[]
247,2281,[206],[-1000],[],[]
248,2289,[205],[-1000],[],[]
249,2315,[18291],[100],[],[]
250,2316,[18291],[100],[],[]
251,2318,[3335],[1000],[],[]
252,2385,[1230],[500],[],[]
253,2386,[19077],[250],[],[]
254,2387,[1230],[500],[],[]
255,2398,[433],[500],[],[]
256,2444,[1359],[500],[],[]
257,2446,[25],[500],[],[]
258,2449,[433],[500],[],[]
259,2451,[1249],[500],[],[]
260,2452,[952],[100],[],[]
261,2453,[952],[100],[],[]
262,2454,[952],[100],[],[]
263,2465,[209],[500],[],[]
264,2466,[10208],[100],[],[]
265,2474,[461],[0],[],[]
266,2475,[2022],[500],[],[]
267,2511,[2280],[100],[],[]
268,2512,[2280],[100],[],[]
269,2513,[2280],[100],[],[]
270,2514,[2280],[100],[],[]
271,2588,[9273],[1000],[],[]
272,2589,[555],[1000],[],[]
273,2590,[2602],[500],[],[]
274,2591,[25],[500],[],[]
275,2592,[311],[1000],[],[]
276,2593,[231],[5000],[],[]
277,2608,[4156],[750],[],[]
278,2609,[4156],[750],[],[]
279,2610,[4156],[750],[],[]
280,2612,[6458],[250],[],[]
281,2652,[177],[1000],[],[]
282,2675,[340],[1000],[],[]
283,2703,[616],[2000],[],[]
284,2704,[616],[2000],[],[]
285,2705,[616],[2000],[],[]
286,2707,[19184],[500],[],[]
287,2708,[19184],[500],[],[]
288,2709,[19184],[500],[],[]
289,2716,[19184],[500],[],[]
290,2780,[497],[500],[],[]
291,2781,[2961],[-500],[],[]
292,2784,[2475],[3000],[],[]
293,2786,[12966],[-500],[],[]
294,2787,[1840],[1000],[],[]
295,2794,[5713],[100],[],[]
296,2795,[5713],[50],[],[]
297,2796,[5713],[100],[],[]
298,11380,[5713],[100],[],[]
299,2854,[231],[5000],[],[]
300,2856,[144],[500],[],[]
301,2860,[146],[500],[],[]
302,2864,[148],[500],[],[]
303,2868,[12575],[750],[],[]
304,2869,[12575],[750],[],[]
305,2870,[12575],[750],[],[]
306,2881,[433],[500],[],[]
307,2941,[12985],[50],[],[]
308,2942,[8000],[100],[],[]
309,2943,[12985],[50],[],[]
310,2944,[24],[1000],[],[]
311,2994,[18995],[50],[],[]
312,2995,[3441],[200],[],[]
313,2996,[18995],[50],[],[]
314,3019,[26],[500],[],[]
315,3020,[3598],[1500],[],[]
316,3021,[11976],[2000],[],[]
317,3022,[3598],[1500],[],[]
318,3055,[2042],[1000],[],[]
319,3056,[19049],[500],[],[]
320,3057,[2042],[1000],[],[]
321,3077,[231],[5000],[],[]
322,3085,[216],[1000],[],[]
323,3118,[4409],[500],[],[]
324,3127,[4409],[500],[],[]
325,3132,[12406],[2500],[],[]
326,3133,[2104],[100],[],[]
327,3134,[12406],[2500],[],[]
328,3200,[7799],[1000],[],[]
329,3518,[2270],[250],[],[]
330,3549,"[215,3335]","[1000,1000]",[],[]
331,3550,"[215,3335]","[1000,1000]",[],[]
332,3723,[175],[2000],[],[]
333,3724,[18998],[200],[],[]
334,3725,[175],[2000],[],[]
335,3758,[843],[2000],[],[]
336,3759,[6501],[15000],[],[]
337,3760,[5708],[100],[],[]
338,3761,[11892],[1000],[],[]
339,3762,[11409],[250],[],[]
340,3763,[12845],[2000],[],[]
341,3771,[12539],[250],[],[]
342,3975,[95],[2000],[],[]
343,3976,[95],[2000],[],[]
344,3977,[18291],[100],[],[]
345,4303,[2505],[50],[],[]
346,4304,[2505],[50],[],[]
347,4305,[2505],[50],[],[]
348,4315,[3335],[2000],[],[]
349,4316,[3335],[2000],[],[]
350,4317,[3335],[2000],[],[]
351,4321,[3335],[2000],[],[]
352,4322,[3335],[2000],[],[]
353,4323,[3335],[2000],[],[]
354,4414,[3335],[2000],[],[]
355,4416,[3335],[2000],[],[]
356,4418,[8084],[1000],[],[]
357,4419,[8084],[1000],[],[]
358,4420,[8084],[1000],[],[]
359,4430,[26],[500],[],[]
360,4439,[2542],[1000],[],[]
361,4447,[5121],[1000],[],[]
362,4448,[12845],[2000],[],[]
363,4449,[18348],[1000],[],[]
364,4452,[5121],[1000],[],[]
365,4453,[12845],[2000],[],[]
366,4454,[3335],[2000],[],[]
367,4457,[5121],[1000],[],[]
368,4458,[12845],[2000],[],[]
369,4459,[3335],[2000],[],[]
370,4499,[2071],[1000],[],[]
371,4501,[447],[750],[],[]
372,4502,[447],[750],[],[]
373,4503,[447],[750],[],[]
374,4520,[3335],[2000],[],[]
375,4517,[3015],[500],[],[]
376,4571,[3335],[2000],[],[]
377,10409,[461],[0],[],[]
378,4658,[3335],[500],[],[]
379,4659,[3335],[500],[],[]
380,4660,[11640],[2000],[],[]
381,4705,[19245],[200],[],[]
382,4706,[19245],[200],[],[]
383,4707,[19245],[200],[],[]
384,4708,[2948],[1000],[],[]
385,4727,[18995],[100],[],[]
386,4728,[3186],[500],[],[]
387,4729,[18995],[100],[],[]
388,4778,[1652],[100],[],[]
389,4779,[2912],[1000],[],[]
390,4780,[6265],[100000],[],[]
391,4782,[172],[100],[],[]
392,4783,[172],[100],[],[]
393,4784,[172],[100],[],[]
394,4824,[24],[500],[],[]
395,4840,[18032],[250],[],[]
396,4841,[12029],[2000],[],[]
397,4842,[18032],[250],[],[]
398,4847,[1871],[1000],[],[]
399,4848,[1871],[1000],[],[]
400,4849,[1871],[1000],[],[]
401,4856,[4156],[750],[],[]
402,4857,[4156],[750],[],[]
403,4858,[4156],[750],[],[]
404,4935,[177],[500],[],[]
405,4945,[18998],[50],[],[]
406,4946,[18998],[50],[],[]
407,4947,[18998],[50],[],[]
408,4967,[175],[2000],[],[]
409,4968,[5708],[200],[],[]
410,4969,[175],[2000],[],[]
411,4977,[7937],[50],[],[]
