"rownum","rid","rid","rid"
0,1634,17017,13678
1,1631,17017,13678
2,1630,17017,13678
3,1635,17017,13678
4,1629,17017,13678
5,1633,17017,13678
6,1632,17017,13678
7,1593,17017,13677
8,1595,17017,13677
9,1598,17017,13677
10,1600,17017,13677
11,1601,17017,13676
12,1597,17017,13677
13,1596,17017,13676
14,1594,17017,13676
15,1599,17017,13676
16,811,17017,13678
17,812,17017,13678
18,813,17017,13679
19,814,17017,13678
20,815,17017,13677
21,816,17017,13677
22,817,17017,13677
23,818,17017,13676
24,819,17017,13676
25,820,17017,13676
26,0,17017,13675
27,33,17017,13675
28,103,17017,13676
29,7,17017,13676
30,11,17017,13675
31,8,17017,13675
32,15,17017,13676
33,1058,17017,13678
34,107,17017,13677
35,106,17017,13676
36,35,17017,13679
37,108,17017,13678
38,50,17017,13679
39,22,17017,13675
40,21,17017,13675
41,20,17017,13675
42,49,17017,13679
43,4,17017,13678
44,3,17017,13677
45,104,17017,13676
46,12,17017,13675
47,27,17017,13676
48,28,17017,13679
49,102,17017,13678
50,1145,17017,13678
51,17,17017,13675
52,9,17017,13675
53,26,17017,13679
54,29,17017,13675
55,183,17017,13678
56,184,17017,13678
57,185,17017,13678
58,186,17017,13677
59,187,17017,13677
60,188,17017,13677
61,189,17017,13677
62,190,17017,13676
63,191,17017,13676
64,192,17017,13676
65,193,17017,13676
66,194,17017,13676
67,1144,17017,13677
68,133,17017,13677
69,135,17017,13677
70,138,17017,13677
71,136,17017,13677
72,134,17017,13677
73,137,17017,13677
74,140,17017,13679
75,139,17017,13678
76,141,17017,13677
77,689,17017,13678
78,659,17017,13678
79,673,17017,13678
80,643,17017,13678
81,675,17017,13678
82,645,17017,13678
83,687,17017,13678
84,657,17017,13679
85,690,17017,13678
86,660,17017,13678
87,683,17017,13678
88,653,17017,13678
89,678,17017,13678
90,648,17017,13678
91,681,17017,13678
92,651,17017,13678
93,699,17017,13678
94,669,17017,13678
95,674,17017,13678
96,644,17017,13678
97,691,17017,13678
98,661,17017,13678
99,684,17017,13678
100,654,17017,13678
101,693,17017,13678
102,663,17017,13678
103,695,17017,13678
104,665,17017,13678
105,694,17017,13678
106,696,17017,13678
107,666,17017,13678
108,664,17017,13678
109,677,17017,13678
110,647,17017,13678
111,680,17017,13678
112,650,17017,13678
113,671,17017,13678
114,679,17017,13678
115,649,17017,13678
116,641,17017,13678
117,682,17017,13678
118,652,17017,13678
119,700,17017,13678
120,670,17017,13678
121,672,17017,13678
122,686,17017,13678
123,656,17017,13678
124,642,17017,13678
125,692,17017,13678
126,662,17017,13678
127,698,17017,13678
128,668,17017,13678
129,697,17017,13678
130,667,17017,13678
131,688,17017,13678
132,658,17017,13678
133,685,17017,13678
134,655,17017,13678
135,676,17017,13678
136,646,17017,13678
137,2,17017,13675
138,1157,17017,13678
139,1155,17017,13678
140,1158,17017,13679
141,1152,17017,13677
142,1151,17017,13677
143,1150,17017,13677
144,1153,17017,13678
145,1156,17017,13677
146,1154,17017,13678
147,51,17017,13679
148,52,17017,13679
149,198,17017,13678
150,199,17017,13678
151,200,17017,13678
152,196,17017,13678
153,197,17017,13678
154,195,17017,13679
155,19,17017,13677
156,120,17017,13679
157,109,17017,13679
158,18,17017,13675
159,1602,17017,13677
160,1143,17017,13676
161,1581,17017,13678
162,1583,17017,13678
163,211,17017,13679
164,210,17017,13678
165,209,17017,13677
166,208,17017,13676
167,207,17017,13679
168,206,17017,13678
169,205,17017,13677
170,204,17017,13676
171,1582,17017,13678
172,117,17017,13679
173,6,17017,13679
174,160,17017,13677
175,154,17017,13677
176,158,17017,13677
177,166,17017,13678
178,164,17017,13677
179,156,17017,13678
180,145,17017,13677
181,162,17017,13679
182,155,17017,13678
183,153,17017,13677
184,165,17017,13678
185,144,17017,13677
186,147,17017,13677
187,159,17017,13679
188,142,17017,13677
189,157,17017,13677
190,150,17017,13677
191,148,17017,13677
192,163,17017,13677
193,143,17017,13677
194,146,17017,13677
195,151,17017,13677
196,149,17017,13677
197,152,17017,13677
198,161,17017,13677
199,38,17017,13677
200,13,17017,13676
201,212,17017,13679
202,94,17017,13677
203,93,17017,13677
204,91,17017,13677
205,92,17017,13678
206,95,17017,13679
207,10,17017,13677
208,5,17017,13676
209,14,17017,13678
210,16,17017,13675
211,201,17017,13679
212,862,17017,13679
213,861,17017,13679
214,859,17017,13679
215,860,17017,13679
216,858,17017,13679
217,1650,17017,13678
218,1651,17017,13679
219,1652,17017,13678
220,1653,17017,13679
