"rownum","ModsKey","AtlasModTiers"
0,8743,2
1,8744,2
2,8745,3
3,8746,2
4,8747,3
5,8748,2
6,8749,3
7,8750,2
8,8751,3
9,8752,2
10,8753,2
11,8754,3
12,8755,2
13,8756,3
14,8757,2
15,8758,3
16,8759,2
17,8760,3
18,8761,2
19,8762,3
20,8763,2
21,8764,3
22,8765,2
23,8766,2
24,8767,2
25,8768,2
26,8769,3
27,8770,2
28,8771,3
29,8772,2
30,8773,3
31,8774,2
32,8775,3
33,8776,2
34,8777,3
35,8778,2
36,8779,3
37,8780,2
38,8781,3
39,8782,2
40,8783,2
41,8784,3
42,8785,2
43,8786,3
44,8787,2
45,8788,3
46,8789,2
47,8790,3
48,8791,2
49,8792,3
50,8793,2
51,8794,3
52,8795,2
53,8796,3
54,8797,2
55,8798,3
56,8799,2
57,8800,3
58,8801,2
59,8802,3
60,8803,2
61,8804,3
62,8805,2
63,8806,3
64,8807,2
65,8808,3
66,8809,2
67,8810,3
68,8811,2
69,8812,3
70,8813,2
71,8814,3
72,8815,2
73,8816,3
74,8817,2
75,8818,3
76,8819,2
77,8820,3
78,8821,2
79,8822,3
80,8823,2
81,8824,3
82,8825,2
83,8826,3
84,8827,2
85,8828,3
86,8829,2
87,8830,3
88,8831,2
89,8832,3
90,8833,2
91,8834,3
92,8835,2
93,8836,3
94,8837,2
95,8838,3
96,8839,2
97,8840,3
98,8841,2
99,8842,3
100,8843,2
101,8844,2
102,8845,2
103,8846,3
104,8847,3
105,8848,3
106,8849,2
107,8850,3
108,8851,2
109,8852,3
110,10451,2
111,10452,3
112,10462,2
113,10463,3
114,10466,2
115,10467,3
116,10468,2
117,10469,3
118,10470,2
119,10471,2
120,10472,2
121,10473,3
122,10474,2
123,10475,3
124,10476,2
125,10477,2
126,10478,3
127,10481,2
128,10482,3
129,10566,2
130,10567,3
131,10691,2
132,10692,3
133,10601,2
134,10602,3
135,10640,2
136,10641,3
137,10817,2
138,10818,3
139,10813,2
140,10814,3
141,11742,2
142,11743,3
