"rownum","BaseItemType","Armour","Evasion","EnergyShield","IncreasedMovementSpeed","Ward","i32"
0,265,0,0,0,0,0,0
1,266,0,0,0,0,0,0
2,267,0,0,0,0,0,0
3,268,51,44,21,0,0,0
4,269,0,0,0,0,0,0
5,270,0,0,0,0,0,0
6,2257,0,0,0,0,0,0
7,2258,0,0,0,0,0,0
8,2259,0,0,0,0,0,0
9,2260,0,0,0,-500,0,0
10,2261,0,0,0,-300,0,0
11,1890,45,0,0,-500,0,0
12,1891,60,0,0,-500,0,0
13,1892,96,0,0,-500,0,0
14,1893,121,0,0,-500,0,0
15,1894,141,0,0,-500,0,0
16,1895,177,0,0,-500,0,0
17,1896,208,0,0,-500,0,0
18,1897,228,0,0,-500,0,0
19,1898,269,0,0,-500,0,0
20,1899,294,0,0,-500,0,0
21,1900,304,0,0,-500,0,0
22,1901,335,0,0,-500,0,0
23,1902,534,0,0,-500,0,0
24,1903,445,0,0,-500,0,0
25,1904,445,0,0,-500,0,0
26,1905,0,30,0,-300,0,0
27,1906,0,44,0,-300,0,0
28,1907,0,78,0,-300,0,0
29,1908,0,102,0,-300,0,0
30,1909,0,131,0,-300,0,0
31,1910,0,150,0,-300,0,0
32,1911,0,184,0,-300,0,0
33,1912,0,198,0,-300,0,0
34,1913,0,242,0,-300,0,0
35,1914,0,256,0,-300,0,0
36,1915,0,275,0,-300,0,0
37,1916,0,295,0,-300,0,0
38,1917,0,487,0,-300,0,0
39,1918,0,406,0,-300,0,0
40,1919,0,406,0,-300,0,0
41,1920,0,0,28,-300,0,0
42,1921,0,0,35,-300,0,0
43,1922,0,0,44,-300,0,0
44,1923,0,0,52,-300,0,0
45,1924,0,0,61,-300,0,0
46,1925,0,0,70,-300,0,0
47,1926,0,0,78,-300,0,0
48,1927,0,0,89,-300,0,0
49,1928,0,0,97,-300,0,0
50,1929,0,0,100,-300,0,0
51,1930,0,0,108,-300,0,0
52,1931,0,0,117,-300,0,0
53,1932,0,0,184,-300,0,0
54,1933,0,0,153,-300,0,0
55,1934,0,0,153,-300,0,0
56,1935,25,16,0,-400,0,0
57,1936,53,43,0,-400,0,0
58,1937,67,56,0,-400,0,0
59,1938,95,83,0,-400,0,0
60,1939,114,101,0,-400,0,0
61,1940,125,112,0,-400,0,0
62,1941,148,133,0,-400,0,0
63,1942,162,146,0,-400,0,0
64,1943,167,151,0,-400,0,0
65,1944,184,167,0,-400,0,0
66,1945,245,223,0,-400,0,0
67,1946,245,223,0,-400,0,0
68,1947,245,223,0,-400,0,0
69,1948,245,223,0,-400,0,0
70,1949,294,268,0,-400,0,0
71,1950,25,0,16,-400,0,0
72,1951,50,0,23,-400,0,0
73,1952,67,0,28,-400,0,0
74,1953,100,0,39,-400,0,0
75,1954,114,0,43,-400,0,0
76,1955,123,0,46,-400,0,0
77,1956,148,0,53,-400,0,0
78,1957,165,0,58,-400,0,0
79,1958,167,0,59,-400,0,0
80,1959,173,0,61,-400,0,0
81,1960,245,0,84,-400,0,0
82,1961,245,0,84,-400,0,0
83,1962,294,0,101,-400,0,0
84,1963,0,16,16,-300,0,0
85,1964,0,43,24,-300,0,0
86,1965,0,56,28,-300,0,0
87,1966,0,88,39,-300,0,0
88,1967,0,101,43,-300,0,0
89,1968,0,117,48,-300,0,0
90,1969,0,133,53,-300,0,0
91,1970,0,149,58,-300,0,0
92,1971,0,151,59,-300,0,0
93,1972,0,162,63,-300,0,0
94,1973,0,268,101,-300,0,0
95,1974,0,223,84,-300,0,0
96,1975,0,223,84,-300,0,0
97,1976,29,0,0,0,0,0
98,1977,66,0,0,0,0,0
99,1978,79,0,0,0,0,0
100,1979,116,0,0,0,0,0
101,1980,136,0,0,0,0,0
102,1981,146,0,0,0,0,0
103,1982,176,0,0,0,0,0
104,1983,196,0,0,0,0,0
105,1984,200,0,0,0,0,0
106,1985,216,0,0,0,0,0
107,1986,243,0,0,0,0,0
108,1987,0,19,0,0,0,0
109,1988,0,48,0,0,0,0
110,1989,0,67,0,0,0,0
111,1990,0,98,0,0,0,0
112,1991,0,121,0,0,0,0
113,1992,0,136,0,0,0,0
114,1993,0,158,0,0,0,0
115,1994,0,177,0,0,0,0
116,1995,0,181,0,0,0,0
117,1996,0,193,0,0,0,0
118,1997,0,222,0,0,0,0
119,1998,0,0,19,0,0,0
120,1999,0,0,28,0,0,0
121,2000,0,0,34,0,0,0
122,2001,0,0,44,0,0,0
123,2002,0,0,51,0,0,0
124,2003,0,0,58,0,0,0
125,2004,0,0,63,0,0,0
126,2005,0,0,69,0,0,0
127,2006,0,0,71,0,0,0
128,2007,0,0,77,0,0,0
129,2008,0,0,84,0,0,0
130,2009,23,18,0,0,0,0
131,2010,34,28,0,0,0,0
132,2011,44,37,0,0,0,0
133,2012,62,54,0,0,0,0
134,2013,75,66,0,0,0,0
135,2014,97,87,0,0,0,0
136,2015,110,99,0,0,0,0
137,2016,134,122,0,0,0,0
138,2017,23,0,12,0,0,0
139,2018,33,0,15,0,0,0
140,2019,44,0,19,0,0,0
141,2020,66,0,25,0,0,0
142,2021,75,0,28,0,0,0
143,2022,97,0,35,0,0,0
144,2023,110,0,39,0,0,0
145,2024,134,0,46,0,0,0
146,2025,0,18,12,0,0,0
147,2026,0,26,15,0,0,0
148,2027,0,37,19,0,0,0
149,2028,0,58,25,0,0,0
150,2029,0,66,28,0,0,0
151,2030,0,87,35,0,0,0
152,2031,0,99,39,0,0,0
153,2032,0,122,46,0,0,0
154,2033,15,0,0,0,0,0
155,2034,31,0,0,0,0,0
156,2035,40,0,0,0,0,0
157,2036,58,0,0,0,0,0
158,2037,68,0,0,0,0,0
159,2038,88,0,0,0,0,0
160,2039,100,0,0,0,0,0
161,2040,122,0,0,0,0,0
162,2041,0,10,0,0,0,0
163,2042,0,26,0,0,0,0
164,2043,0,33,0,0,0,0
165,2044,0,52,0,0,0,0
166,2045,0,60,0,0,0,0
167,2046,0,79,0,0,0,0
168,2047,0,90,0,0,0,0
169,2048,0,111,0,0,0,0
170,2049,0,0,9,0,0,0
171,2050,0,0,15,0,0,0
172,2051,0,0,17,0,0,0
173,2052,0,0,22,0,0,0
174,2053,0,0,26,0,0,0
175,2054,0,0,32,0,0,0
176,2055,0,0,35,0,0,0
177,2056,0,0,42,0,0,0
178,2057,13,10,0,0,0,0
179,2058,22,18,0,0,0,0
180,2059,37,33,0,0,0,0
181,2060,48,44,0,0,0,0
182,2061,55,50,0,0,0,0
183,2062,67,61,0,0,0,0
184,2063,12,0,6,0,0,0
185,2064,22,0,9,0,0,0
186,2065,37,0,14,0,0,0
187,2066,48,0,17,0,0,0
188,2067,55,0,19,0,0,0
189,2068,67,0,23,0,0,0
190,2069,0,8,6,0,0,0
191,2070,0,18,9,0,0,0
192,2071,0,33,14,0,0,0
193,2072,0,44,17,0,0,0
194,2073,0,50,19,0,0,0
195,2074,0,61,23,0,0,0
196,2075,22,0,0,0,0,0
197,2076,47,0,0,0,0,0
198,2077,60,0,0,0,0,0
199,2078,87,0,0,0,0,0
200,2079,102,0,0,0,0,0
201,2080,132,0,0,0,0,0
202,2081,150,0,0,0,0,0
203,2082,182,0,0,0,0,0
204,2083,0,15,0,0,0,0
