"rownum","Id","Mod","PassiveSkill"
0,"InverseWeighting3","",5140
1,"InverseWeighting4","",5139
2,"InverseWeighting5","",5137
3,"InverseWeighting6","",5136
4,"InverseWeighting6_2","",2532
5,"InverseWeighting7","",5141
6,"InverseWeighting8","",2535
7,"InverseWeighting8_2","",5138
8,"InverseWeighting9","",2587
9,"InverseWeighting9_2","",2576
10,"InverseWeighting10","",70
11,"InverseWeighting10_2","",1348
12,"InverseWeighting11","",2542
13,"InverseWeighting11_2","",930
14,"InverseWeighting12","",35
15,"InverseWeighting12_2","",923
16,"InverseWeighting12_3","",922
17,"InverseWeighting13","",924
18,"InverseWeighting13_2","",1171
19,"InverseWeighting14","",891
20,"InverseWeighting14_2","",101
21,"InverseWeighting14_3","",1113
22,"InverseWeighting15","",314
23,"InverseWeighting16","",863
24,"InverseWeighting16_2","",1172
25,"InverseWeighting16_3","",350
26,"InverseWeighting17","",1073
27,"InverseWeighting17_2","",963
28,"InverseWeighting17_3","",1092
29,"InverseWeighting18","",2359
30,"InverseWeighting18_2","",1300
31,"InverseWeighting19","",248
32,"InverseWeighting19_2","",921
33,"InverseWeighting19_3","",317
34,"InverseWeighting20","",1816
35,"InverseWeighting20_2","",540
36,"InverseWeighting20_3","",2557
37,"InverseWeighting21","",1072
38,"InverseWeighting21_2","",707
39,"InverseWeighting21_3","",2560
40,"InverseWeighting22","",1074
41,"InverseWeighting22_2","",1843
42,"InverseWeighting22_3","",13
43,"InverseWeighting22_4","",2487
44,"InverseWeighting23","",2401
45,"InverseWeighting24","",1034
46,"InverseWeighting24_2","",789
47,"InverseWeighting24_3","",332
48,"InverseWeighting24_4","",148
49,"InverseWeighting24_5","",2397
50,"InverseWeighting25","",2057
51,"InverseWeighting25_2","",1093
52,"InverseWeighting25_3","",994
53,"InverseWeighting26","",2260
54,"InverseWeighting26_2","",170
55,"InverseWeighting26_3","",2427
56,"InverseWeighting26_4","",2568
57,"InverseWeighting27","",340
58,"InverseWeighting27_2","",2337
59,"InverseWeighting27_3","",2238
60,"InverseWeighting28","",888
61,"InverseWeighting28_2","",2486
62,"InverseWeighting28_3","",2509
63,"InverseWeighting29","",200
64,"InverseWeighting29_2","",2236
65,"InverseWeighting29_3","",926
66,"InverseWeighting29_4","",2448
67,"InverseWeighting30","",261
68,"InverseWeighting30_2","",124
69,"InverseWeighting30_3","",991
70,"InverseWeighting30_4","",1941
71,"InverseWeighting31","",1971
72,"InverseWeighting32","",2514
73,"InverseWeighting32_2","",2053
74,"InverseWeighting32_3","",1958
75,"InverseWeighting32_4","",2212
76,"InverseWeighting33","",2278
77,"InverseWeighting33_2","",417
78,"InverseWeighting34","",899
79,"InverseWeighting34_2","",32
80,"InverseWeighting35","",228
81,"InverseWeighting36","",2582
82,"InverseWeighting37","",1846
83,"InverseWeighting37_2","",347
84,"InverseWeighting37_3","",1884
85,"InverseWeighting37_4","",1972
86,"InverseWeighting38","",2155
87,"InverseWeighting38_2","",178
88,"InverseWeighting40","",2191
89,"InverseWeighting40_2","",112
90,"InverseWeighting40_3","",1343
91,"InverseWeighting42","",2275
92,"InverseWeighting42_2","",2090
93,"InverseWeighting42_3","",45
94,"InverseWeighting42_4","",1804
95,"InverseWeighting41","",294
96,"InverseWeighting45_4","",840
97,"InverseWeighting44_2","",2099
98,"InverseWeighting46_3","",2127
99,"InverseWeighting43","",582
100,"InverseWeighting44","",487
101,"InverseWeighting45","",1879
102,"InverseWeighting45_2","",2139
103,"InverseWeighting45_3","",727
104,"InverseWeighting46","",950
105,"InverseWeighting46_2","",127
106,"InverseWeighting47","",2270
107,"InverseWeighting48","",2222
108,"InverseWeighting48_2","",2159
109,"InverseWeighting48_3","",259
110,"InverseWeighting49","",2303
