"rownum","PassiveSkillsKey","Mastery_PassiveSkillsKey","TagsKey","PassiveTreeExpansionJewelSizesKey"
0,2865,3306,570,2
1,2866,3307,571,2
2,2867,3308,572,2
3,2868,3309,573,2
4,2869,3310,574,2
5,2870,3311,575,2
6,2871,3312,576,2
7,2872,3313,577,2
8,2873,3314,578,2
9,2874,3315,579,2
10,2875,3316,580,2
11,2876,3317,581,2
12,2877,3318,582,2
13,2878,3319,583,2
14,2879,3320,584,2
15,2880,3321,585,2
16,2881,3322,586,2
17,2882,3323,587,1
18,2883,3324,588,1
19,2884,3325,589,1
20,2885,3326,590,1
21,2886,3327,591,1
22,2887,3328,592,1
23,2888,3329,593,1
24,2889,3330,594,1
25,2890,3331,595,1
26,2891,3332,596,1
27,2892,3333,597,1
28,2893,3334,598,1
29,2894,3335,599,1
30,2895,3336,600,1
31,2896,3337,601,1
32,2897,3338,602,1
33,2898,3339,603,1
34,2899,3340,604,1
35,2900,3341,605,1
36,2901,3342,606,1
37,2902,3343,607,1
38,2903,"",608,0
39,2904,"",609,0
40,2905,"",610,0
41,2906,"",611,0
42,2907,"",612,0
43,2908,"",613,0
44,2909,"",613,0
45,2910,"",614,0
46,2911,"",615,0
47,2912,"",616,0
48,2913,"",617,0
49,2914,"",618,0
50,2915,"",619,0
51,2916,"",620,0
52,2917,"",621,0
53,2918,"",748,0
54,2919,"",749,0
