"rownum","WordsKey","ItemVisualIdentityKey","UniqueStashTypesKey","i32_48","i32_52","OverrideWidth","OverrideHeight","ShowIfEmptyChallengeLeague","ShowIfEmptyStandard","RenamedVersion","BaseVersion","IsAlternateArt"
0,41,8239,7,0,0,0,0,1,1,"","",""
1,42,8240,6,0,0,1,3,1,1,"","",""
2,43,8241,1,0,0,0,0,1,1,"","",""
3,44,8242,2,0,0,0,0,1,1,"","",""
4,45,8243,2,1,0,0,0,1,1,"","",""
5,47,8244,2,2,0,0,0,1,1,"","",""
6,48,8245,9,0,0,0,0,1,1,"","",""
7,49,8246,1,1,0,0,0,"","","","",""
8,50,8247,15,0,0,0,0,1,1,"","",""
9,51,8248,4,0,0,0,0,1,1,"","",""
10,52,8249,9,2,0,0,0,1,1,"","",""
11,53,8250,6,2,0,2,3,1,1,"","",""
12,54,8251,16,0,0,0,0,1,1,"","",""
13,55,8252,16,2,0,0,0,1,1,"","",""
14,56,8253,9,4,0,0,0,1,1,"","",""
15,58,8255,8,0,0,0,0,1,1,"","",""
16,59,8256,8,2,0,0,0,1,1,"","",""
17,60,8258,6,4,0,0,0,1,1,"","",""
18,61,8259,6,6,0,0,0,1,1,"","",""
19,62,8260,2,3,0,0,0,1,1,"","",""
20,64,8262,2,4,0,0,0,1,1,"","",""
21,66,8264,11,0,0,0,0,"","","","",""
22,67,8265,1,2,0,0,0,1,1,"","",""
23,68,8266,1,3,0,0,0,1,1,"","",""
24,70,8268,1,4,0,0,0,1,1,"","",""
25,71,8269,15,2,0,0,0,1,1,"","",""
26,72,8270,15,4,0,0,0,1,1,"","",""
27,74,8272,16,4,0,0,0,1,1,"","",""
28,75,8273,16,6,0,0,0,1,1,"","",""
29,76,8274,16,8,0,0,0,1,1,"","",""
30,77,8275,16,10,0,0,0,1,1,"","",""
31,78,8276,16,12,0,0,0,1,1,"","",""
32,79,8277,16,14,0,0,0,1,1,"","",""
33,80,8278,16,16,0,0,0,"","","","",""
34,81,8279,16,18,0,0,0,1,1,"","",""
35,82,8280,16,20,0,0,0,1,1,"","",""
36,83,8281,1,5,0,0,0,1,1,"","",""
37,84,8282,14,0,0,0,0,1,1,"","",""
38,85,8283,4,1,0,0,0,1,1,"","",""
39,86,8284,14,2,0,0,0,1,1,"","",""
40,88,8286,14,4,0,0,0,1,1,"","",""
41,89,8287,14,6,0,0,0,1,1,"","",""
42,90,8288,14,8,0,0,0,1,1,"","",""
43,91,8289,14,10,0,0,0,1,1,"","",""
44,92,8290,14,12,0,0,0,1,1,"","",""
45,93,8291,13,0,0,0,0,1,1,"","",""
46,94,8292,13,2,0,0,0,1,1,"","",""
47,95,8293,13,4,0,0,0,1,1,"","",""
48,96,8294,13,6,0,0,0,1,1,"","",""
49,97,8295,13,8,0,0,0,1,1,"","",""
50,98,8296,13,10,0,0,0,1,1,"","",""
51,99,8297,13,12,0,0,0,1,1,"","",""
52,100,8298,13,14,0,0,0,1,1,"","",""
53,101,8834,1,6,0,0,0,1,1,"","",""
54,102,8835,1,7,0,0,0,1,1,"","",""
55,103,8836,12,0,0,0,0,1,1,"","",""
56,104,8837,12,2,0,0,0,1,1,"","",""
57,105,8838,12,4,0,0,0,1,1,"","",""
58,106,8839,12,6,0,0,0,1,1,"","",""
59,107,8840,17,0,0,0,0,1,1,"","",""
60,108,8841,17,2,0,0,0,1,1,"","",""
61,109,8842,17,4,0,0,0,1,1,"","",""
62,110,8843,17,6,0,0,0,1,1,"","",""
63,111,8844,17,8,0,0,0,1,1,"","",""
64,112,9282,7,2,0,0,0,1,1,"","",""
65,113,9283,6,8,0,2,4,1,1,"","",""
66,264,9284,6,10,0,1,4,1,1,"","",""
67,114,9284,6,0,0,0,0,"","",66,"",""
68,115,9285,15,6,0,0,0,1,1,"","",""
69,117,9287,17,10,0,0,0,1,1,"","",""
70,118,9288,16,22,0,0,0,1,1,"","",""
71,119,9289,5,0,0,1,3,1,1,"","",""
72,129,9290,16,24,0,0,0,1,1,"","",""
73,121,9291,17,12,0,0,0,1,1,"","",""
74,122,9292,17,14,0,0,0,1,1,"","",""
75,123,9293,8,4,0,0,0,1,1,"","",""
