"rownum","Id","HASH16"
0,"TurnToOverTime",16263
1,"ScaleOverTime",59089
2,"DeleteAfterTime",18287
3,"GlacialCascadeUniqueKnockbackCooldown",32503
4,"FreezeNearbyChilledEnemiesCooldown",13284
5,"VaalSpellKeystoneCooldown",57505
6,"VaalAttackKeystoneCooldown",27615
7,"UltimatumRuinCooldown",42621
8,"AttackCastSpeedOnAttackCooldown",53141
9,"DoubleDamageOnSpellCastCooldown",52008
10,"SnipersMarkLifeFlaskChargeCooldown",60753
11,"SnipersMarkManaFlaskChargeCooldown",23718
12,"AfflictionActionSpeedDebuffWhenHitCooldown",51576
13,"AfflictionDamageTakenDebuffWhenHitCooldown",53949
14,"AfflictionFlaskDebuffWhenHitCooldown",5938
15,"AfflictionRecoveryRateDebuffWhenHitCooldown",37331
16,"ConsecratedGroundOnHitCooldown",17386
17,"ShockedGroundWhenHitCooldown",24403
18,"ChilledGroundWhenHitCooldown",27166
19,"BurningGroundWhenHitCooldown",53594
20,"GainRageFromBerserkerCooldown",15609
21,"GainRageFromGloveImplicitCooldown",31844
22,"GainRageFromKaomsPrimaryCooldown",29805
23,"GainRageFromRageSupportCooldown",47950
24,"GainRageFromAxeSwordCooldown",12962
25,"ConvergenceCooldown",65019
26,"LifeFlaskChargeOnHitCooldown",11289
27,"LifeFlaskChargeOnMarkedEnemyHitCooldown",44070
28,"FlaskChargeOnNonUniqueHitCooldown",8556
29,"MTXBloodDrones",61734
30,"MTXWeaponCloneTrailEffect",59847
31,"Accelerate",38577
32,"MTXTormentedArmourSetFlaskEffect",31246
33,"MTXCosmicArmourFlying",10598
34,"MTXChronomancerOnCooldownSkillReady",35447
35,"IncomingDamageTracker",26099
36,"MTXPuppetMaster",35430
37,"PvpArenaDoodadTask",6134
38,"Every4SecondsRegenerateLifePercentOfArmourEvasion",17302
39,"RecoverLifeFromLifeRegenerationEvery4SecondsServer",14467
40,"CrucibleMeltingEffect",42954
41,"Every4SecondsRemoveCursesOnYou",35445
42,"AutoPickupWorldItem",40039
43,"MTXRaijuLightningStrike",55041
44,"AddEffectPack",11655
45,"NearestItemTracker",29062
46,"NearestChaosOrbTracker",35018
47,"MTXLithomancerHitTracking",57317
48,"MTXLayeredBarrierOnSpellBlock",60939
49,"MTXPoltergeistOnBlock",56485
50,"RegenerateEnergyShieldEvery4Seconds",41359
51,"MTXSunPortalClosestCheck",45772
52,"MTXSpawnCarnageBats",5491
53,"MTXRingsOfSaturnPickup",60103
54,"Every4SecondsRemoveElementalAilmentsOnYou",34924
55,"MTXSarcophagusBackAttachment",64653
56,"HinekoraBeltRotatingBuffs",47244
57,"MTXGrantVisualChargesBuffInTown",28812
58,"FerrofluidWhenHit",31815
59,"MTXCollectorSack",51121
60,"MTXRustKingsWeapon",9248
61,"MtxPhoenixOrbShieldRegenTracker",54607
62,"MTXFireflyCursor",41680
63,"HideoutMonsterStatue",42230
64,"MtxCardOracleArmourHelmet",42640
65,"AncestralSecondaryAI",8019
66,"AncestralFieldItemUsageAI",6413
67,"MtxCardOracleVisualDivinationCard",31273
68,"MTXGoldCoinOrbExpand",25198
69,"MtxShowChanceOrbOutcomeAboveHead",25532
70,"MonsterStatueCreator",16423
71,"KnockbackLimiter",56984
72,"FleeCooldownHandler",19547
73,"MtxCurrencyPetPickup",5593
74,"MtxKaruiSurfboard",65455
75,"MtxKalguuranRarityDetector",38180
76,"MtxSacrificialLifeFlaskEffect",24995
77,"MtxEternalPrisonerLanterns",47495
78,"SupporterMapRandomMoveSpeedCooldown",62775
79,"VoodooKingDeathEffigyDebuffRemoval",40816
80,"MtxNumberOfStepsTakenTracker",29787
81,"MtxSlaveMapDeviceClose",140
82,"VoodooKingCascadeRemovalDelay",38346
83,"MtxKalguuranWings",1418
84,"KalguuranAltar",38679
85,"MtxElementalShiftingEffects",31764
86,"MtxNethermancerSoulSystem",59621
87,"MtxNethermancerFallenSouls",28463
88,"VoodooKingMazeDebuffManager",18896
89,"MtxSkating",52382
90,"MtxJadeArcticArmourOnHit",46095
91,"RewardBench",24322
92,"MtxFaeLeafWings",21371
93,"DetonateMinesTask",35833
94,"KrampusFluffTask",28168
95,"PackKilledTracker",50136
96,"MtxEggMoltenShellWhenHit",32931
97,"NamelessSeerOnFinalPackDeathTracker",61728
98,"CraftingMinigame",6273
99,"MtxLuteAudioTask",45816
100,"KalguurPetrifiedWoodMonsterAI",19762
101,"MtxPuzzleCubeMapDevice",62503
102,"MtxConsecrateCorpses",10743
103,"MtxCelestialWarlordCloakSurfboard",47409
104,"MtxRotShamanCorpseMaggots",21343
105,"CurrencyExchangeCollectionDisplay",5030
106,"DivCardVacuum",25129
107,"NearestEnemyRarityTracking",25006
108,"IsInCombatChecker",56268
109,"MtxKingOfTheFaridunBack",19582
110,"MtxLumeriusMapDevice",58739
111,"PlayerRowBoat",50656
112,"BottledFuturesVisualDivinationCard",51330
113,"MtxStatisticTrackingHideoutDecorationDisplayTask",49272
114,"MtxPhrecianMagistrateCharacterEffect",27678
115,"EnemiesNearbyTracker",12543
116,"MtxHallowedLibraryBooks",48229
117,"MtxBrambleBashArena",40790
