"rownum","MapsKey","Tier"
0,326,6
1,327,16
2,328,0
3,329,0
4,330,0
5,331,8
6,332,0
7,333,11
8,334,9
9,335,2
10,336,12
11,337,5
12,338,0
13,339,0
14,340,3
15,341,0
16,342,0
17,343,8
18,344,13
19,345,10
20,346,11
21,347,7
22,348,0
23,349,0
24,350,3
25,351,13
26,352,8
27,353,9
28,354,2
29,355,13
30,356,3
31,357,10
32,358,7
33,359,12
34,360,16
35,361,0
36,362,0
37,363,0
38,364,15
39,365,0
40,366,14
41,367,8
42,368,2
43,369,0
44,370,16
45,371,0
46,372,0
47,373,9
48,374,0
49,375,4
50,376,15
51,377,1
52,378,1
53,379,0
54,380,11
55,381,5
56,382,4
57,383,10
58,384,10
59,385,0
60,386,5
61,387,2
62,388,11
63,389,2
64,390,1
65,391,15
66,392,0
67,393,8
68,394,8
69,395,0
70,396,7
71,397,0
72,398,4
73,399,0
74,400,0
75,401,5
76,402,12
77,403,6
78,404,2
79,405,10
80,406,4
81,407,6
82,408,7
83,409,6
84,410,15
85,411,7
86,412,0
87,413,14
88,414,15
89,415,12
90,416,0
91,417,0
92,418,10
93,419,1
94,420,11
95,421,14
96,422,16
97,423,4
98,424,0
99,425,0
100,426,7
101,427,14
102,428,6
103,429,0
104,430,0
105,431,10
106,432,6
107,433,3
108,434,2
109,435,4
110,436,4
111,437,8
112,438,0
113,439,13
114,440,3
115,441,3
116,442,3
117,443,0
118,444,9
119,445,7
120,446,12
121,447,14
122,448,0
123,449,5
124,450,12
125,451,0
126,452,0
127,453,0
128,454,6
129,455,13
130,456,2
131,457,5
132,458,11
133,459,9
134,460,5
135,461,0
136,462,0
137,463,3
138,464,9
139,465,0
140,466,0
141,467,0
142,468,0
143,469,0
144,470,5
145,471,4
146,472,16
147,473,16
148,474,16
149,475,16
150,477,16
151,478,5
152,479,10
153,480,15
154,481,16
155,482,16
156,483,17
157,484,17
158,485,17
159,486,17
160,487,17
161,488,16
162,489,16
163,490,16
