"rownum","Id"
0,"Low"
1,"Medium"
2,"High"
3,"VeryHigh"
4,"Special"
5,"UniqueLow"
6,"UniqueMedium"
7,"UniqueHigh"
8,"UniqueVeryHigh"
9,"Kingmaker"
10,"BreachFire"
11,"BreachCold"
12,"BreachLightning"
13,"BreachPhysical"
14,"BreachChaos"
15,"BreachFireUnleashed"
16,"BreachColdUnleashed"
17,"BreachLightningUnleashed"
18,"BreachPhysicalUnleashed"
19,"BreashChaosUnleashed"
20,"DelveFossilSellPrice1"
21,"DelveFossilSellPrice2"
22,"DelveFossilSellPrice3"
23,"DelveFossilSellPrice4"
24,"DelveFossilSellPrice5"
25,"DelveFossilSellPrice6"
26,"DelveFossilSellPrice7"
27,"DelveFossilSellPrice8"
28,"DelveFossilSellPrice9"
29,"VaalLegionJewel"
30,"KaruiLegionJewel"
31,"MarakethLegionJewel"
32,"TemplarLegionJewel"
33,"EternalEmpireLegionJewel"
34,"OverrideToWisdomFragment"
35,"WeaponTreeScouringOrb"
36,"WeaponTreeScouringOrbHigh"
37,"WeaponTreeChaosOrb"
38,"WeaponTreeChaosOrbHigh"
39,"WeaponTreeOrbOfRegret"
40,"WeaponTreeOrbOfRegretHigh"
41,"WeaponTreeRegalOrb"
42,"WeaponTreeRegalOrbHigh"
43,"WeaponTreeVaalOrb"
44,"WeaponTreeVaalOrbHigh"
45,"WeaponTreeGemcutters"
46,"WeaponTreeGemcuttersHigh"
47,"WeaponTreeBlessedOrb"
48,"WeaponTreeBlessedOrbHigh"
49,"WeaponTreeAwakenedSextant"
50,"WeaponTreeAwakenedSextantHigh"
51,"WeaponTreeVaultKey"
52,"WeaponTreeAncientOrb"
53,"WeaponTreeAncientOrbHigh"
54,"WeaponTreeOrbOfAnnulment"
55,"WeaponTreeOrbOfAnnulmentHigh"
56,"WeaponTreeExaltedOrb"
57,"WeaponTreeExaltedOrbHigh"
58,"WeaponTreeDivineOrb"
59,"WeaponTreeDivineOrbHigh"
60,"WeaponTreeSacredOrb"
61,"WeaponTreeSacredOrbHigh"
62,"WeaponTreeMirrorShard"
63,"WeaponTreeMirrorShardHigh"
64,"WeaponTreeIgneousGeode"
65,"WeaponTreeCrystallineGeode"
