"rownum","Key","SpawnWeight_TagsKeys","SpawnWeight_Values","ModsKey","MinLevel","MaxLevel","IsPrefix"
0,"ProxyKey1",[0],[45],10298,2,39,1
1,"ProxyKey2",[0],[45],10297,40,100,1
2,"ProxyKey3",[0],[45],10299,40,100,1
3,"ProxyKey4","[158,0]","[0,94]",10300,2,100,1
4,"ProxyKey5","[162,0]","[0,0]",10301,40,100,1
5,"ProxyKey6","[152,0]","[0,45]",10302,56,100,1
6,"ProxyKey7","[57,0]","[45,0]",10303,68,100,1
7,"ProxyKey8","[57,0]","[1,0]",10304,68,100,1
8,"ProxyKey9",[0],[94],10306,2,39,1
9,"ProxyKey10",[0],[94],10305,40,100,1
10,"ProxyKey11","[158,0]","[0,94]",10308,2,39,1
11,"ProxyKey12","[158,0]","[0,94]",10307,40,100,1
12,"ProxyKey13",[0],[94],10310,2,39,1
13,"ProxyKey14",[0],[94],10309,40,100,1
14,"ProxyKey15",[0],[94],10312,2,39,1
15,"ProxyKey16",[0],[94],10311,40,100,1
16,"ProxyKey17",[0],[45],10313,2,100,1
17,"ProxyKey18",[0],[94],10315,2,39,1
18,"ProxyKey19",[0],[94],10314,40,100,1
19,"ProxyKey20",[0],[94],10316,40,100,1
20,"ProxyKey21",[0],[45],10317,56,100,1
21,"ProxyKey22",[0],[94],10318,40,100,1
22,"ProxyKey23","[57,0]","[9,0]",10319,68,100,1
23,"ProxyKey24",[0],[94],10320,40,100,1
24,"ProxyKey25",[0],[45],10321,56,100,1
25,"ProxyKey26",[0],[45],10322,40,100,1
26,"ProxyKey27",[0],[45],10323,40,100,1
27,"ProxyKey28",[0],[9],10325,23,39,1
28,"ProxyKey29",[0],[9],10324,40,100,1
29,"ProxyKey30","[61,0]","[9,0]",10326,40,100,1
30,"ProxyKey31",[0],[45],10327,40,100,1
31,"ProxyKey32",[0],[45],10328,40,100,1
32,"ProxyKey33",[0],[94],10329,2,100,1
33,"ProxyKey34",[0],[94],10330,40,100,1
34,"ProxyKey35",[0],[94],10331,2,100,1
35,"ProxyKey36",[0],[94],10332,40,100,1
36,"ProxyKey37",[0],[94],10333,2,100,1
37,"ProxyKey38",[0],[94],10334,40,100,1
38,"ProxyKey39",[0],[0],10335,2,100,1
39,"ProxyKey40",[0],[0],10336,40,100,1
40,"ProxyKey41",[0],[94],10337,2,100,1
41,"ProxyKey42",[0],[94],10338,40,100,1
42,"ProxyKey43",[0],[94],10339,40,100,1
43,"ProxyKey44","[57,0]","[4,0]",10340,68,100,1
44,"ProxyKey45",[0],[45],10341,2,100,1
45,"ProxyKey46",[0],[9],10343,2,39,1
46,"ProxyKey47",[0],[9],10342,40,100,1
47,"ProxyKey48",[0],[94],10344,2,100,1
48,"ProxyKey49",[0],[45],10345,2,100,1
49,"ProxyKey50",[0],[94],10346,2,100,1
50,"ProxyKey51",[0],[94],10347,2,100,1
51,"ProxyKey52",[0],[45],10348,2,100,1
52,"ProxyKey53",[0],[5000],9643,40,100,""
53,"ProxyKey54","[164,0]","[0,2500]",10351,40,100,""
54,"ProxyKey55",[0],[5000],10352,40,100,""
55,"ProxyKey56",[0],[5000],10353,40,100,""
56,"ProxyKey57",[0],[5000],10354,40,100,""
57,"ProxyKey58",[0],[5000],10355,40,100,""
58,"ProxyKey59",[0],[2500],10360,56,100,""
59,"ProxyKey60",[0],[500],10361,56,100,""
60,"ProxyKey61","[57,0]","[500,0]",10362,68,100,""
61,"ProxyKey62","[164,57,0]","[0,250,0]",10363,68,100,""
62,"ProxyKey63","[164,57,0]","[0,250,0]",10364,68,100,""
63,"ProxyKey64",[0],[2500],10365,40,100,""
64,"ProxyKey65",[0],[5000],10366,40,100,""
65,"ProxyKey66",[0],[5000],10367,40,100,""
66,"ProxyKey67",[0],[5000],10368,40,100,""
67,"ProxyKey68",[0],[2500],10369,56,100,""
68,"ProxyKey69","[164,57,0]","[0,500,0]",10370,40,100,""
69,"ProxyKey70","[164,57,0]","[0,500,0]",10371,68,100,""
70,"ProxyKey71","[164,57,0]","[0,500,0]",10372,68,100,""
71,"ProxyKey72","[57,0]","[3,0]",10373,68,100,""
72,"ProxyKey73","[57,0]","[5000,0]",10356,68,100,""
73,"ProxyKey74","[57,0]","[5000,0]",10357,68,100,""
74,"ProxyKey75","[57,0]","[5000,0]",10358,68,100,""
75,"ProxyKey76","[57,0]","[5000,0]",10359,68,100,""
76,"ProxyKey77","[164,57,0]","[0,250,0]",10374,68,100,""
