"rownum","Id","MonsterVarietiesKey","MonsterGroupNamesId"
0,"ProxyKey1",3812,1
1,"ProxyKey2",3813,2
2,"ProxyKey3",3814,3
3,"ProxyKey4",3815,4
4,"ProxyKey14",3816,5
5,"ProxyKey15",3605,6
6,"ProxyKey16",3606,6
7,"ProxyKey17",3607,6
8,"ProxyKey18",3608,6
9,"ProxyKey19",3609,6
10,"ProxyKey20",3610,6
11,"ProxyKey21",3611,6
12,"ProxyKey22",3612,6
13,"ProxyKey23",3613,6
14,"ProxyKey24",3614,6
15,"ProxyKey25",3615,6
16,"ProxyKey26",3616,7
17,"ProxyKey27",3617,7
18,"ProxyKey28",3618,7
19,"ProxyKey29",3619,7
20,"ProxyKey30",3622,7
21,"ProxyKey31",3623,7
22,"ProxyKey32",3160,8
23,"ProxyKey33",3161,8
24,"ProxyKey34",3162,8
25,"ProxyKey35",3163,8
26,"ProxyKey36",3164,8
27,"ProxyKey37",2833,9
28,"ProxyKey38",2840,9
29,"ProxyKey39",2873,9
30,"ProxyKey40",2875,9
31,"ProxyKey41",1866,10
32,"ProxyKey42",1868,10
33,"ProxyKey43",1869,10
34,"ProxyKey44",1781,10
35,"ProxyKey45",1782,10
36,"ProxyKey46",1783,11
37,"ProxyKey47",1867,11
38,"ProxyKey5",1020,12
39,"ProxyKey6",1021,12
40,"ProxyKey8",1023,13
41,"ProxyKey9",1024,13
42,"ProxyKey10",1025,13
43,"ProxyKey7",3165,14
44,"ProxyKey11",3166,14
45,"ProxyKey12",3167,14
46,"ProxyKey13",3168,14
47,"ProxyKey48",3169,14
48,"ProxyKey49",4596,15
49,"ProxyKey50",4597,15
50,"ProxyKey51",4598,15
51,"ProxyKey52",4594,16
52,"ProxyKey53",4595,16
53,"ProxyKey54",4596,16
54,"ProxyKey55",4597,16
55,"ProxyKey56",4598,16
56,"ProxyKey57",3818,17
57,"ProxyKey58",3827,17
58,"ProxyKey59",3828,17
59,"ProxyKey60",3831,17
60,"ProxyKey61",3832,17
61,"ProxyKey62",3836,17
62,"ProxyKey63",3817,18
63,"ProxyKey64",3819,18
64,"ProxyKey65",3820,18
65,"ProxyKey66",3822,18
66,"ProxyKey67",3823,18
67,"ProxyKey68",3824,19
68,"ProxyKey69",3825,19
69,"ProxyKey70",3833,19
70,"ProxyKey71",3835,19
71,"ProxyKey72",3837,19
72,"ProxyKey73",3821,20
73,"ProxyKey74",3826,20
74,"ProxyKey75",3830,20
75,"ProxyKey76",3834,21
76,"ProxyKey77",3838,21
77,"ProxyKey92",3818,32
78,"ProxyKey105",3827,32
79,"ProxyKey106",3828,32
80,"ProxyKey107",3831,32
81,"ProxyKey108",3832,32
82,"ProxyKey109",3836,32
83,"ProxyKey110",3817,32
84,"ProxyKey111",3819,32
85,"ProxyKey112",3820,32
86,"ProxyKey113",3822,32
87,"ProxyKey114",3823,32
88,"ProxyKey115",3824,32
89,"ProxyKey116",3825,32
90,"ProxyKey117",3833,32
