"rownum","Id","MiscObject","i32_24","i32_28","Stat"
0,"storm_rain_ground_object",[562],3,0,""
1,"earthshatter_spike",[394],3,0,""
2,"earthshatter_spike",[394],3,1,""
3,"earthshatter_spike",[394],3,2,""
4,"earthshatter_spike_ancestral",[394],3,0,12066
5,"earthshatter_spike_ancestral",[394],3,1,12066
6,"earthshatter_spike_ancestral",[394],3,2,12066
7,"toxic_rain_spore",[195],3,0,""
8,"toxic_rain_spore",[196],3,1,""
9,"toxic_rain_spore",[361],3,2,""
10,"toxic_rain_spore",[197],3,3,""
11,"toxic_rain_spore",[506],3,4,""
12,"toxic_rain_spore",[532],3,5,""
13,"toxic_rain_spore",[606],3,6,""
14,"toxic_rain_spore",[632],3,7,""
15,"hydrosphere_sphere",[465],3,0,""
16,"hydrosphere_sphere",[636],3,1,""
17,"ring_of_ice_statue",[1189],3,0,""
18,"fire_wake_object",[308],3,0,""
19,"fire_wake_object",[1510],3,1,""
20,"shaper_apparition",[1553],3,0,""
21,"windstorm_storm",[1632],3,0,""
22,"windstorm_storm",[1633],3,1,""
23,"naplm_arrows_napalm",[1634],3,0,""
24,"kinetic_instability",[1638],3,0,""
25,"kinetic_instability",[1671],3,1,""
26,"kinetic_barrier_segment",[1631],3,0,""
27,"graft_skill_uulnetol_bone_spires",[1696],3,0,""
28,"sigil_of_power",[428],3,0,""
29,"sigil_of_power",[429],3,1,""
30,"sigil_of_power",[1712],3,2,""
31,"pact_of_ghorr",[1799],3,0,""
