"rownum","Id","i32_8","TabColours"
0,"A1_Weapons",0,[]
1,"A2_Weapons",0,[]
2,"A3_Weapons",0,[]
3,"A4_Weapons",0,[]
4,"A5_Weapons",0,[]
5,"A6_Weapons",0,[]
6,"A7_Weapons",0,[]
7,"A8_Weapons",0,[]
8,"A9_Weapons",0,[]
9,"A10_Weapons",0,[]
10,"Epilogue_Weapons",0,[]
11,"A1_Magic",0,[]
12,"A2_Magic",0,[]
13,"A3_Magic",0,[]
14,"A4_Magic",0,[]
15,"A5_Magic",0,[]
16,"A6_Magic",0,[]
17,"A7_Magic",0,[]
18,"A8_Magic",0,[]
19,"A9_Magic",0,[]
20,"A10_Magic",0,[]
21,"Epilogue_Magic",0,[]
22,"NoRandomItems",0,[]
23,"Siosa",0,"[37,37,38,38,39,39,39,40]"
24,"LillyRoth",0,"[37,37,38,38,39,39,39,40]"
25,"Cadiro",0,[]
26,"CadiroMaps",0,[]
27,"CadiroHigh",0,[]
28,"CadiroMedium",0,[]
29,"CadiroLow",0,[]
30,"Einhar",0,[]
31,"Kirac",0,[]
32,"Whakano",0,[]
33,"EndlessDelve",0,"[36,37,37,38,38,39,39,40]"
34,"ExpeditionHaggler",1,[]
35,"ExpeditionGambler",3,[]
36,"ExpeditionDealer",2,[]
37,"ExpeditionSaga",4,[]
38,"EndlessHeistContracts",0,[]
39,"A1_Weapons_HardMode",0,[]
40,"A2_Weapons_HardMode",0,[]
41,"A3_Weapons_HardMode",0,[]
42,"A4_Weapons_HardMode",0,[]
43,"A5_Weapons_HardMode",0,[]
44,"A6_Weapons_HardMode",0,[]
45,"A7_Weapons_HardMode",0,[]
46,"A8_Weapons_HardMode",0,[]
47,"A9_Weapons_HardMode",0,[]
48,"A10_Weapons_HardMode",0,[]
49,"Epilogue_Weapons_HardMode",0,[]
50,"A1_Magic_HardMode",0,[]
51,"A2_Magic_HardMode",0,[]
52,"A3_Magic_HardMode",0,[]
53,"A4_Magic_HardMode",0,[]
54,"A5_Magic_HardMode",0,[]
55,"A6_Magic_HardMode",0,[]
56,"A7_Magic_HardMode",0,[]
57,"A8_Magic_HardMode",0,[]
58,"A9_Magic_HardMode",0,[]
59,"A10_Magic_HardMode",0,[]
60,"Epilogue_Magic_HardMode",0,[]
61,"Siosa_HardMode",0,"[37,38,39]"
62,"Kirac_HardMode",0,[]
63,"ExpeditionHaggler_HardMode",1,[]
64,"ExpeditionGambler_HardMode",3,[]
65,"ExpeditionDealer_HardMode",2,[]
66,"ExpeditionSaga_HardMode",4,[]
67,"A1_Weapons_HardMode_Gold",0,[]
68,"A2_Weapons_HardMode_Gold",0,[]
69,"A3_Weapons_HardMode_Gold",0,[]
70,"A4_Weapons_HardMode_Gold",0,[]
71,"A5_Weapons_HardMode_Gold",0,[]
72,"A6_Weapons_HardMode_Gold",0,[]
73,"A7_Weapons_HardMode_Gold",0,[]
74,"A8_Weapons_HardMode_Gold",0,[]
75,"A9_Weapons_HardMode_Gold",0,[]
76,"A10_Weapons_HardMode_Gold",0,[]
77,"Epilogue_Weapons_HardMode_Gold",0,[]
78,"A1_Magic_HardMode_Gold",0,[]
79,"A2_Magic_HardMode_Gold",0,[]
80,"A3_Magic_HardMode_Gold",0,[]
81,"A4_Magic_HardMode_Gold",0,[]
82,"A5_Magic_HardMode_Gold",0,[]
83,"A6_Magic_HardMode_Gold",0,[]
84,"A7_Magic_HardMode_Gold",0,[]
85,"A8_Magic_HardMode_Gold",0,[]
86,"A9_Magic_HardMode_Gold",0,[]
87,"A10_Magic_HardMode_Gold",0,[]
88,"Epilogue_Magic_HardMode_Gold",0,[]
89,"Azmeri_Warden",7,[]
90,"Azmeri_VoodooShaman",6,[]
91,"Azmeri_Primalist",8,[]
92,"Azmeri_UniqueDealer",9,[]
93,"Azmeri_UniqueDealerMaps",0,[]
94,"Necropolis_GraveKeeper",0,[]
95,"MTXCart_SnakeOilVendor",0,[]
96,"Village_Gamble",10,[]
97,"CrueltySupporterPack_Gamble",10,[]
