"rownum","Id","i32_16"
0,1413,3
1,1411,3
2,1414,3
3,1418,3
4,1412,3
5,1410,3
6,1417,3
7,1416,3
8,1415,3
9,912,3
10,910,3
11,913,3
12,911,3
13,909,3
14,922,3
15,898,3
16,918,3
17,802,3
18,1489,3
19,1471,3
20,1469,3
21,1477,3
22,1497,3
23,1470,3
24,1468,3
25,1494,3
26,4837,3
27,1482,3
28,1707,3
29,1474,3
30,1288,3
31,1286,3
32,1284,3
33,1290,3
34,1287,3
35,1285,3
36,1289,3
37,1293,3
38,1291,3
39,1736,3
40,1292,3
41,4820,3
42,1283,3
43,1625,3
44,1623,3
45,1632,3
46,1627,3
47,1631,3
48,1624,3
49,1622,3
50,1629,3
51,1628,3
52,1630,3
53,1626,3
54,1808,3
55,1806,3
56,1803,3
57,1809,3
58,1811,3
59,1807,3
60,1805,3
61,1804,3
62,1810,3
63,1802,3
64,226,2
65,579,2
66,593,2
67,408,2
68,1398,2
69,1401,2
70,1399,2
71,1404,2
72,1407,2
73,1409,2
74,1400,2
75,558,2
76,627,2
77,1487,2
78,1463,2
79,1483,2
80,1475,2
81,1480,2
82,1478,2
83,1472,2
84,512,2
85,519,2
86,583,2
87,1607,2
88,1612,2
89,1615,2
90,1608,2
91,1616,2
92,1620,2
93,1618,2
94,1467,2
95,1488,2
96,1484,2
97,1476,2
98,1481,2
99,1479,2
100,1473,2
101,902,2
102,850,2
103,903,2
104,896,2
105,916,2
106,838,2
107,803,2
108,457,2
109,445,2
110,520,2
111,613,2
112,1798,2
113,1789,2
114,1795,2
115,1796,2
116,1797,2
117,1788,2
118,907,2
119,851,2
120,908,2
121,897,2
122,917,2
123,839,2
124,804,2
125,350,2
126,1273,2
127,1275,2
128,1269,2
129,1282,2
130,1277,2
131,1276,2
132,1268,2
133,671,2
134,1784,2
135,1775,2
136,1781,2
137,1782,2
138,1783,2
139,1774,2
140,1597,2
141,1600,2
142,1594,2
143,1601,2
144,1605,2
145,1603,2
146,1593,2
147,238,2
148,738,2
149,713,2
150,739,2
151,741,2
152,714,2
153,748,2
154,4789,2
155,589,2
156,424,2
157,1258,2
158,1260,2
159,1254,2
160,1267,2
161,1262,2
162,1261,2
163,1253,2
164,557,2
165,720,2
166,716,2
167,721,2
168,740,2
169,733,2
170,726,2
171,722,2
172,515,2
173,1383,2
174,1386,2
175,1384,2
176,1389,2
177,1392,2
178,1394,2
179,1385,2
180,227,1
181,229,1
182,228,1
183,553,1
184,581,1
185,580,1
186,582,1
187,547,1
188,406,1
189,407,1
190,405,1
191,810,1
192,4767,1
193,1396,1
194,1397,1
195,1395,1
196,1403,1
197,1402,1
198,4828,1
199,4829,1
200,346,1
201,625,1
202,626,1
203,624,1
204,622,1
205,1461,1
206,1462,1
207,1460,1
208,1485,1
209,1490,1
210,4835,1
211,756,1
212,510,1
213,511,1
214,509,1
215,513,1
216,170,1
217,1621,1
218,1614,1
219,1617,1
220,1613,1
221,1611,1
222,4852,1
223,745,1
224,744,1
225,631,1
226,595,1
227,784,1
228,1465,1
229,4836,1
230,1466,1
231,1464,1
232,1486,1
233,1491,1
234,900,1
235,901,1
236,899,1
237,4808,1
238,455,1
239,456,1
240,454,1
241,453,1
242,743,1
243,4784,1
244,1799,1
245,1792,1
246,4856,1
247,1793,1
248,1791,1
249,1800,1
250,905,1
251,906,1
252,904,1
253,4807,1
254,919,1
255,348,1
256,840,1
257,349,1
258,347,1
259,1271,1
260,4822,1
261,1272,1
262,1270,1
263,1281,1
264,1280,1
265,1785,1
266,1779,1
267,1778,1
268,4854,1
269,1777,1
270,1786,1
271,1606,1
272,1602,1
273,1599,1
274,1598,1
275,1596,1
276,4851,1
277,239,1
278,240,1
279,241,1
280,736,1
281,737,1
282,735,1
283,628,1
284,632,1
285,590,1
286,587,1
287,588,1
288,586,1
289,591,1
290,426,1
291,422,1
292,423,1
293,421,1
294,425,1
295,4799,1
296,477,1
297,411,1
298,1256,1
299,4821,1
300,1257,1
301,1255,1
302,1266,1
303,1265,1
304,4790,1
305,555,1
306,549,1
307,556,1
308,554,1
309,718,1
310,719,1
311,717,1
312,1381,1
