"rownum","MtxTypesKey","BK2File","BoxId","BundleId","bool_40","Logo","Gradient","Gradient (French)","Gradient (German)","Gradient (Japanese)","Gradient (Korean)","Gradient (Portuguese)","Gradient (Russian)","Gradient (Spanish)","Gradient (Thai)","Gradient (Traditional Chinese)"
0,7547,"Art/Videos/LightDarkBox_Opening.bk2","","","","","","","","","","","","","",""
1,7549,"Art/Videos/LightDarkBox_Opening.bk2","","","","","","","","","","","","","",""
2,7544,"Art/Videos/LightDarkBox_Opening.bk2","","","","","","","","","","","","","",""
3,7545,"Art/Videos/LightDarkBox_Opening.bk2","","","","","","","","","","","","","",""
4,7551,"Art/Videos/LightDarkBox_Opening.bk2","","","","","","","","","","","","","",""
5,7553,"Art/Videos/LightDarkBox_Opening.bk2","","","","","","","","","","","","","",""
6,7555,"Art/Videos/LightDarkBox_Opening.bk2","","","","","","","","","","","","","",""
7,7557,"Art/Videos/LightDarkBox_Opening.bk2","","","","","","","","","","","","","",""
8,7559,"Art/Videos/LightDarkBox_Opening.bk2","","","","","","","","","","","","","",""
9,7561,"Art/Videos/LightDarkBox_Opening.bk2","","","","","","","","","","","","","",""
10,7563,"Art/Videos/LightDarkBox_Opening.bk2","MysteryPackChaosVsOrderBox","MysteryPackChaosVsOrderBoxBundle","","","","","","","","","","","",""
11,7566,"Art/Videos/FireIceBox_Opening.bk2","MysteryPackFireAndIceBox","MysteryPackFireAndIceBoxBundle","","","","","","","","","","","",""
12,7569,"Art/Videos/InnocenceSinBox_Opening.bk2","MysteryPackSinAndInnocenceBox","MysteryPackSinAndInnocenceBoxBundle","","","","","","","","","","","",""
13,7572,"Art/Videos/MysteryBox_Opening_Apocalypse.bk2","MysteryPackApocalypseBox","MysteryPackApocalypseBoxBundle","","","","","","","","","","","",""
14,7575,"Art/Videos/MysteryBox_Opening_Oriathan.bk2","MysteryPackOriathanBox","MysteryPackOriathanBoxBundle","","","","","","","","","","","",""
15,7578,"Art/Videos/MysteryBox_Opening_Corsair .bk2","MysteryPackFairgravesBox","MysteryPackFairgravesBoxBundle","","","","","","","","","","","",""
