"rownum","Id","rid_8","[f32]_24","[rid]_40","[string]_56"
0,"FireSurgeMultiSpeed",4571,"[1,2,3]","[4571,4571,4571]","[""slow"",""medium"",""fast""]"
1,"ColdSurgeMultiSpeed",4989,"[1,2,3]","[4989,4989,4989]","[""slow"",""medium"",""fast""]"
2,"LightningSurgeMultiSpeed",4988,"[1,2,3]","[4988,4988,4988]","[""slow"",""medium"",""fast""]"
3,"FlameSurge3",2420,[],[],[]
4,"ColdSurge1",2433,[],[],[]
5,"GemlingColdSurge",2479,[],[],[]
6,"LightningSurge1",2434,[],[],[]
7,"ChaosSurge1",2435,[],[],[]
8,"HolySurge1",2444,[],[],[]
9,"PoisonSurge1",2445,[],[],[]
10,"AuraSurgeRed1",2439,[],[],[]
11,"AuraSurgePurple1",2441,[],[],[]
12,"AuraSurgeGreen1",2437,[],[],[]
13,"AuraSurgeLightGreen1",2438,[],[],[]
14,"AuraSurgeGolden1",2442,[],[],[]
15,"AuraSurgeBlue1",2440,[],[],[]
16,"FocusSurge",2525,[],[],[]
17,"VortexSurge",2642,[],[],[]
18,"HuntsmanAuraStart",2918,[],[],[]
19,"MadcapPhaseRunStart",2875,[],[],[]
20,"MoltenShellCast",3140,[],[],[]
21,"StygianMoltenShellCast",4050,[],[],[]
22,"MoltenShellCastViper",5009,[],[],[]
23,"VaalMoltenShellCast",3141,[],[],[]
24,"StygianVaalMoltenShellCast",4060,[],[],[]
25,"AuraSurgeOrange1",2443,[],[],[]
26,"MinionFocusFireSurge",3425,[],[],[]
27,"PolarisBlackAuraStart",3593,[],[],[]
28,"PolarisWhiteAuraStart",3594,[],[],[]
29,"FrenzyArrowBaseSurge",3658,[],[],[]
30,"ArrowBaseSurgeFire",3775,[],[],[]
31,"ArrowBaseSurgeIce",3776,[],[],[]
32,"ArrowBaseSurgeLightning",3777,[],[],[]
33,"ArrowBaseSurgePhys",3778,[],[],[]
34,"ArrowBaseSurgePhysRed",3779,[],[],[]
35,"ArrowBaseSurgeChaos",3780,[],[],[]
36,"BladeBurstSurge",3903,[],[],[]
37,"IllusionistBladeBlastSurgeEffect",4004,[],[],[]
38,"SawbladeBladeBlastSurgeEffect",4014,[],[],[]
39,"AuraSurgeScientist",3987,[],[],[]
40,"StygianSurgeNew",5239,[],[],[]
41,"DarkSurge",4076,[],[],[]
42,"AngelicAuraEffect",4081,[],[],[]
43,"DemonicAuraEffect",4082,[],[],[]
44,"MicrotransactionDragonHunterSurge",4086,[],[],[]
45,"DesecrateStygianSurge",4055,[],[],[]
46,"GhostflameSurge",2476,[],[],[]
47,"FlameSurgeNew",4318,[],[],[]
48,"CelestialSurge",2477,[],[],[]
49,"HarbingerSurge",2478,[],[],[]
50,"ColdSurgeNew",4319,[],[],[]
51,"LightningSurgeNew",4320,[],[],[]
52,"DetonateBrandsSurge",4399,[],[],[]
53,"SunriseAuraEffect",4482,[],[],[]
54,"NightfallAuraEffect",4483,[],[],[]
55,"VoidSurge",4870,[],[],[]
56,"BladeVortexIllusionist",4910,[],[],[]
57,"AutomatonSurge",4911,[],[],[]
58,"DeathWishSurge",4937,[],[],[]
59,"DarkwoodSurge",4974,[],[],[]
60,"ChaoticEthercraftAura",4994,[],[],[]
61,"EnragedEthercraftAura",4995,[],[],[]
62,"SavageEthercraftAura",4996,[],[],[]
63,"TranquilEthercraftAura",4997,[],[],[]
64,"BlasphemySurge",5024,[],[],[]
65,"SufferingSurge",5131,[],[],[]
66,"MiserySurge",5154,[],[],[]
67,"BlueDragonSurge",5157,[],[],[]
68,"RedDragonSurge",5158,[],[],[]
69,"CombinedDragonSurge",5159,[],[],[]
70,"MicrotransactionFrostVikingSurge",5241,[],[],[]
71,"FirestormCelestialSurge",5287,[],[],[]
72,"MicrotransactionLightbringerSurge",5297,[],[],[]
73,"MicrotransactionDarkshardSurge",5298,[],[],[]
74,"BloodTendrilsSurge",5302,[],[],[]
75,"BloodSurgeSurge",5307,[],[],[]
76,"ArcPurpleSurge",5308,[],[],[]
77,"RadiantSurge",5309,[],[],[]
78,"MicrotransactionMerchantSurge",5325,[],[],[]
79,"CelestialWaveOfConvictionSurge",5349,[],[],[]
80,"StygianWaveOfConvictionSurge",5350,[],[],[]
81,"FrenzyArrowSurgeArcane",5390,[],[],[]
82,"SummonRavenSurge",5408,[],[],[]
83,"SummonBloodRavenSurge",5409,[],[],[]
84,"SummonBeesSurge",5410,[],[],[]
85,"CelestialSummonRagingSpiritSurge",5411,[],[],[]
86,"SummonArcaneEyeSurge",5602,[],[],[]
87,"PainSuppressionSurge",5414,[],[],[]
88,"SunSurge",5426,[],[],[]
89,"BloodreapSurge",5483,[],[],[]
90,"IceShotVaalOrbSurge",137,[],[],[]
91,"RighteousFireLightbringerSurge",5519,[],[],[]
92,"ArrowSurgeStygianPuncture",5586,[],[],[]
93,"AbsolutionBlastSurge",5621,"[1,2,3]","[5621,5621,5621]","[""slow"",""medium"",""fast""]"
94,"OverseerSurge",5623,[],[],[]
95,"ScavengerSurge",5624,[],[],[]
96,"BloodTendrilsSurgeTranscendence",5677,[],[],[]
97,"VoidEmperorBladeBurstSurgeEffect",5704,[],[],[]
98,"ManaSurgeMultiSpeed",5713,"[1,2,3]","[5713,5713,5713]","[""slow"",""medium"",""fast""]"
99,"ColdSnapOverseerSurge",5722,[],[],[]
100,"VortexSurgeMyrmidon",5739,[],[],[]
101,"ArrowSurgeFireMystic",5749,[],[],[]
102,"StormCultistLightningSurge",5790,[],[],[]
103,"EyeOfWinterCelestialSurge",5820,[],[],[]
104,"SirenSurge",6067,[],[],[]
105,"DeepwaterSurge",6068,[],[],[]
106,"DirebladeFireballMultiSurge",6140,"[1,2,3]","[6140,6140,6140]","[""slow"",""medium"",""fast""]"
107,"SummonRagingSpiritsOblivionSurge",6168,[],[],[]
108,"SummonRagingSpiritsOnyxOblivionSurge",6169,[],[],[]
109,"CracklingLanceCelestial",6205,[],[],[]
110,"HeritageSurge",6215,[],[],[]
111,"DivergenceSurge",6216,[],[],[]
112,"OblivionFireballSurge",6268,"[1,2,3]","[6268,6268,6268]","[""slow"",""medium"",""fast""]"
113,"OnyxOblivionFireballSurge",6269,"[1,2,3]","[6269,6269,6269]","[""slow"",""medium"",""fast""]"
114,"MoltenShellCastDivine",6331,[],[],[]
115,"BloodTendrilsSurgeMercurial",6378,[],[],[]
116,"XenozakSurge",6460,[],[],[]
117,"FirestormMeteorShowerSurge",6470,[],[],[]
118,"SummonRagingSpiritsDemonicSurge",6471,[],[],[]
119,"ForbiddenRiteCatSurge",6476,[],[],[]
120,"DemonicFireballSurge",6478,"[1,2,3]","[6478,6478,6478]","[""slow"",""medium"",""fast""]"
121,"CelestialNovaSurge",6491,[],[],[]
122,"BloodSurgeHeritageSurge",6501,[],[],[]
123,"LightningArrowDivineSurge",6592,[],[],[]
124,"IceSpearVoidEmperorSurge",6593,[],[],[]
125,"MoltenShellCastMercury",6608,[],[],[]
126,"VaalMoltenShellCastMercury",6609,[],[],[]
127,"GalvanicFieldSurge",6674,[],[],[]
128,"CelestialGalvanicFieldSurge",6715,[],[],[]
129,"AutomatonGalvanicFieldSurge",6723,[],[],[]
130,"RighteousFireTranscendenceSurge",6724,[],[],[]
131,"StarfallReapSurge",6768,[],[],[]
132,"PolymorphPlayerSurgeMTX",6779,[],[],[]
133,"SummonerRingRitual",6821,[],[],[]
134,"SummonerRingStygian",6822,[],[],[]
135,"SummonerRingNecrotic",6823,[],[],[]
136,"SummonerRingDivine",6824,[],[],[]
137,"VaalVenomGyreSurge",6825,[],[],[]
138,"VaalVenomGyreSurgeIllusionist",6826,[],[],[]
139,"EyeOfWinterButterflySurge",6940,[],[],[]
140,"ColdSnapBlightedSurge",6946,[],[],[]
141,"VortexSurgeDeathly",7008,[],[],[]
142,"ColdSnapDelirium",7012,[],[],[]
143,"RollingThunderWaveOfConviction",7017,[],[],[]
144,"WildlifeGraceSurge",7061,[],[],[]
145,"WildlifeDeterminationSurge",7062,[],[],[]
146,"WildlifeDisciplineSurge",7063,[],[],[]
147,"CorruptionCreepingFrostSurge",7105,[],[],[]
148,"VineReapSurge",7116,[],[],[]
149,"CandleClaritySurge",7194,[],[],[]
150,"BloodwormVitalitySurge",7195,[],[],[]
151,"TombstonePrecisionSurge",7196,[],[],[]
152,"MagmaticHexblastSurge",7268,[],[],[]
153,"OblivionHexblastSurge",7290,[],[],[]
154,"VoidEmperorLightningArrowSurge",7309,[],[],[]
155,"DarkTempestLightningArrowSurge",7304,[],[],[]
156,"VoidbornHexblastSurge",7317,[],[],[]
157,"DivergenceLightningArrowSurge",7326,[],[],[]
158,"BugFlameDashSurge",7336,[],[],[]
159,"MoltenShellCastEgg",7472,[],[],[]
160,"VaalMoltenShellCastEgg",7473,[],[],[]
161,"IceSpearAuspiciousSurge",7477,[],[],[]
162,"LightningArrowAuspiciousSurge",7482,[],[],[]
163,"RighteousFireAuspiciousSurge",7483,[],[],[]
164,"FungalTempestShieldSurge",7498,[],[],[]
165,"ArcticArmourJadeSurge",7515,[],[],[]
166,"RetaliationSpellSurge",7516,[],[],[]
167,"RetaliationFistSurge",7574,[],[],[]
168,"CallMercenarySurge",7746,[],[],[]
169,"DarkPactRuinSurge",7750,[],[],[]
