"rownum","Id","EffectPack","i32_24"
0,"steelskin_hit",[19],0
1,"steelskin_hit",[255],1
2,"steelskin_hit",[20],2
3,"steelskin_fadeout",[13],0
4,"steelskin_fadeout",[256],1
5,"steelskin_fadeout",[14],2
6,"divine_cry_weapon_left",[307],0
7,"divine_cry_weapon_left",[365],2
8,"divine_cry_weapon_left",[367],3
9,"divine_cry_weapon_right",[306],0
10,"divine_cry_weapon_right",[366],2
11,"divine_cry_weapon_right",[368],3
12,"chain_strike_dash",[10],0
13,"chain_strike_dash",[309],1
14,"chain_strike_dash",[10],2
15,"chain_strike_dash",[309],3
16,"chain_strike_hit",[11],0
17,"chain_strike_hit",[310],1
18,"chain_strike_hit",[11],2
19,"chain_strike_hit",[310],3
20,"arcane_cloak_block",[80],0
21,"arcane_cloak_block",[311],1
22,"arcane_cloak_fade_out",[79],0
23,"arcane_cloak_fade_out",[312],1
24,"igniting_flask_in_hand",[313],0
25,"igniting_flask_in_hand_scion_pls",[314],0
26,"weapon_trap_weapon",[318],0
27,"ambush_teleport_in",[324],0
28,"ambush_teleport_out",[325],0
29,"rage_slash_weapon",[326],0
30,"rage_slash_weapon",[509],1
31,"soulfeast_hand_surge",[327],0
32,"soulfeast_hand_surge",[474],1
33,"lightning_strike_proj_hit",[328],0
34,"lightning_strike_proj_hit",[328],1
35,"lightning_strike_proj_hit",[329],2
36,"lightning_strike_proj_hit",[437],3
37,"lightning_strike_proj_hit",[505],4
38,"lightning_strike_proj_hit",[593],5
39,"lightning_strike_vaal_blade",[330],0
40,"lightning_strike_vaal_blade",[330],1
41,"lightning_strike_vaal_blade",[342],2
42,"lightning_strike_vaal_blade",[438],3
43,"lightning_strike_vaal_blade",[506],4
44,"lightning_strike_vaal_blade",[594],5
45,"burning_arrow_stuck_fade",[71],0
46,"burning_arrow_stuck_fade",[333],1
47,"dash_afterimage",[57],0
48,"dash_char",[54],0
49,"dash_afterimage",[58],1
50,"dash_char",[55],1
51,"dash_afterimage",[59],2
52,"dash_char",[56],2
53,"dash_afterimage",[59],3
54,"dash_char",[56],3
55,"dash_afterimage",[161],4
56,"dash_char",[160],4
57,"dash_afterimage",[335],5
58,"dash_char",[334],5
59,"dash_char",[439],6
60,"dash_char_end",[440],6
61,"misty_reflection_afterimage",[761],0
62,"misty_reflection_dash",[762],0
63,"sand_mirage_clone_effect",[763],0
64,"spectral_helix_weapon_effect",[341],0
65,"leap_slam",[344],10
66,"leap_slam",[347],12
67,"leap_slam",[345],14
68,"leap_slam",[346],16
69,"leap_slam",[343],19
70,"leap_slam",[347],21
71,"leap_slam",[643],39
72,"leap_slam_warp_out",[41],22
73,"leap_slam_warp_in",[42],22
74,"arc_hit",[34],8
75,"arc_hit",[147],10
76,"arc_hit",[348],12
77,"arc_lucky_begin",[35],8
78,"chronomancer_after_image",[349],0
79,"chronomancer_rewind_in_place",[369],0
80,"chronomancer_clone_rewind",[370],0
81,"attached_projectile_effect_arrow_loop",[186],1
82,"attached_projectile_effect_arrow_loop",[226],2
83,"attached_projectile_effect_arrow_loop",[296],3
84,"attached_projectile_effect_arrow_loop",[350],4
85,"attached_projectile_effect_arrow_loop",[462],5
86,"attached_projectile_effect_arrow_once",[187],1
87,"attached_projectile_effect_arrow_once",[227],2
88,"attached_projectile_effect_arrow_once",[297],3
89,"attached_projectile_effect_arrow_once",[351],4
90,"attached_projectile_effect_arrow_once",[463],5
91,"attached_projectile_effect_spell_loop",[188],1
92,"attached_projectile_effect_spell_loop",[228],2
93,"attached_projectile_effect_spell_loop",[298],3
94,"attached_projectile_effect_spell_loop",[352],4
95,"attached_projectile_effect_spell_loop",[464],5
96,"attached_projectile_effect_spell_once",[189],1
97,"attached_projectile_effect_spell_once",[229],2
98,"attached_projectile_effect_spell_once",[299],3
99,"attached_projectile_effect_spell_once",[353],4
100,"attached_projectile_effect_spell_once",[465],5
101,"attached_projectile_effect_mortar_1",[193],1
102,"attached_projectile_effect_mortar_1",[230],2
103,"attached_projectile_effect_mortar_1",[300],3
104,"attached_projectile_effect_mortar_1",[354],4
105,"attached_projectile_effect_mortar_1",[466],5
106,"attached_projectile_effect_mortar_2",[195],1
107,"attached_projectile_effect_mortar_2",[231],2
108,"attached_projectile_effect_mortar_2",[301],3
109,"attached_projectile_effect_mortar_2",[355],4
110,"attached_projectile_effect_mortar_2",[467],5
111,"attached_projectile_effect_mortar_3",[196],1
112,"attached_projectile_effect_mortar_3",[232],2
113,"attached_projectile_effect_mortar_3",[302],3
114,"attached_projectile_effect_mortar_3",[356],4
115,"attached_projectile_effect_mortar_3",[468],5
116,"attached_projectile_effect_mortar_4",[197],1
117,"attached_projectile_effect_mortar_4",[233],2
118,"attached_projectile_effect_mortar_4",[303],3
119,"attached_projectile_effect_mortar_4",[357],4
120,"attached_projectile_effect_mortar_4",[469],5
121,"poisonous_concoction_in_hand",[358],0
122,"poisonous_concoction_in_hand_scion_pls",[359],0
123,"poisonous_concoction_in_hand",[479],1
124,"poisonous_concoction_in_hand_scion_pls",[480],1
125,"poisonous_concoction_in_hand",[507],2
126,"poisonous_concoction_in_hand_scion_pls",[508],2
127,"shield_charge_charge",[260],0
128,"shield_charge_charge",[264],4
129,"shield_charge_charge",[360],5
130,"shield_charge_charge",[627],6
131,"shield_charge_hit_flash",[23],0
132,"shield_charge_hit_flash",[33],2
133,"shield_charge_hit_flash",[23],3
134,"shield_charge_hit_flash",[267],4
135,"shield_charge_hit_flash",[361],5
136,"shield_charge_hit_flash",[361],6
137,"shield_charge_shield",[257],0
138,"shield_charge_shield",[261],2
139,"shield_charge_shield",[257],3
140,"shield_charge_shield",[257],4
141,"shield_charge_shield",[257],5
142,"shield_charge_shield",[257],6
143,"shield_charge_shield_fadein",[258],0
144,"shield_charge_shield_fadein",[262],2
145,"shield_charge_shield_fadein",[258],3
146,"shield_charge_shield_fadein",[258],4
147,"shield_charge_shield_fadein",[258],5
148,"shield_charge_shield_fadein",[258],6
149,"shield_charge_shield_fadeout",[259],0
150,"shield_charge_shield_fadeout",[263],2
151,"shield_charge_shield_fadeout",[259],3
152,"shield_charge_shield_fadeout",[259],4
153,"shield_charge_shield_fadeout",[259],5
154,"shield_charge_shield_fadeout",[259],6
155,"shield_charge_charge",[810],7
156,"shield_charge_hit_flash",[811],7
157,"shield_charge_shield",[807],7
158,"shield_charge_shield_fadein",[808],7
159,"shield_charge_shield_fadeout",[809],7
160,"flame_dash_epk",[222],11
161,"flame_dash_epk",[637],14
162,"virulent_arrow_epk",[371],0
163,"virulent_arrow_epk",[372],1
164,"virulent_arrow_epk",[374],2
165,"virulent_arrow_epk",[403],3
166,"tempest_shield_shield",[373],0
167,"tempest_shield_shield",[402],1
168,"tempest_shield_shield",[677],2
169,"mana_infused_staff_staff",[838],0
170,"tornado_shot_epk",[375],0
171,"tornado_shot_epk",[375],2
172,"tornado_shot_epk",[386],3
173,"tornado_shot_epk",[445],4
174,"soul_link",[380],0
175,"flame_link",[381],0
176,"remora_link",[382],0
177,"bulwark_link",[383],0
178,"trigger_link",[384],0
179,"critical_link",[385],0
180,"expanding_fire_cone_epk",[387],1
181,"crackling_lance_sparkle_boi_first_stage_epk",[200],0
182,"crackling_lance_sparkle_boi_first_stage_epk",[234],1
183,"crackling_lance_sparkle_boi_first_stage_epk",[390],2
184,"crackling_lance_sparkle_boi_second_stage_epk",[201],0
185,"crackling_lance_sparkle_boi_second_stage_epk",[235],1
186,"crackling_lance_sparkle_boi_second_stage_epk",[391],2
187,"crackling_lance_sparkle_boi_third_stage_epk",[202],0
188,"crackling_lance_sparkle_boi_third_stage_epk",[236],1
189,"crackling_lance_sparkle_boi_third_stage_epk",[392],2
190,"crackling_lance_sparkle_boi_fourth_stage_epk",[203],0
191,"crackling_lance_sparkle_boi_fourth_stage_epk",[237],1
192,"crackling_lance_sparkle_boi_fourth_stage_epk",[393],2
193,"crackling_lance_on_hit_epk",[185],0
194,"crackling_lance_on_hit_epk",[225],1
195,"crackling_lance_on_hit_epk",[389],2
196,"molten_shell_shell_epk",[241],4
197,"bubble_shield_hit",[449],0
198,"hydrosphere_revert_epk",[245],0
199,"hydrosphere_revert_epk",[459],1
200,"slither_wither",[37],0
201,"slither_wither",[278],1
202,"laser_spears_spear_glow",[448],0
203,"boneshatter_target_hit",[500],1
204,"cobra_lash_crit",[39],0
205,"cobra_lash_crit",[501],1
206,"venom_gyre_whirling_blades",[60],0
207,"venom_gyre_whirling_blades",[502],1
208,"whirling_blades_fade_out",[503],7
209,"whirling_blades_fade_in",[504],7
210,"kinetic_blast_wand_effect",[72],0
211,"kinetic_blast_wand_effect",[72],1
212,"kinetic_blast_wand_effect",[510],2
213,"kinetic_blast_wand_effect",[766],3
214,"kinetic_bolt_wand_effect",[72],0
215,"kinetic_bolt_wand_effect",[72],1
216,"kinetic_bolt_wand_effect",[766],2
217,"kinetic_rain_wand_effect",[72],0
218,"kinetic_rain_wand_effect",[766],1
219,"kinetic_fusillade_wand_effect",[72],0
220,"kinetic_fusillade_wand_effect",[766],1
221,"ring_of_ice_statue_shatter",[533],0
222,"ring_of_ice_weapon_shatter",[534],0
223,"vaal_flicker_cut_wound",[535],0
224,"vaal_flicker_cut_wound",[548],1
225,"vaal_flicker_cut_wound",[551],2
226,"vaal_flicker_cut_wound",[554],4
227,"vaal_flicker_cut_wound2",[536],0
228,"vaal_flicker_cut_wound2",[549],1
229,"vaal_flicker_cut_wound2",[552],2
230,"vaal_flicker_cut_wound2",[555],4
231,"vaal_flicker_cut_wound3",[537],0
232,"vaal_flicker_cut_wound3",[550],1
233,"vaal_flicker_cut_wound3",[553],2
234,"vaal_flicker_cut_wound3",[556],4
235,"vaal_flicker_cut_wound",[600],8
236,"vaal_flicker_cut_wound2",[601],8
237,"vaal_flicker_cut_wound3",[602],8
238,"smite_weapon_effect",[542],0
239,"smite_weapon_effect",[547],1
240,"smite_weapon_effect",[605],3
241,"frigid_bond",[607],0
242,"hexblast_hit",[194],0
243,"hexblast_hit",[618],1
244,"hexblast_hit",[623],2
245,"hexblast_hit",[624],3
246,"mtx_spray_paint_channel",[620],0
247,"mtx_spray_paint_channel",[621],1
248,"mtx_spray_paint_channel",[622],2
249,"monster_dd_area_windup",[674],0
250,"monster_dd_area_windup",[685],1
251,"monster_dd_area_windup",[674],2
252,"monster_dd_area_windup",[674],3
253,"monster_dd_area_windup",[685],4
254,"monster_dd_area_windup_stronger",[684],0
255,"monster_dd_area_windup_stronger",[686],1
256,"monster_dd_area_windup_stronger",[684],2
257,"monster_dd_area_windup_stronger",[684],3
258,"monster_dd_area_windup_stronger",[686],4
259,"mtx_crystal_shatter_normal",[689],0
260,"mtx_crystal_shatter_magic",[690],0
261,"mtx_crystal_shatter_rare",[691],0
262,"mtx_crystal_shatter_unique",[692],0
263,"mtx_crystal_shatter_normal",[697],1
264,"mtx_crystal_shatter_magic",[698],1
265,"mtx_crystal_shatter_rare",[699],1
266,"mtx_crystal_shatter_unique",[700],1
267,"mtx_crystal_shatter_normal",[701],2
268,"mtx_crystal_shatter_magic",[702],2
269,"mtx_crystal_shatter_rare",[703],2
270,"mtx_crystal_shatter_unique",[704],2
271,"mtx_flamethrower_char",[707],0
272,"retaliation_rage_warcry_character_effect",[141],0
273,"retaliation_rage_warcry_character_effect",[152],2
274,"retaliation_rage_warcry_character_effect",[166],3
275,"revenant_revive_windup",[674],0
276,"revenant_revive_windup_stronger",[684],0
277,"evisceration_weapon_effect",[713],0
278,"weapon_storm_weapon_effect",[714],0
279,"mtx_player_die_beam_player_effect",[141],0
280,"retaliation_ice_wave_shield_effect",[720],0
281,"retaliation_lightning_wave_shield_effect",[721],0
282,"retaliation_lightning_wave_shield_effect",[792],1
283,"retaliation_lightning_wave_shield_effect",[794],2
284,"retaliation_lightning_wave_shield_effect",[798],3
285,"summon_shaper_surge",[739],0
286,"summon_shaper_apparition_effect",[740],0
287,"call_mercenary_teleport_out",[741],0
288,"call_mercenary_teleport_in",[742],0
289,"kinetic_barrier_projectile_attachment",[757],0
290,"kinetic_fusillade_marker",[759],0
291,"kinetic_fusillade_marker",[765],1
292,"mtx_severed_arm_on_slap_effect",[760],0
293,"mtx_afk_podium_character_effect",[767],1
294,"mtx_encase_in_crystal_skin_effect",[570],0
295,"mtx_encase_in_crystal_skin_effect",[573],1
296,"mtx_encase_in_crystal_skin_effect",[576],2
297,"mtx_encase_in_crystal_skin_effect",[579],3
298,"mtx_encase_in_crystal_skin_effect",[582],4
299,"mtx_encase_in_crystal_shatter",[571],0
300,"mtx_encase_in_crystal_shatter",[574],1
301,"mtx_encase_in_crystal_shatter",[577],2
302,"mtx_encase_in_crystal_shatter",[580],3
303,"mtx_encase_in_crystal_shatter",[583],4
304,"mtx_encase_in_crystal_shatter_half",[572],0
305,"mtx_encase_in_crystal_shatter_half",[575],1
306,"mtx_encase_in_crystal_shatter_half",[578],2
307,"mtx_encase_in_crystal_shatter_half",[581],3
308,"mtx_encase_in_crystal_shatter_half",[584],4
309,"mtx_stormborn_armour_helmet",[773],1
310,"mtx_stormborn_armour_helmet",[774],2
311,"mtx_stormborn_armour_helmet",[775],3
312,"mtx_stormborn_armour_helmet",[776],4
313,"mtx_stormborn_armour_gloves",[777],1
314,"mtx_stormborn_armour_gloves",[778],2
315,"mtx_stormborn_armour_gloves",[779],3
316,"mtx_stormborn_armour_gloves",[780],4
317,"mtx_stormborn_armour_boots",[781],1
318,"mtx_stormborn_armour_boots",[782],2
319,"mtx_stormborn_armour_boots",[783],3
320,"mtx_stormborn_armour_boots",[784],4
321,"holy_strike_refresh",[785],0
322,"holy_strike_refresh",[786],2
323,"holy_strike_refresh",[795],3
324,"holy_strike_refresh",[797],4
325,"mtx_clone_trail_weapon_effect",[484],1
326,"mtx_clone_trail_weapon_effect",[801],2
327,"frostblink_teleport_in",[9],0
328,"frostblink_teleport_out",[8],0
329,"frostblink_after_teleport",[69],0
330,"frostblink_teleport_in",[21],1
331,"frostblink_teleport_out",[22],1
332,"frostblink_after_teleport",[69],1
333,"frostblink_teleport_in",[804],2
334,"frostblink_teleport_out",[805],2
