"rownum","Id","LeagueCategory","International_BK2File","International_BK2File (French)","International_BK2File (German)","International_BK2File (Japanese)","International_BK2File (Korean)","International_BK2File (Portuguese)","International_BK2File (Russian)","International_BK2File (Spanish)","International_BK2File (Thai)","International_BK2File (Traditional Chinese)","China_BK2File","China_BK2File (French)","China_BK2File (German)","China_BK2File (Japanese)","China_BK2File (Korean)","China_BK2File (Portuguese)","China_BK2File (Russian)","China_BK2File (Spanish)","China_BK2File (Thai)","China_BK2File (Traditional Chinese)","MapCompletionCount","bool_32","rid_33"
0,"BattlePassOne",42,"http://web.poecdn.com/public/videos/BattlePass/BattlePassOne_EN.bk2","http://web.poecdn.com/public/videos/BattlePass/BattlePassOne_FR.bk2","http://web.poecdn.com/public/videos/BattlePass/BattlePassOne_DE.bk2","http://web.poecdn.com/public/videos/BattlePass/BattlePassOne_JP.bk2","http://web.poecdn.com/public/videos/BattlePass/BattlePassOne_KR.bk2","http://web.poecdn.com/public/videos/BattlePass/BattlePassOne_BR.bk2","http://web.poecdn.com/public/videos/BattlePass/BattlePassOne_RU.bk2","http://web.poecdn.com/public/videos/BattlePass/BattlePassOne_ES.bk2","http://web.poecdn.com/public/videos/BattlePass/BattlePassOne_TH.bk2","http://web.poecdn.com/public/videos/BattlePass/BattlePassOne_TW.bk2","http://down.qq.com/poe/videos/shop/BattlePassOne.bk2","http://down.qq.com/poe/videos/shop/BattlePassOne.bk2","http://down.qq.com/poe/videos/shop/BattlePassOne.bk2","http://down.qq.com/poe/videos/shop/BattlePassOne.bk2","http://down.qq.com/poe/videos/shop/BattlePassOne.bk2","http://down.qq.com/poe/videos/shop/BattlePassOne.bk2","http://down.qq.com/poe/videos/shop/BattlePassOne.bk2","http://down.qq.com/poe/videos/shop/BattlePassOne.bk2","http://down.qq.com/poe/videos/shop/BattlePassOne.bk2","http://down.qq.com/poe/videos/shop/BattlePassOne.bk2",117,"",7117
1,"BattlePassTwo",44,"http://web.poecdn.com/public/videos/BattlePass/BattlePassTwo_EN.bk2","http://web.poecdn.com/public/videos/BattlePass/BattlePassTwo_FR.bk2","http://web.poecdn.com/public/videos/BattlePass/BattlePassTwo_DE.bk2","http://web.poecdn.com/public/videos/BattlePass/BattlePassTwo_JP.bk2","http://web.poecdn.com/public/videos/BattlePass/BattlePassTwo_KR.bk2","http://web.poecdn.com/public/videos/BattlePass/BattlePassTwo_BR.bk2","http://web.poecdn.com/public/videos/BattlePass/BattlePassTwo_RU.bk2","http://web.poecdn.com/public/videos/BattlePass/BattlePassTwo_ES.bk2","http://web.poecdn.com/public/videos/BattlePass/BattlePassTwo_TH.bk2","http://web.poecdn.com/public/videos/BattlePass/BattlePassOne_TW.bk2","http://down.qq.com/poe/videos/shop/BattlePassTwo.bk2","http://down.qq.com/poe/videos/shop/BattlePassTwo.bk2","http://down.qq.com/poe/videos/shop/BattlePassTwo.bk2","http://down.qq.com/poe/videos/shop/BattlePassTwo.bk2","http://down.qq.com/poe/videos/shop/BattlePassTwo.bk2","http://down.qq.com/poe/videos/shop/BattlePassTwo.bk2","http://down.qq.com/poe/videos/shop/BattlePassTwo.bk2","http://down.qq.com/poe/videos/shop/BattlePassTwo.bk2","http://down.qq.com/poe/videos/shop/BattlePassTwo.bk2","http://down.qq.com/poe/videos/shop/BattlePassTwo.bk2",115,"",7118
2,"BattlePassThree",45,"http://web.poecdn.com/public/videos/BattlePass/BattlePassThree_EN.bk2","http://web.poecdn.com/public/videos/BattlePass/BattlePassTwo_FR.bk2","http://web.poecdn.com/public/videos/BattlePass/BattlePassThree_DE.bk2","http://web.poecdn.com/public/videos/BattlePass/BattlePassThree_EN.bk2","http://web.poecdn.com/public/videos/BattlePass/BattlePassThree_KR.bk2","http://web.poecdn.com/public/videos/BattlePass/BattlePassThree_BR.bk2","http://web.poecdn.com/public/videos/BattlePass/BattlePassThree_RU.bk2","http://web.poecdn.com/public/videos/BattlePass/BattlePassThree_ES.bk2","http://web.poecdn.com/public/videos/BattlePass/BattlePassThree_TH.bk2","http://web.poecdn.com/public/videos/BattlePass/BattlePassThree_TW.bk2","http://down.qq.com/poe/videos/shop/BattlePassThree.bk2","http://down.qq.com/poe/videos/shop/BattlePassTwo.bk2","http://down.qq.com/poe/videos/shop/BattlePassThree.bk2","http://down.qq.com/poe/videos/shop/BattlePassThree.bk2","http://down.qq.com/poe/videos/shop/BattlePassThree.bk2","http://down.qq.com/poe/videos/shop/BattlePassThree.bk2","http://down.qq.com/poe/videos/shop/BattlePassThree.bk2","http://down.qq.com/poe/videos/shop/BattlePassThree.bk2","http://down.qq.com/poe/videos/shop/BattlePassThree.bk2","http://down.qq.com/poe/videos/shop/BattlePassThree.bk2",115,"",7119
3,"BattlePassFour",46,"http://web.poecdn.com/public/videos/BattlePass/BattlePassFour_EN.bk2","http://web.poecdn.com/public/videos/BattlePass/BattlePassFour_FR.bk2","http://web.poecdn.com/public/videos/BattlePass/BattlePassFour_DE.bk2","http://web.poecdn.com/public/videos/BattlePass/BattlePassFour_EN.bk2","http://web.poecdn.com/public/videos/BattlePass/BattlePassFour_EN.bk2","http://web.poecdn.com/public/videos/BattlePass/BattlePassFour_BR.bk2","http://web.poecdn.com/public/videos/BattlePass/BattlePassFour_RU.bk2","http://web.poecdn.com/public/videos/BattlePass/BattlePassFour_ES.bk2","http://web.poecdn.com/public/videos/BattlePass/BattlePassFour_TH.bk2","http://web.poecdn.com/public/videos/BattlePass/BattlePassFour_EN.bk2","http://down.qq.com/poe/videos/shop/BattlePassFour.bk2","http://down.qq.com/poe/videos/shop/BattlePassFour.bk2","http://down.qq.com/poe/videos/shop/BattlePassFour.bk2","http://down.qq.com/poe/videos/shop/BattlePassFour.bk2","http://down.qq.com/poe/videos/shop/BattlePassFour.bk2","http://down.qq.com/poe/videos/shop/BattlePassFour.bk2","http://down.qq.com/poe/videos/shop/BattlePassFour.bk2","http://down.qq.com/poe/videos/shop/BattlePassFour.bk2","http://down.qq.com/poe/videos/shop/BattlePassFour.bk2","http://down.qq.com/poe/videos/shop/BattlePassFour.bk2",115,1,7120
4,"BattlePassFive",47,"http://web.poecdn.com/public/videos/BattlePass/BattlePassFive_EN.bk2","http://web.poecdn.com/public/videos/BattlePass/BattlePassFive_FR.bk2","http://web.poecdn.com/public/videos/BattlePass/BattlePassFive_DE.bk2","http://web.poecdn.com/public/videos/BattlePass/BattlePassFive_JP.bk2","http://web.poecdn.com/public/videos/BattlePass/BattlePassFive_KR.bk2","http://web.poecdn.com/public/videos/BattlePass/BattlePassFive_BR.bk2","http://web.poecdn.com/public/videos/BattlePass/BattlePassFive_RU.bk2","http://web.poecdn.com/public/videos/BattlePass/BattlePassFive_ES.bk2","http://web.poecdn.com/public/videos/BattlePass/BattlePassFive_TH.bk2","http://web.poecdn.com/public/videos/BattlePass/BattlePassFive_TW.bk2","http://down.qq.com/poe/videos/shop/BattlePassFive.bk2","http://down.qq.com/poe/videos/shop/BattlePassFive.bk2","http://down.qq.com/poe/videos/shop/BattlePassFive.bk2","http://down.qq.com/poe/videos/shop/BattlePassFive.bk2","http://down.qq.com/poe/videos/shop/BattlePassFive.bk2","http://down.qq.com/poe/videos/shop/BattlePassFive.bk2","http://down.qq.com/poe/videos/shop/BattlePassFive.bk2","http://down.qq.com/poe/videos/shop/BattlePassFive.bk2","http://down.qq.com/poe/videos/shop/BattlePassFive.bk2","http://down.qq.com/poe/videos/shop/BattlePassFive.bk2",115,1,7121
5,"BattlePassSix",49,"http://web.poecdn.com/public/videos/BattlePass/BattlePassSix_EN.bk2","http://web.poecdn.com/public/videos/BattlePass/BattlePassSix_EN.bk2","http://web.poecdn.com/public/videos/BattlePass/BattlePassSix_EN.bk2","http://web.poecdn.com/public/videos/BattlePass/BattlePassSix_EN.bk2","http://web.poecdn.com/public/videos/BattlePass/BattlePassSix_EN.bk2","http://web.poecdn.com/public/videos/BattlePass/BattlePassSix_EN.bk2","http://web.poecdn.com/public/videos/BattlePass/BattlePassSix_EN.bk2","http://web.poecdn.com/public/videos/BattlePass/BattlePassSix_EN.bk2","http://web.poecdn.com/public/videos/BattlePass/BattlePassSix_TH.bk2","http://web.poecdn.com/public/videos/BattlePass/BattlePassSix_EN.bk2","http://down.qq.com/poe/videos/shop/BattlePassSix.bk2","http://down.qq.com/poe/videos/shop/BattlePassSix.bk2","http://down.qq.com/poe/videos/shop/BattlePassSix.bk2","http://down.qq.com/poe/videos/shop/BattlePassSix.bk2","http://down.qq.com/poe/videos/shop/BattlePassSix.bk2","http://down.qq.com/poe/videos/shop/BattlePassSix.bk2","http://down.qq.com/poe/videos/shop/BattlePassSix.bk2","http://down.qq.com/poe/videos/shop/BattlePassSix.bk2","http://down.qq.com/poe/videos/shop/BattlePassSix.bk2","http://down.qq.com/poe/videos/shop/BattlePassSix.bk2",115,1,7122
6,"BattlePassSeven",50,"http://web.poecdn.com/public/videos/BattlePass/BattlePassSeven_EN.bk2","http://web.poecdn.com/public/videos/BattlePass/BattlePassSeven_EN.bk2","http://web.poecdn.com/public/videos/BattlePass/BattlePassSeven_EN.bk2","http://web.poecdn.com/public/videos/BattlePass/BattlePassSeven_EN.bk2","http://web.poecdn.com/public/videos/BattlePass/BattlePassSeven_EN.bk2","http://web.poecdn.com/public/videos/BattlePass/BattlePassSeven_EN.bk2","http://web.poecdn.com/public/videos/BattlePass/BattlePassSeven_EN.bk2","http://web.poecdn.com/public/videos/BattlePass/BattlePassSeven_EN.bk2","http://web.poecdn.com/public/videos/BattlePass/BattlePassSeven_EN.bk2","http://web.poecdn.com/public/videos/BattlePass/BattlePassSeven_EN.bk2","http://down.qq.com/poe/videos/shop/BattlePassSeven.bk2","http://down.qq.com/poe/videos/shop/BattlePassSeven.bk2","http://down.qq.com/poe/videos/shop/BattlePassSeven.bk2","http://down.qq.com/poe/videos/shop/BattlePassSeven.bk2","http://down.qq.com/poe/videos/shop/BattlePassSeven.bk2","http://down.qq.com/poe/videos/shop/BattlePassSeven.bk2","http://down.qq.com/poe/videos/shop/BattlePassSeven.bk2","http://down.qq.com/poe/videos/shop/BattlePassSeven.bk2","http://down.qq.com/poe/videos/shop/BattlePassSeven.bk2","http://down.qq.com/poe/videos/shop/BattlePassSeven.bk2",115,1,7123
7,"BattlePassEight",52,"http://web.poecdn.com/public/videos/BattlePass/BattlePassEight_EN.bk2","http://web.poecdn.com/public/videos/BattlePass/BattlePassEight_EN.bk2","http://web.poecdn.com/public/videos/BattlePass/BattlePassEight_EN.bk2","http://web.poecdn.com/public/videos/BattlePass/BattlePassEight_EN.bk2","http://web.poecdn.com/public/videos/BattlePass/BattlePassEight_EN.bk2","http://web.poecdn.com/public/videos/BattlePass/BattlePassEight_EN.bk2","http://web.poecdn.com/public/videos/BattlePass/BattlePassEight_EN.bk2","http://web.poecdn.com/public/videos/BattlePass/BattlePassEight_EN.bk2","http://web.poecdn.com/public/videos/BattlePass/BattlePassEight_EN.bk2","http://web.poecdn.com/public/videos/BattlePass/BattlePassEight_EN.bk2","http://down.qq.com/poe/videos/shop/BattlePassEight.bk2","http://down.qq.com/poe/videos/shop/BattlePassEight.bk2","http://down.qq.com/poe/videos/shop/BattlePassEight.bk2","http://down.qq.com/poe/videos/shop/BattlePassEight.bk2","http://down.qq.com/poe/videos/shop/BattlePassEight.bk2","http://down.qq.com/poe/videos/shop/BattlePassEight.bk2","http://down.qq.com/poe/videos/shop/BattlePassEight.bk2","http://down.qq.com/poe/videos/shop/BattlePassEight.bk2","http://down.qq.com/poe/videos/shop/BattlePassEight.bk2","http://down.qq.com/poe/videos/shop/BattlePassEight.bk2",115,1,7124
8,"BattlePassNine",53,"http://web.poecdn.com/public/videos/BattlePass/BattlePassNine.bk2","http://web.poecdn.com/public/videos/BattlePass/BattlePassNine.bk2","http://web.poecdn.com/public/videos/BattlePass/BattlePassNine.bk2","http://web.poecdn.com/public/videos/BattlePass/BattlePassNine.bk2","http://web.poecdn.com/public/videos/BattlePass/BattlePassNine_KR.bk2","http://web.poecdn.com/public/videos/BattlePass/BattlePassNine.bk2","http://web.poecdn.com/public/videos/BattlePass/BattlePassNine.bk2","http://web.poecdn.com/public/videos/BattlePass/BattlePassNine.bk2","http://web.poecdn.com/public/videos/BattlePass/BattlePassNine.bk2","http://web.poecdn.com/public/videos/BattlePass/BattlePassNine.bk2","http://down.qq.com/poe/videos/shop/BattlePassNine.bk2","http://down.qq.com/poe/videos/shop/BattlePassNine.bk2","http://down.qq.com/poe/videos/shop/BattlePassNine.bk2","http://down.qq.com/poe/videos/shop/BattlePassNine.bk2","http://down.qq.com/poe/videos/shop/BattlePassNine.bk2","http://down.qq.com/poe/videos/shop/BattlePassNine.bk2","http://down.qq.com/poe/videos/shop/BattlePassNine.bk2","http://down.qq.com/poe/videos/shop/BattlePassNine.bk2","http://down.qq.com/poe/videos/shop/BattlePassNine.bk2","http://down.qq.com/poe/videos/shop/BattlePassNine.bk2",115,1,7125
9,"BattlePassTen",55,"http://web.poecdn.com/public/videos/BattlePass/BattlePassTen.bk2","http://web.poecdn.com/public/videos/BattlePass/BattlePassTen.bk2","http://web.poecdn.com/public/videos/BattlePass/BattlePassTen.bk2","http://web.poecdn.com/public/videos/BattlePass/BattlePassTen.bk2","http://web.poecdn.com/public/videos/BattlePass/BattlePassTen.bk2","http://web.poecdn.com/public/videos/BattlePass/BattlePassTen.bk2","http://web.poecdn.com/public/videos/BattlePass/BattlePassTen.bk2","http://web.poecdn.com/public/videos/BattlePass/BattlePassTen.bk2","http://web.poecdn.com/public/videos/BattlePass/BattlePassTen.bk2","http://web.poecdn.com/public/videos/BattlePass/BattlePassTen.bk2","http://down.qq.com/poe/videos/shop/BattlePassTen.bk2","http://down.qq.com/poe/videos/shop/BattlePassTen.bk2","http://down.qq.com/poe/videos/shop/BattlePassTen.bk2","http://down.qq.com/poe/videos/shop/BattlePassTen.bk2","http://down.qq.com/poe/videos/shop/BattlePassTen.bk2","http://down.qq.com/poe/videos/shop/BattlePassTen.bk2","http://down.qq.com/poe/videos/shop/BattlePassTen.bk2","http://down.qq.com/poe/videos/shop/BattlePassTen.bk2","http://web.poecdn.com/public/videos/BattlePass/BattlePassTen.bk2","http://down.qq.com/poe/videos/shop/BattlePassTen.bk2",115,1,7126
