"rownum","PassiveSkillsKey","StatsKey"
0,2969,11060
1,2970,11561
2,2971,11562
3,2972,11563
4,2973,11564
5,2974,11566
6,2975,11567
7,2976,11565
8,2977,11258
9,2978,11259
10,2979,11260
11,2980,11261
12,2981,11262
13,2982,11263
14,2983,11264
15,2984,11265
16,2985,11266
17,2986,11267
18,2987,11268
19,2988,11269
20,2989,11270
21,2990,11271
22,2991,11272
23,2992,11273
24,2993,11274
25,2994,11275
26,2995,11276
27,2996,11277
28,2997,11278
29,2998,11279
30,2999,11280
31,3000,11281
32,3001,11282
33,3005,11283
34,3006,11284
35,3007,11285
36,3008,11286
37,3009,11287
38,3010,11288
39,3011,11289
40,3012,11290
41,3013,11291
42,3014,11292
43,3015,11293
44,3016,11294
45,3017,11295
46,3018,11296
47,3019,11297
48,3020,11298
49,3021,11299
50,3022,11300
51,3023,11301
52,3024,11302
53,3025,11303
54,3026,11304
55,3027,11305
56,3028,11306
57,3029,11307
58,3030,11308
59,3031,11309
60,3032,11310
61,3033,11311
62,3034,11312
63,3035,11313
64,3036,11314
65,3037,11315
66,3038,11316
67,3039,11317
68,3040,11318
69,3041,11319
70,3042,11320
71,3043,11321
72,3044,11322
73,3045,11323
74,3046,11324
75,3047,11325
76,3049,11326
77,3050,11327
78,3051,11328
79,3052,11329
80,3053,11330
81,3054,11331
82,3055,11332
83,3056,11333
84,3057,11334
85,3058,11335
86,3059,11336
87,3060,11337
88,3061,11338
89,3062,11339
90,3063,11340
91,3064,11341
92,3065,11342
93,3066,11343
94,3067,11344
95,3068,11345
96,3069,11346
97,3070,11347
98,3071,11348
99,3072,11349
100,3073,11350
101,3074,11351
102,3075,11352
103,3076,11353
104,3077,11354
105,3078,11355
106,3079,11356
107,3080,11357
108,3081,11358
109,3082,11359
110,3083,11360
111,3084,11361
112,3086,11362
113,3087,11363
114,3088,11364
115,3089,11365
116,3090,11366
117,3091,11367
118,3092,11368
119,3093,11369
120,3094,11370
121,3095,11371
122,3096,11372
123,3097,11373
124,3098,11374
125,3099,11375
126,3100,11376
127,3101,11377
128,3102,11378
129,3103,11379
130,3104,11380
131,3105,11381
132,3106,11382
133,3107,11383
134,3108,11384
135,3109,11385
136,3110,11386
137,3111,11387
138,3112,11388
139,3113,11389
140,3114,11390
141,3115,11391
142,3116,11392
143,3117,11393
144,3118,11394
145,3119,11395
146,3120,11688
147,3121,11396
148,3122,11397
149,3123,11398
150,3124,11399
151,3125,11400
152,3126,11401
153,3127,11402
154,3128,11403
155,3129,11404
156,3130,11405
157,3131,11406
158,3132,11407
159,3133,14100
160,3134,14101
161,3135,11408
162,3136,11409
163,3137,11410
164,3138,11411
165,3139,11412
166,3140,11413
167,3141,11414
168,3142,11415
169,3143,11416
170,3144,11417
171,3145,11418
172,3146,11419
173,3147,11420
174,3148,11421
175,3149,11422
176,3150,11423
177,3151,11424
178,3152,11425
179,3153,11426
180,3154,11427
181,3155,11428
182,3156,11429
183,3157,11430
184,3158,11431
185,3159,11432
186,3160,11433
187,3161,11434
188,3162,11435
189,3163,11436
190,3173,11437
191,3174,11438
192,3175,11439
193,3176,11440
194,3177,11441
195,3178,11442
196,3179,11443
197,3180,11444
198,3181,11445
199,3182,11446
200,3183,11447
201,3184,11448
202,3185,11449
203,3186,11450
204,3187,11451
205,3188,11452
206,3189,11453
207,3190,11454
208,3191,11455
209,3192,11456
210,3193,11457
211,3194,11458
212,3195,11459
213,3196,11460
214,3197,11461
215,3198,11462
216,3199,11463
217,3200,11464
218,3201,11465
219,3202,11466
220,3203,11467
221,3204,11468
222,3205,11469
223,3206,11470
224,3207,11471
225,3208,11472
226,3209,11473
227,3210,11474
228,3211,11475
229,3212,11476
230,3213,11477
231,3214,11478
232,3215,11479
233,3216,11480
234,3217,11481
235,3218,11482
236,3219,11483
237,3220,11484
238,3221,11485
239,3222,11486
240,3223,11487
241,3224,11488
242,3225,11489
243,3226,11490
244,3227,11491
245,3228,11492
246,3229,11493
247,3230,11494
248,3232,11495
249,3233,11496
250,3234,11497
251,3235,11498
252,3236,11499
253,3237,11500
254,3239,11501
255,3240,11502
256,3241,11503
257,3242,11504
258,3243,11505
259,3245,11506
260,3246,11507
261,3248,11508
262,3249,11509
263,3250,11510
264,3251,11511
265,3252,11512
266,3253,11513
267,3254,11514
268,3255,11515
269,3256,11516
270,3257,11517
271,3258,11518
272,3259,11519
273,3260,11520
274,3261,11521
275,3262,11522
276,3263,11523
277,3264,11524
278,3265,11525
279,3266,11526
280,3267,11527
281,3268,11528
282,3269,11529
283,3270,11530
284,3271,11531
285,3272,11532
286,3273,11533
287,3274,11534
288,3275,11535
289,3276,11536
290,3277,11537
291,3164,12385
292,3165,12386
293,3166,12387
294,3167,12388
295,3168,12389
296,3231,12394
297,3238,12395
298,3244,12396
299,3002,12452
300,3003,12453
301,3004,12454
302,3169,12390
303,3170,12391
304,3171,12392
305,3172,12393
306,3085,15565
307,3048,22667
308,3247,22668
