"rownum","SkillTotemsKey","TotemSkinId","MonsterVarietiesKey"
0,1,0,2271
1,2,0,2273
2,3,0,2272
3,1,1,2274
4,2,1,2276
5,3,1,2275
6,1,2,2370
7,2,2,2370
8,3,2,2370
9,1,3,2371
10,2,3,2371
11,3,3,2371
12,1,4,2372
13,2,4,2372
14,3,4,2372
15,1,5,2385
16,2,5,2385
17,3,5,2385
18,1,6,2386
19,2,6,2386
20,3,6,2386
21,1,7,2387
22,2,7,2387
23,3,7,2387
24,1,8,2388
25,2,8,2388
26,3,8,2388
27,1,9,2373
28,2,9,2373
29,3,9,2373
30,1,10,2389
31,2,10,2389
32,3,10,2389
33,1,11,2393
34,2,11,2393
35,3,11,2393
36,1,12,2394
37,2,12,2394
38,3,12,2394
39,4,0,2287
40,4,1,2288
41,4,2,2289
42,4,3,2290
43,4,4,2291
44,4,5,2292
45,4,6,2293
46,4,7,2294
47,4,8,2295
48,4,10,2296
49,5,0,2277
50,5,1,2278
51,5,2,2279
52,5,3,2280
53,5,4,2281
54,5,5,2282
55,5,6,2283
56,5,7,2284
57,5,8,2285
58,5,10,2286
59,6,0,2297
60,6,1,2298
61,6,2,2299
62,6,3,2300
63,6,4,2301
64,6,5,2302
65,6,6,2303
66,6,7,2304
67,6,8,2305
68,6,10,2306
69,7,0,2307
70,7,1,2308
71,7,2,2309
72,7,3,2310
73,7,4,2311
74,7,5,2312
75,7,6,2313
76,7,7,2314
77,7,8,2315
78,7,10,2316
79,8,0,2329
80,8,-1,2328
81,8,-2,2317
82,8,1,2318
83,8,2,2319
84,8,3,2320
85,8,4,2321
86,8,5,2322
87,8,6,2323
88,8,7,2324
89,8,8,2325
90,8,9,2326
91,8,10,2327
92,9,0,2341
93,9,1,2342
94,9,2,2343
95,9,3,2344
96,9,4,2345
97,9,5,2346
98,9,6,2347
99,9,7,2348
100,9,8,2349
101,9,10,2350
102,10,0,2351
103,10,1,2352
104,10,2,2353
105,10,3,2354
106,10,4,2355
107,10,5,2356
108,10,6,2357
109,10,7,2358
110,10,8,2359
111,11,0,2360
112,11,1,2361
113,11,2,2362
114,11,3,2363
115,11,4,2364
116,11,5,2365
117,11,6,2366
118,11,7,2367
119,11,8,2368
120,11,10,2369
121,12,0,2373
122,12,1,2374
123,12,2,2375
124,12,3,2376
125,12,4,2377
126,12,5,2378
127,12,6,2379
128,12,7,2380
129,12,8,2381
130,12,10,2382
131,12,12,2383
132,13,0,4925
133,13,1,4926
134,15,0,4927
135,15,1,4929
136,15,2,4931
137,16,0,4928
138,16,1,4930
139,16,2,4932
140,17,0,2329
141,17,-1,2330
142,17,1,2331
143,17,2,2332
144,17,3,2333
145,17,4,2334
146,17,5,2335
147,17,6,2336
148,17,7,2337
149,17,8,2338
150,17,9,2339
151,17,10,2340
152,18,0,8203
153,18,1,8204
154,18,2,8205
155,18,3,8206
156,18,4,8207
157,18,5,8208
158,18,6,8209
159,18,7,8210
160,18,8,8211
161,18,10,8212
162,18,12,8213
163,18,13,8214
164,19,0,8215
165,19,1,8216
166,19,2,8217
167,19,3,8218
168,19,4,8219
169,19,5,8220
170,19,6,8221
171,19,7,8222
172,19,8,8223
173,19,10,8224
174,19,12,8225
175,1,14,9042
176,2,14,9042
177,3,14,9042
178,4,14,9043
179,5,14,9044
180,6,14,9045
181,7,14,9046
182,8,14,9047
183,9,14,9048
184,10,14,9049
185,11,14,9050
186,12,14,9051
187,17,14,9052
188,18,14,9053
189,19,14,9054
190,1,15,9227
191,2,15,9227
192,3,15,9227
193,4,15,9228
194,5,15,9229
195,6,15,9230
196,7,15,9231
197,8,15,9232
198,9,15,9233
199,10,15,9234
200,11,15,9235
201,12,15,9236
202,17,15,9237
203,18,15,9238
204,19,15,9239
205,1,16,9633
206,2,16,9633
207,3,16,9633
208,4,16,9634
209,5,16,9635
210,6,16,9636
211,7,16,9637
212,8,16,9638
213,9,16,9639
214,10,16,9640
215,11,16,9641
216,12,16,9642
217,17,16,9643
218,18,16,9644
219,19,16,9645
220,1,17,9723
221,2,17,9723
222,3,17,9723
223,4,17,9724
224,5,17,9725
225,6,17,9726
226,7,17,9727
227,8,17,9728
228,9,17,9729
229,10,17,9730
230,11,17,9731
231,12,17,9732
232,17,17,9733
233,18,17,9734
234,19,17,9735
235,20,0,4933
236,20,1,4929
237,20,2,4931
238,21,0,2287
239,21,1,2288
240,21,2,2289
241,21,3,2290
242,21,4,2291
243,21,5,2292
244,21,6,2293
245,21,7,2294
246,21,8,2295
247,21,10,2296
248,21,14,9043
249,21,15,9228
250,21,16,9634
251,21,17,9724
252,19,18,10082
253,1,19,10155
254,2,19,10155
255,3,19,10155
256,4,19,10156
257,5,19,10157
258,6,19,10158
259,7,19,10159
260,21,19,10156
261,8,19,10160
262,9,19,10161
263,10,19,10162
264,11,19,10163
265,12,19,10164
266,17,19,10165
267,18,19,10166
268,19,19,10167
269,1,20,10168
270,2,20,10168
271,3,20,10168
272,4,20,10169
273,5,20,10170
274,6,20,10171
275,7,20,10172
276,21,20,10169
277,8,20,10173
278,9,20,10174
279,10,20,10175
280,11,20,10176
281,12,20,10177
282,17,20,10178
283,18,20,10179
284,19,20,10180
