"rownum","StoredItem","IsInGame","IsEnabled"
0,3087,1,1
1,3088,1,1
2,3089,1,1
3,3090,1,1
4,3091,1,1
5,3092,1,1
6,3093,1,1
7,3094,1,1
8,3095,1,1
9,3096,1,1
10,3097,1,1
11,3098,1,1
12,3099,1,1
13,3100,1,1
14,3101,1,1
15,3102,1,1
16,3103,1,1
17,3104,1,1
18,3105,1,1
19,3106,1,1
20,3107,1,1
21,3108,1,1
22,3109,1,1
23,3110,1,1
24,3111,1,1
25,3112,1,1
26,3113,1,1
27,3114,1,1
28,3115,1,1
29,3116,1,1
30,3117,1,1
31,3118,1,1
32,3119,1,1
33,3120,1,1
34,3121,1,1
35,3122,1,1
36,3123,1,1
37,3124,1,1
38,3125,1,1
39,3126,1,1
40,3127,1,1
41,3128,1,1
42,3129,1,1
43,3130,1,1
44,3131,1,1
45,3132,1,1
46,3133,1,1
47,3134,1,1
48,3135,1,1
49,3136,1,1
50,3137,1,1
51,3138,1,1
52,3139,1,1
53,3140,1,1
54,3141,1,1
55,3142,1,1
56,3143,1,1
57,3144,1,1
58,3145,1,1
59,3146,1,1
60,3147,1,1
61,3148,1,1
62,3149,1,1
63,3150,1,1
64,3151,1,1
65,3152,1,1
66,3153,1,1
67,3154,1,1
68,3155,1,1
69,3156,1,1
70,3157,1,1
71,3158,1,1
72,3159,1,1
73,3160,1,1
74,3161,1,1
75,3162,1,1
76,3163,1,1
77,3164,1,1
78,3165,1,1
79,3166,1,1
80,3167,1,1
81,3168,1,1
82,3169,1,1
83,3170,1,1
84,3171,1,1
85,3172,1,1
86,3173,1,1
87,3174,1,1
88,3175,1,1
89,3176,1,1
90,3177,1,1
91,3178,1,1
92,3179,1,1
93,3180,1,1
94,3181,1,1
95,3182,1,1
96,3183,1,1
97,3184,1,1
98,3185,1,1
99,3186,1,1
100,3187,1,1
101,3188,1,1
102,3189,1,1
103,3190,1,""
104,3191,1,1
105,3192,1,1
106,3193,1,1
107,3194,1,1
108,3195,1,1
109,3196,1,1
110,3197,1,1
111,3198,1,1
112,3199,1,1
113,3200,1,1
114,3201,1,1
115,3202,1,1
116,3203,1,1
117,3204,1,1
118,3205,1,1
119,3206,1,1
120,3207,1,1
121,3208,1,1
122,3209,1,1
123,3210,1,1
124,3211,1,1
125,3212,1,1
126,3213,1,1
127,3214,1,1
128,3215,1,1
129,3216,1,1
130,3217,1,1
131,3218,1,1
132,3219,1,1
133,3220,1,1
134,3221,1,1
135,3223,1,1
136,3222,1,1
137,3224,"",1
138,3225,1,1
139,3226,1,1
140,3227,1,1
141,3228,1,1
142,3229,1,1
143,3230,1,1
144,3231,1,1
145,3232,1,1
146,3233,1,1
147,3234,1,1
148,3235,1,1
149,3236,1,1
150,3237,1,1
151,3238,1,1
152,3240,1,1
153,3241,1,1
154,3242,"",1
155,3243,1,1
156,3244,1,1
157,3245,1,1
158,3246,1,1
159,3247,1,1
160,3248,1,1
161,3249,1,1
162,3250,1,1
163,3251,1,1
164,3252,1,1
165,3253,1,1
166,3254,1,1
167,3255,1,1
168,3256,1,1
169,3257,1,1
170,3258,1,1
171,3259,1,1
172,3260,1,1
173,3261,1,1
174,3262,1,1
175,3263,1,1
176,3264,1,1
177,3265,1,1
178,3266,1,1
179,3267,1,""
180,3268,1,1
181,3269,1,1
182,3270,1,1
183,3271,1,1
184,3272,1,1
185,3273,1,1
186,3274,1,1
187,3275,1,1
188,3276,1,1
189,3277,1,1
190,3278,1,1
191,3279,1,1
192,3280,1,""
193,3281,1,1
194,3282,1,1
195,3283,1,1
196,3284,1,1
197,3285,1,1
198,3286,1,1
199,3287,1,""
200,3288,1,""
201,3289,1,1
202,3290,1,1
203,3291,1,1
204,3292,1,1
205,3293,1,1
206,3294,1,1
207,3295,1,1
208,3296,1,1
209,3297,1,1
210,3298,1,1
211,3299,1,1
212,3300,1,1
213,3301,1,1
214,3302,1,1
215,3303,1,1
216,3304,1,1
217,3305,1,1
218,3306,1,1
219,3307,1,1
220,3308,1,1
221,3309,1,1
222,3310,1,1
223,3311,1,1
224,3312,1,1
225,3313,1,1
226,3314,1,1
227,3315,1,1
228,3316,1,1
229,3317,1,1
230,3318,1,1
231,3319,1,1
232,3320,1,1
233,3321,1,1
234,3322,1,1
235,3323,1,1
236,3324,1,1
237,3325,1,1
238,3326,1,1
239,3327,1,1
240,3328,1,1
241,3329,1,1
242,3330,1,""
243,3331,1,1
244,3332,1,1
245,3333,1,1
246,3334,1,1
247,3335,1,1
248,3336,1,1
249,3337,1,1
250,3338,1,1
251,3339,1,1
252,3340,1,1
253,3341,1,1
254,3342,1,1
255,3343,1,1
256,3344,1,1
257,3345,1,1
258,3346,1,1
259,3347,1,1
260,3348,1,1
261,3349,1,1
262,3350,1,1
263,3351,1,1
264,3352,1,1
265,3353,1,1
266,3354,1,1
267,3355,1,1
268,3356,1,1
269,3357,1,1
270,3358,1,1
271,3359,1,1
272,3360,1,1
273,3361,1,""
274,3362,1,1
275,3363,1,1
276,3364,1,1
277,3365,1,1
278,3366,1,1
279,3367,1,1
280,3368,1,1
281,3369,1,1
282,3370,1,1
283,3371,1,1
284,3372,1,1
285,3373,1,1
286,3374,1,1
287,3375,1,1
288,3376,1,1
289,3377,1,1
290,3378,1,1
291,3379,1,1
292,3380,1,1
293,3381,1,1
294,3382,1,1
295,3383,1,1
296,3384,1,1
297,3385,1,1
298,3386,1,""
299,3387,1,1
300,3388,1,1
301,3389,1,1
302,3390,1,1
303,3391,1,1
304,3392,1,1
305,3393,1,1
306,3394,1,1
307,3395,1,1
308,3396,1,1
309,3397,1,1
310,3398,1,1
311,3399,1,1
312,3400,1,1
313,3401,1,1
314,3402,1,1
315,3403,1,1
316,3404,1,1
317,3405,1,1
318,3406,1,1
319,3407,1,1
320,3408,1,1
321,3409,1,1
322,3410,1,1
323,3411,1,1
324,3412,1,1
325,3413,1,1
326,3414,1,1
327,3415,1,1
328,3416,1,1
329,3417,1,1
330,3418,1,1
331,3419,1,1
332,3420,1,1
333,3421,1,1
334,3422,1,1
335,3423,1,1
336,3424,1,1
337,3425,1,1
338,3426,1,1
339,3427,1,1
340,3428,1,1
341,3429,1,1
342,3430,1,1
343,3431,1,1
344,3432,1,1
345,3433,1,1
346,3434,1,""
347,3435,1,1
348,3436,1,1
349,3437,1,1
350,3438,1,1
351,3439,1,1
352,3440,1,1
353,3441,1,1
354,3442,1,1
355,3443,1,1
356,3444,1,1
357,3445,1,1
358,3446,1,""
359,3447,1,1
360,3448,1,1
361,3449,1,1
362,3450,1,1
363,3451,1,1
364,3452,1,1
365,3453,1,1
366,3454,1,1
367,3455,1,1
368,3456,1,1
369,3457,1,1
370,3458,1,1
371,3459,"",""
372,3460,1,1
373,3461,1,1
374,3462,1,1
375,3463,1,1
376,3464,1,1
377,3465,1,1
378,3466,1,1
379,3467,1,1
380,3468,1,1
381,3469,1,1
382,3470,1,1
383,3471,1,1
384,3472,1,1
385,3473,1,1
386,3474,1,1
387,3475,1,1
388,3476,1,1
389,3477,1,""
390,3478,1,1
391,3479,1,1
392,3480,1,1
393,3481,1,""
394,3482,1,1
395,3483,1,1
396,3484,1,1
397,3485,1,1
398,3486,1,1
399,3487,1,1
400,3488,1,1
401,3489,1,1
402,3490,1,1
403,3491,1,1
404,3492,1,1
405,3493,1,1
406,3494,1,1
407,3495,1,1
408,3496,1,1
409,3497,1,1
410,3498,1,1
411,3499,1,1
412,3500,1,1
413,3501,1,1
414,3502,1,1
415,3503,1,1
416,3504,1,1
417,3505,1,1
418,3506,1,1
419,3507,1,1
420,3508,1,1
421,3509,1,1
422,3510,1,1
423,3511,1,1
424,3512,1,1
425,3513,1,1
426,3514,1,1
427,3515,1,1
428,3516,1,1
429,3517,1,1
430,3518,1,1
431,3519,1,1
432,3520,1,1
433,4811,1,1
434,4812,1,1
435,4813,1,1
436,4814,1,1
437,4815,1,1
438,4941,1,1
439,4942,1,1
440,4943,1,1
441,5082,1,1
442,5083,1,1
