"rownum","WorldAreasKey","MonsterVarietiesKeys","TerrainMetadata"
0,1095,[5482],"Metadata/Monsters/KitavaDemon/KitavaDemonSpawnerPlaguewingMapElderClone"
1,1096,[2463],""
2,1097,"[2441,2435,2438]",""
3,1098,[2405],""
4,1099,[5730],""
5,1100,"[3787,3787,5165]",""
6,1101,[6079],"Metadata/Terrain/EndGame/MapDesert/Objects/MummyEventSpawnerKiraElderClone"
7,1102,[2421],""
8,1103,[4728],""
9,1104,[4280],""
10,1105,"[4554,4560,4561,4562,4563]",""
11,1106,[5177],""
12,1107,[2524],""
13,1108,"[4117,4164]",""
14,1109,[4046],""
15,1110,[2424],""
16,1111,[4103],""
17,1112,[2450],""
18,1113,[6128],""
19,1114,"[2551,2554]",""
20,1115,"[5154,5275,5280]",""
21,1116,[2401],""
22,1117,"[2680,2753,2731]",""
23,1118,"[2493,2506]",""
24,1120,[4698],""
25,1122,[4187],""
26,1123,[273],""
27,1124,[4223],""
28,1125,"[4580,4587,4588,4589,4590]",""
29,1126,"[4255,4268]",""
30,1127,[6050],""
31,1128,[6109],""
32,1129,[1445],""
33,1130,[2528],""
34,1131,[3422],""
35,1132,[3990],""
36,1133,[2599],""
37,1134,[1440],""
38,1135,[8885],""
39,1136,[4653],""
40,1137,[2432],""
41,1138,[1228],"Metadata/Terrain/EndGame/MapMausoleum/Objects/TolmanBossSpawnerMapElderClone"
42,1139,[5683],""
43,1140,[2517],"Metadata/Monsters/Spiders/SpiderBoss/MapBossSpawnerSimplifiedElderClone"
44,1141,[4367],""
45,1142,[2036],""
46,1143,[2542],""
47,1144,[4461],""
48,1145,[2503],""
49,1146,[1085],""
50,1148,[6006],""
51,1150,"[2477,2486]",""
52,1151,[2428],""
53,1246,[5717],""
54,1153,[2411],""
55,1154,[2085],""
56,1155,[2557],""
57,1156,[2417],""
58,1157,[1053],""
59,1158,[2455],""
60,1160,[3310],""
61,1162,[1563],""
62,1163,[2513],"Metadata/Monsters/Spiders/SpiderBoss/MapBossSpawnerElderClone"
63,1164,[2002],""
64,1165,[2103],""
65,1166,[1612],""
66,1167,[5652],""
67,1168,"[1477,1515,1532]",""
68,1170,[4190],""
69,1171,[2584],""
70,1172,"[1339,1366,1369]",""
71,1174,[2828],""
72,1175,[2444],""
73,1177,[2539],""
74,1179,[2458],""
75,1180,[5617],""
76,1182,"[6122,6117]",""
77,1183,"[3787,5444]",""
78,1184,[5498],""
79,1185,"[1089,1092]",""
80,1186,[78],""
81,1187,[4731],""
82,1188,[5641],""
83,1190,"[4665,4668,4671]",""
84,1191,[4359],""
85,1193,[4376],""
86,1194,[5743],""
87,1196,"[4526,4531,4532,4533,4534]",""
88,1197,[5705],""
89,1198,[2602],""
90,1199,[4072],""
91,1200,"[2675,2691,2721]",""
92,1201,[2547],""
93,1202,[2005],""
94,1203,[2398],""
95,1205,[4776],""
96,1206,"[2560,2563]",""
97,1208,[4872],""
98,1209,[2587],""
99,1210,[4386],""
100,1211,[2447],""
101,1212,"[204,4734]",""
102,1213,[4400],""
103,1214,[6171],""
104,1215,[2521],""
105,1216,[4283],""
106,1218,[5431],""
107,1219,"[5965,3787]",""
108,1220,[6134],""
109,1222,[2496],""
110,1223,"[4132,4154,4177]",""
111,1224,[1679],""
112,1225,[7472],""
113,1227,[3578],""
114,1229,"[4304,4298,4290]",""
115,1230,[4247],""
116,1231,[2580],""
117,1232,[1051],""
118,1233,[1427],""
119,1234,[6019],""
120,1235,"[2567,3787]",""
121,1236,[3132],""
122,1237,"[6231,3787]",""
123,1238,"[3787,4389]",""
124,1239,[4310],""
125,1240,"[4593,4595]",""
126,1241,[4868],""
127,1242,[5983],""
128,1243,[4772],""
129,1244,[6062],""
130,1245,"[1682,1690]",""
131,1152,[4632],""
132,1247,[5426],""
133,1248,[5701],""
134,1249,[5456],""
135,1250,[6153],""
136,1251,[5150],""
137,1252,[5141],""
138,1253,[5135],""
139,1254,[5146],""
140,1255,[5238],""
141,1256,"[3401,3404,3407]",""
142,1262,[8665],""
143,1264,[8640],""
144,1265,"[8611,8615,8619]",""
145,1266,[8681],""
146,1268,[8649],"Metadata/Terrain/EndGame/MapBurn/Objects/BossEventSarcophagusElder"
147,1269,[8657],""
148,1270,[8913],""
149,1271,[8671],""
150,1272,"[5604,5628]",""
151,1273,"[8623,8626,8629]",""
152,1274,[6634],""
