"rownum","rid","rid","rid"
0,1694,16996,13793
1,1691,16996,13793
2,1690,16996,13793
3,1695,16996,13793
4,1689,16996,13793
5,1693,16996,13793
6,1692,16996,13793
7,1653,16996,13792
8,1655,16996,13792
9,1658,16996,13792
10,1660,16996,13792
11,1661,16996,13791
12,1657,16996,13792
13,1656,16996,13791
14,1654,16996,13791
15,1659,16996,13791
16,871,16996,13793
17,872,16996,13793
18,873,16996,13794
19,874,16996,13793
20,875,16996,13792
21,876,16996,13792
22,877,16996,13792
23,878,16996,13791
24,879,16996,13791
25,880,16996,13791
26,0,16996,13790
27,33,16996,13790
28,111,16996,13791
29,7,16996,13791
30,11,16996,13790
31,8,16996,13790
32,15,16996,13791
33,1118,16996,13793
34,115,16996,13792
35,114,16996,13791
36,35,16996,13794
37,116,16996,13793
38,54,16996,13794
39,22,16996,13790
40,21,16996,13790
41,20,16996,13790
42,53,16996,13794
43,4,16996,13793
44,3,16996,13792
45,112,16996,13791
46,12,16996,13790
47,27,16996,13791
48,28,16996,13794
49,110,16996,13793
50,1205,16996,13793
51,17,16996,13790
52,9,16996,13790
53,26,16996,13794
54,29,16996,13790
55,191,16996,13793
56,192,16996,13793
57,193,16996,13793
58,194,16996,13792
59,195,16996,13792
60,196,16996,13792
61,197,16996,13792
62,198,16996,13791
63,199,16996,13791
64,200,16996,13791
65,201,16996,13791
66,202,16996,13791
67,1204,16996,13792
68,141,16996,13792
69,143,16996,13792
70,146,16996,13792
71,144,16996,13792
72,142,16996,13792
73,145,16996,13792
74,148,16996,13794
75,147,16996,13793
76,149,16996,13792
77,749,16996,13793
78,719,16996,13793
79,733,16996,13793
80,703,16996,13793
81,735,16996,13793
82,705,16996,13793
83,747,16996,13793
84,717,16996,13794
85,750,16996,13793
86,720,16996,13793
87,743,16996,13793
88,713,16996,13793
89,738,16996,13793
90,708,16996,13793
91,741,16996,13793
92,711,16996,13793
93,759,16996,13793
94,729,16996,13793
95,734,16996,13793
96,704,16996,13793
97,751,16996,13793
98,721,16996,13793
99,744,16996,13793
100,714,16996,13793
101,753,16996,13793
102,723,16996,13793
103,755,16996,13793
104,725,16996,13793
105,754,16996,13793
106,756,16996,13793
107,726,16996,13793
108,724,16996,13793
109,737,16996,13793
110,707,16996,13793
111,740,16996,13793
112,710,16996,13793
113,731,16996,13793
114,739,16996,13793
115,709,16996,13793
116,701,16996,13793
117,742,16996,13793
118,712,16996,13793
119,760,16996,13793
120,730,16996,13793
121,732,16996,13793
122,746,16996,13793
123,716,16996,13793
124,702,16996,13793
125,752,16996,13793
126,722,16996,13793
127,758,16996,13793
128,728,16996,13793
129,757,16996,13793
130,727,16996,13793
131,748,16996,13793
132,718,16996,13793
133,745,16996,13793
134,715,16996,13793
135,736,16996,13793
136,706,16996,13793
137,2,16996,13790
138,1217,16996,13793
139,1215,16996,13793
140,1218,16996,13794
141,1212,16996,13792
142,1211,16996,13792
143,1210,16996,13792
144,1213,16996,13793
145,1216,16996,13792
146,1214,16996,13793
147,55,16996,13794
148,56,16996,13794
149,206,16996,13793
150,207,16996,13793
151,208,16996,13793
152,204,16996,13793
153,205,16996,13793
154,203,16996,13794
155,19,16996,13792
156,128,16996,13794
157,117,16996,13794
158,18,16996,13790
159,1662,16996,13792
160,1203,16996,13791
161,1641,16996,13793
162,1643,16996,13793
163,219,16996,13794
164,218,16996,13793
165,217,16996,13792
166,216,16996,13791
167,215,16996,13794
168,214,16996,13793
169,213,16996,13792
170,212,16996,13791
171,1642,16996,13793
172,125,16996,13794
173,6,16996,13794
174,168,16996,13792
175,162,16996,13792
176,166,16996,13792
177,174,16996,13793
178,172,16996,13792
179,164,16996,13793
180,153,16996,13792
181,170,16996,13794
182,163,16996,13793
183,161,16996,13792
184,173,16996,13793
185,152,16996,13792
186,155,16996,13792
187,167,16996,13794
188,150,16996,13792
189,165,16996,13792
190,158,16996,13792
191,156,16996,13792
192,171,16996,13792
193,151,16996,13792
194,154,16996,13792
195,159,16996,13792
196,157,16996,13792
197,160,16996,13792
198,169,16996,13792
199,42,16996,13792
200,13,16996,13791
201,220,16996,13794
202,102,16996,13792
203,101,16996,13792
204,99,16996,13792
205,100,16996,13793
206,103,16996,13794
207,10,16996,13792
208,5,16996,13791
209,14,16996,13793
210,16,16996,13790
211,209,16996,13794
212,922,16996,13794
213,921,16996,13794
214,919,16996,13794
215,920,16996,13794
216,918,16996,13794
217,1710,16996,13793
218,1711,16996,13794
219,1712,16996,13793
220,1713,16996,13794
