"rownum","Key","SpawnWeight_TagsKeys","SpawnWeight_Values","ModsKey","MinLevel","MaxLevel","IsPrefix"
0,"ProxyKey1",[0],[45],8706,2,39,1
1,"ProxyKey2",[0],[45],8705,40,100,1
2,"ProxyKey3",[0],[45],8707,40,100,1
3,"ProxyKey4","[158,0]","[0,94]",8708,2,100,1
4,"ProxyKey5","[162,0]","[0,0]",8709,40,100,1
5,"ProxyKey6","[152,0]","[0,45]",8710,56,100,1
6,"ProxyKey7","[57,0]","[45,0]",8711,68,100,1
7,"ProxyKey8","[57,0]","[1,0]",8712,68,100,1
8,"ProxyKey9",[0],[94],8714,2,39,1
9,"ProxyKey10",[0],[94],8713,40,100,1
10,"ProxyKey11","[158,0]","[0,94]",8716,2,39,1
11,"ProxyKey12","[158,0]","[0,94]",8715,40,100,1
12,"ProxyKey13",[0],[94],8718,2,39,1
13,"ProxyKey14",[0],[94],8717,40,100,1
14,"ProxyKey15",[0],[94],8720,2,39,1
15,"ProxyKey16",[0],[94],8719,40,100,1
16,"ProxyKey17",[0],[45],8721,2,100,1
17,"ProxyKey18",[0],[94],8723,2,39,1
18,"ProxyKey19",[0],[94],8722,40,100,1
19,"ProxyKey20",[0],[94],8724,40,100,1
20,"ProxyKey21",[0],[45],8725,56,100,1
21,"ProxyKey22",[0],[94],8726,40,100,1
22,"ProxyKey23","[57,0]","[9,0]",8727,68,100,1
23,"ProxyKey24",[0],[94],8728,40,100,1
24,"ProxyKey25",[0],[45],8729,56,100,1
25,"ProxyKey26",[0],[45],8730,40,100,1
26,"ProxyKey27",[0],[45],8731,40,100,1
27,"ProxyKey28",[0],[9],8733,23,39,1
28,"ProxyKey29",[0],[9],8732,40,100,1
29,"ProxyKey30","[61,0]","[9,0]",8734,40,100,1
30,"ProxyKey31",[0],[45],8735,40,100,1
31,"ProxyKey32",[0],[45],8736,40,100,1
32,"ProxyKey33",[0],[94],8737,2,100,1
33,"ProxyKey34",[0],[94],8738,40,100,1
34,"ProxyKey35",[0],[94],8739,2,100,1
35,"ProxyKey36",[0],[94],8740,40,100,1
36,"ProxyKey37",[0],[94],8741,2,100,1
37,"ProxyKey38",[0],[94],8742,40,100,1
38,"ProxyKey39",[0],[0],8743,2,100,1
39,"ProxyKey40",[0],[0],8744,40,100,1
40,"ProxyKey41",[0],[94],8745,2,100,1
41,"ProxyKey42",[0],[94],8746,40,100,1
42,"ProxyKey43",[0],[94],8747,40,100,1
43,"ProxyKey44","[57,0]","[4,0]",8748,68,100,1
44,"ProxyKey45",[0],[45],8749,2,100,1
45,"ProxyKey46",[0],[9],8751,2,39,1
46,"ProxyKey47",[0],[9],8750,40,100,1
47,"ProxyKey48",[0],[94],8752,2,100,1
48,"ProxyKey49",[0],[45],8753,2,100,1
49,"ProxyKey50",[0],[94],8754,2,100,1
50,"ProxyKey51",[0],[94],8755,2,100,1
51,"ProxyKey52",[0],[45],8756,2,100,1
52,"ProxyKey53",[0],[5000],8087,40,100,""
53,"ProxyKey54","[164,0]","[0,2500]",8759,40,100,""
54,"ProxyKey55",[0],[5000],8760,40,100,""
55,"ProxyKey56",[0],[5000],8761,40,100,""
56,"ProxyKey57",[0],[5000],8762,40,100,""
57,"ProxyKey58",[0],[5000],8763,40,100,""
58,"ProxyKey59",[0],[2500],8768,56,100,""
59,"ProxyKey60",[0],[500],8769,56,100,""
60,"ProxyKey61","[57,0]","[500,0]",8770,68,100,""
61,"ProxyKey62","[164,57,0]","[0,250,0]",8771,68,100,""
62,"ProxyKey63","[164,57,0]","[0,250,0]",8772,68,100,""
63,"ProxyKey64",[0],[2500],8773,40,100,""
64,"ProxyKey65",[0],[5000],8774,40,100,""
65,"ProxyKey66",[0],[5000],8775,40,100,""
66,"ProxyKey67",[0],[5000],8776,40,100,""
67,"ProxyKey68",[0],[2500],8777,56,100,""
68,"ProxyKey69","[164,57,0]","[0,500,0]",8778,40,100,""
69,"ProxyKey70","[164,57,0]","[0,500,0]",8779,68,100,""
70,"ProxyKey71","[164,57,0]","[0,500,0]",8780,68,100,""
71,"ProxyKey72","[57,0]","[3,0]",8781,68,100,""
72,"ProxyKey73","[57,0]","[5000,0]",8764,68,100,""
73,"ProxyKey74","[57,0]","[5000,0]",8765,68,100,""
74,"ProxyKey75","[57,0]","[5000,0]",8766,68,100,""
75,"ProxyKey76","[57,0]","[5000,0]",8767,68,100,""
76,"ProxyKey77","[164,57,0]","[0,250,0]",8782,68,100,""
