"rownum","Id","BuffDefinitionsKey","Buff_StatValues","AuraRadius","[i32]","[i32]","BuffVisualsKey","f32","bool","StatsKey","i32","i32","bool","rid"
0,"UltimatumRecoveryDebuff1",1756,"[-30,-30,-30]",0,[],[],"",0,1,[],1,0,"",""
1,"UltimatumAreaAndProjectileSpeedDebuff",1757,"[-50,-50]",0,[],[],"",0,1,[],1,0,"",""
2,"UltimatumBuffsExpireFaster",1758,[200],0,[],[],"",0,1,[],1,0,"",""
3,"UltimatumCooldownSpeedDebuff",1759,[-80],0,[],[],"",0,1,[],1,0,"",""
4,"UltimatumVulnerabilityDebuff",1752,[100],0,[],"[-100,1,-50]","",0,1,[],1,0,"",""
5,"UltimatumMonsterSpeedBuff",1763,"[50,50,50]",0,[],"[-100,5,0]","",0,1,[],1,0,"",""
6,"Unhinged",1676,[],0,[],[],"",0,1,[],1,0,"",""
7,"PainSuppression",1768,"[0,0,0]",0,[],[],"",0,1,"[13912,13844,13997]",1,0,"",""
8,"PlayerDebuffExtraCriticalRolls",1782,[-1],0,[],[],"",0,1,[],1,0,"",""
9,"PlayerDebuffHinderedMsOnFlaskUse",1783,[4000],0,[],[],"",0,1,[],1,0,"",""
10,"PlayerDebuffCancelFlaskEffectOnFlaskUse",1784,[1],0,[],[],"",0,1,[],1,0,"",""
11,"PlayerDebuffCursesandNonDamagingAilmentsReflectedToSelf",1785,"[1,1]",0,[],[],"",0,1,[],1,0,"",""
12,"PlayerDebuffSelfLightningDamageOnSkillUseManaSpentOnCost",1786,[1000],0,[],[],"",0,1,[],1,0,"",""
13,"PlayerDebuffRandomProjectileDirection",1787,[1],0,[],[],"",0,1,[],1,0,"",""
14,"UltimatumFrostInfection",344,[],1,[9],[],1538,0,1,[],1,0,"",""
15,"PlayerDebuffAurasAlsoAffectEnemies",1789,[1],0,[],[],"",0,1,[],1,0,"",""
16,"ScionMovementSpeed",486,[8],60,"[1,2,10]",[],"",0,1,[],1,0,"",""
17,"OccultistWitherNearbyEnemies",1223,[15000],0,[],[],"",0,1,[],1,0,"",""
18,"ScionAuguryOfPenitence",567,[10],60,[3],[],"",0,1,[],1,0,"",""
19,"ScionAuguryOfPenitenceHardMode",567,[8],60,[3],[],"",0,1,[],1,0,"",""
20,"OccultistPowerChargeOnManaSpent",916,[],0,[],[],"",0,1,[],1,0,"",""
21,"OccultistNearbyEnemiesColdChaosResistLifeRegen",615,"[-20,-100,-20]",60,[3],[],"",0,1,[],1,0,"",""
22,"OccultistNearbyEnemiesColdChaosResistLifeRegenHardMode",615,"[-8,-100,-8]",60,[3],[],"",0,1,[],1,0,"",""
23,"ChampionMovementSpeed",485,[12],60,"[1,2,10]",[],"",0,1,[],1,0,"",""
24,"JuggernautPhysDamagePreventedAsLifeRegen",1057,[],0,[],[],"",0,1,[],1,0,"",""
25,"OccultistFreezeNearbyChilledEnemies",1224,[50],0,[],[],"",0,1,[],1,0,"",""
26,"OccultistNearbyEnemiesChilled",1483,[],60,[3],[1],"",0,1,[],1,0,"",""
27,"ChampionFortify",1895,[],0,[],[],"",0,1,[],20,0,"",""
28,"ChampionFortifyHardMode",1895,[],0,[],[],"",0,1,[],10,0,"",""
29,"PendulumOfDestruction",1038,[],0,[],[],"",0,1,[],1,0,"",""
30,"ChieftanPhysicalAsFireCycle",1044,[],0,[],[],"",0,1,[],1,0,"",""
31,"ChampionDamageAgainstImpaled",1228,"[6,12]",60,"[1,2,10]",[],"",0,1,[],1,0,"",""
32,"SaboteurBlind",1483,[],35,[3],[9],"",0,1,[],1,0,"",""
33,"AuguryOfPenitence",566,"[16,-8]",60,[3],[],"",0,1,[],1,0,"",""
34,"AuguryOfPenitenceHardMode",566,"[8,-8]",60,[3],[],"",0,1,[],1,0,"",""
35,"OccultistNearbyChilledEnemiesReducedHitDamage",1226,[-10],60,[3],[],"",0,1,[],1,0,"",""
36,"OccultistNearbyHinderedEnemiesReducedDotDamage",1227,[-15],60,[3],[],"",0,1,[],1,0,"",""
37,"SlayerCritMultiplier",1314,[-30],60,[3],[],"",0,1,[],1,0,"",""
38,"GuardianDamageSpeedAreaIntimidate",1332,"[20,30,100,100]",60,"[2,10]",[],"",0,1,[],1,0,"",""
39,"AfflictionNearbyEnemiesChilled",1483,[],30,[3],[1],"",0,1,[],1,0,"",""
40,"AfflictionNearbyEnemiesFireExposure",1483,[],30,[3],"[3,-10]","",0,1,[],1,0,"",""
