"rownum","Id","ModsKey","PassiveSkillsKey"
0,"InverseWeighting3","",482
1,"InverseWeighting4","",427
2,"InverseWeighting5","",479
3,"InverseWeighting6","",573
4,"InverseWeighting6_2","",516
5,"InverseWeighting7","",543
6,"InverseWeighting8","",425
7,"InverseWeighting8_2","",504
8,"InverseWeighting9","",518
9,"InverseWeighting9_2","",635
10,"InverseWeighting10","",70
11,"InverseWeighting10_2","",586
12,"InverseWeighting11","",461
13,"InverseWeighting11_2","",925
14,"InverseWeighting12","",35
15,"InverseWeighting12_2","",918
16,"InverseWeighting12_3","",917
17,"InverseWeighting13","",919
18,"InverseWeighting13_2","",1166
19,"InverseWeighting14","",886
20,"InverseWeighting14_2","",101
21,"InverseWeighting14_3","",1108
22,"InverseWeighting15","",314
23,"InverseWeighting16","",858
24,"InverseWeighting16_2","",1167
25,"InverseWeighting16_3","",350
26,"InverseWeighting17","",1068
27,"InverseWeighting17_2","",958
28,"InverseWeighting17_3","",1087
29,"InverseWeighting18","",2251
30,"InverseWeighting18_2","",1295
31,"InverseWeighting19","",248
32,"InverseWeighting19_2","",916
33,"InverseWeighting19_3","",317
34,"InverseWeighting20","",1710
35,"InverseWeighting20_2","",540
36,"InverseWeighting21","",1067
37,"InverseWeighting21_2","",707
38,"InverseWeighting22","",1069
39,"InverseWeighting22_2","",1735
40,"InverseWeighting22_3","",13
41,"InverseWeighting22_4","",2379
42,"InverseWeighting23","",2293
43,"InverseWeighting24","",1029
44,"InverseWeighting24_2","",784
45,"InverseWeighting24_3","",332
46,"InverseWeighting24_4","",148
47,"InverseWeighting24_5","",2289
48,"InverseWeighting25","",1949
49,"InverseWeighting25_2","",1088
50,"InverseWeighting25_3","",989
51,"InverseWeighting26","",2152
52,"InverseWeighting26_2","",170
53,"InverseWeighting26_3","",2319
54,"InverseWeighting27","",340
55,"InverseWeighting27_2","",2229
56,"InverseWeighting27_3","",2130
57,"InverseWeighting28","",883
58,"InverseWeighting28_2","",2378
59,"InverseWeighting29","",200
60,"InverseWeighting29_2","",2128
61,"InverseWeighting29_3","",921
62,"InverseWeighting29_4","",2340
63,"InverseWeighting30","",261
64,"InverseWeighting30_2","",124
65,"InverseWeighting30_3","",986
66,"InverseWeighting30_4","",1833
67,"InverseWeighting31","",1863
68,"InverseWeighting32","",2665
69,"InverseWeighting32_2","",1945
70,"InverseWeighting32_3","",1850
71,"InverseWeighting32_4","",2104
72,"InverseWeighting33","",2170
73,"InverseWeighting33_2","",417
74,"InverseWeighting34","",894
75,"InverseWeighting34_2","",32
76,"InverseWeighting35","",228
77,"InverseWeighting37","",1738
78,"InverseWeighting37_2","",347
79,"InverseWeighting37_3","",1776
80,"InverseWeighting37_4","",1864
81,"InverseWeighting38","",2047
82,"InverseWeighting38_2","",178
83,"InverseWeighting40","",2083
84,"InverseWeighting40_2","",112
85,"InverseWeighting40_3","",1338
86,"InverseWeighting42","",2167
87,"InverseWeighting42_2","",1982
88,"InverseWeighting42_3","",45
89,"InverseWeighting42_4","",1698
90,"InverseWeighting41","",294
91,"InverseWeighting45_4","",835
92,"InverseWeighting44_2","",1991
93,"InverseWeighting46_3","",2019
94,"InverseWeighting43","",582
95,"InverseWeighting44","",487
96,"InverseWeighting45","",1771
97,"InverseWeighting45_2","",2031
98,"InverseWeighting45_3","",722
99,"InverseWeighting46","",945
100,"InverseWeighting46_2","",127
101,"InverseWeighting47","",2162
102,"InverseWeighting48","",2114
103,"InverseWeighting48_2","",2051
104,"InverseWeighting48_3","",259
105,"InverseWeighting49","",2195
106,"InverseWeighting50","",2100
107,"InverseWeighting50_2","",887
108,"InverseWeighting50_3","",2043
109,"InverseWeighting50_4","",19
110,"InverseWeighting51","",2012
111,"InverseWeighting52","",2058
112,"InverseWeighting53","",8
113,"InverseWeighting53_2","",1732
114,"InverseWeighting54","",2191
115,"InverseWeighting55","",254
116,"InverseWeighting55_2","",44
117,"InverseWeighting56","",913
118,"InverseWeighting58","",2015
119,"InverseWeighting58_2","",106
120,"InverseWeighting58_3","",2035
121,"InverseWeighting58_5","",2065
122,"InverseWeighting59","",2308
123,"InverseWeighting60","",1280
124,"InverseWeighting63","",123
125,"InverseWeighting63_2","",2145
126,"InverseWeighting63_3","",952
127,"InverseWeighting64","",1822
128,"InverseWeighting66","",2018
129,"InverseWeighting66_2","",1901
130,"InverseWeighting66_3","",2262
131,"InverseWeighting68","",351
132,"InverseWeighting68_2","",574
133,"InverseWeighting71","",104
134,"InverseWeighting75","",2223
135,"InverseWeighting76","",1858
136,"InverseWeighting79","",2248
137,"InverseWeighting81","",920
138,"InverseWeighting82","",1000
139,"InverseWeighting82_2","",1063
140,"InverseWeighting83","",378
141,"InverseWeighting84","",152
142,"InverseWeighting84_2","",216
143,"InverseWeighting84_3","",1694
144,"InverseWeighting85","",1070
145,"InverseWeighting86","",334
146,"InverseWeighting86_2","",408
147,"InverseWeighting87","",1066
148,"InverseWeighting88","",1621
149,"InverseWeighting88_2","",1873
150,"InverseWeighting89","",346
151,"InverseWeighting90","",1908
152,"InverseWeighting90_2","",1314
153,"InverseWeighting91","",1872
154,"InverseWeighting92","",653
155,"InverseWeighting93","",1152
156,"InverseWeighting94","",922
157,"InverseWeighting95","",645
158,"InverseWeighting95_2","",1902
159,"InverseWeighting96","",867
160,"InverseWeighting96_2","",368
161,"InverseWeighting97","",2254
162,"InverseWeighting98","",343
163,"InverseWeighting98_2","",91
164,"InverseWeighting98_3","",776
165,"InverseWeighting100","",2092
166,"InverseWeighting100_2","",2271
167,"InverseWeighting102","",1165
168,"InverseWeighting102_2","",1989
169,"InverseWeighting103","",319
170,"InverseWeighting103_2","",619
171,"InverseWeighting104","",1064
172,"InverseWeighting105","",2269
173,"InverseWeighting106","",1048
174,"InverseWeighting108","",2088
175,"InverseWeighting108_2","",1164
176,"InverseWeighting111","",1299
177,"InverseWeighting114","",2246
178,"InverseWeighting116","",1957
179,"InverseWeighting118","",2277
180,"InverseWeighting120","",777
181,"InverseWeighting121","",541
182,"InverseWeighting122","",88
183,"InverseWeighting122_2","",1197
184,"InverseWeighting123","",644
185,"InverseWeighting124","",1105
186,"InverseWeighting124_2","",596
187,"InverseWeighting124_3","",1284
188,"InverseWeighting125","",1936
189,"InverseWeighting126","",1940
190,"InverseWeighting126_2","",235
191,"InverseWeighting127","",696
192,"InverseWeighting128","",355
193,"InverseWeighting128_2","",1874
194,"InverseWeighting129","",1093
195,"InverseWeighting130","",232
196,"InverseWeighting130_2","",2079
197,"InverseWeighting131","",403
198,"InverseWeighting132","",719
199,"InverseWeighting133","",1183
200,"InverseWeighting134","",643
201,"InverseWeighting135","",963
202,"InverseWeighting135_2","",655
203,"InverseWeighting135_3","",2158
204,"InverseWeighting136","",1831
205,"InverseWeighting136_2","",2279
206,"InverseWeighting137","",2189
207,"InverseWeighting138","",196
208,"InverseWeighting138_2","",1993
209,"InverseWeighting139","",1199
210,"InverseWeighting140","",1327
211,"InverseWeighting141","",2659
212,"InverseWeighting142","",164
213,"InverseWeighting143","",385
214,"InverseWeighting143_2","",1886
215,"InverseWeighting144","",1092
216,"InverseWeighting144_2","",2214
217,"InverseWeighting146","",420
218,"InverseWeighting148","",175
219,"InverseWeighting148_2","",2658
220,"InverseWeighting151","",1891
221,"InverseWeighting156","",320
222,"InverseWeighting157","",2267
223,"InverseWeighting160","",2134
224,"InverseWeighting161","",1163
225,"InverseWeighting161_2","",2292
226,"InverseWeighting162","",1878
227,"InverseWeighting162_2","",2122
228,"InverseWeighting164","",1071
229,"InverseWeighting164_2","",1986
230,"InverseWeighting164_3","",1084
231,"InverseWeighting166","",1191
232,"InverseWeighting166_2","",1820
233,"InverseWeighting169","",2009
234,"InverseWeighting169_2","",1109
235,"InverseWeighting174","",2174
236,"InverseWeighting174_2","",698
237,"InverseWeighting174_3","",2238
238,"InverseWeighting174_4","",1968
239,"InverseWeighting182","",95
240,"InverseWeighting182_2","",2001
241,"InverseWeighting182_3","",2075
242,"InverseWeighting183","",244
243,"InverseWeighting184","",231
244,"InverseWeighting185","",1761
245,"InverseWeighting186","",1741
246,"InverseWeighting187","",277
247,"InverseWeighting188","",256
248,"InverseWeighting188_2","",1838
249,"InverseWeighting190","",2066
250,"InverseWeighting190_2","",1121
251,"InverseWeighting191","",1748
252,"InverseWeighting192","",909
253,"InverseWeighting193","",188
254,"InverseWeighting194","",1691
255,"InverseWeighting195","",1323
256,"InverseWeighting195_2","",953
257,"InverseWeighting195_3","",2304
258,"InverseWeighting196","",1203
259,"InverseWeighting197","",2284
260,"InverseWeighting198","",2171
261,"InverseWeighting198_2","",1795
262,"InverseWeighting199","",2317
263,"InverseWeighting200","",1044
264,"InverseWeighting200_2","",1866
265,"InverseWeighting200_3","",954
266,"InverseWeighting201","",27
267,"InverseWeighting202","",236
268,"InverseWeighting202_2","",2377
269,"InverseWeighting203","",1702
270,"InverseWeighting203_2","",1932
271,"InverseWeighting204","",373
272,"InverseWeighting204_2","",2029
273,"InverseWeighting206","",1865
274,"InverseWeighting206_2","",2039
275,"InverseWeighting208","",285
276,"InverseWeighting208_2","",1218
277,"InverseWeighting209","",908
278,"InverseWeighting211","",679
279,"InverseWeighting211_2","",2301
280,"InverseWeighting213","",2326
281,"InverseWeighting214","",859
282,"InverseWeighting215","",2325
283,"InverseWeighting216","",1753
284,"InverseWeighting221","",128
285,"InverseWeighting222","",376
286,"InverseWeighting222_2","",2062
287,"InverseWeighting224","",1318
288,"InverseWeighting224_2","",1978
289,"InverseWeighting226","",697
290,"InverseWeighting229","",67
291,"InverseWeighting234","",1847
292,"InverseWeighting240","",1022
293,"InverseWeighting240_2","",2126
294,"InverseWeighting241","",1055
295,"InverseWeighting242","",1015
296,"InverseWeighting242_2","",2149
297,"InverseWeighting244","",1047
298,"InverseWeighting245","",0
299,"InverseWeighting246","",1686
300,"InverseWeighting246_2","",1877
301,"InverseWeighting247","",1821
302,"InverseWeighting248","",1928
303,"InverseWeighting249","",966
304,"InverseWeighting249_2","",2108
305,"InverseWeighting250","",2142
306,"InverseWeighting251","",360
307,"InverseWeighting251_2","",126
308,"InverseWeighting252","",2241
309,"InverseWeighting253","",1682
310,"InverseWeighting253_2","",1997
311,"InverseWeighting254","",118
312,"InverseWeighting254_2","",902
313,"InverseWeighting255","",1756
314,"InverseWeighting255_2","",2376
315,"InverseWeighting256","",1335
316,"InverseWeighting256_2","",2362
317,"InverseWeighting258","",2666
318,"InverseWeighting258_2","",934
319,"InverseWeighting258_3","",620
320,"InverseWeighting259","",149
321,"InverseWeighting260","",748
322,"InverseWeighting261","",768
323,"InverseWeighting261_2","",652
324,"InverseWeighting261_3","",1065
325,"InverseWeighting262","",388
326,"InverseWeighting262_2","",1147
327,"InverseWeighting263","",1111
328,"InverseWeighting263_2","",2322
329,"InverseWeighting264","",282
330,"InverseWeighting266","",2664
331,"InverseWeighting266_2","",1077
332,"InverseWeighting266_3","",684
333,"InverseWeighting267","",730
334,"InverseWeighting269","",2278
