"rownum","Id","HASH16","Stats","Stat1Value","Stat2Value","Stat3Value","AchievementItem"
0,"Accuracy1",57597,[15325],40,0,0,8881
1,"Accuracy2",51147,[18267],1,0,0,8881
2,"Accuracy3",64775,[15313],1,0,0,8881
3,"Accuracy4",9632,[17700],1,0,0,8881
4,"Accuracy5",39178,[18167],50,0,0,8881
5,"Accuracy6",9755,"[83,569]",500,-2,0,8881
6,"Armour1",46180,[17798],1,0,0,8881
7,"Armour2",48720,[97],30,0,0,8881
8,"Armour3",59754,[8250],20,0,0,8881
9,"Armour4",7137,[17803],1,0,0,8881
10,"Armour5",59936,[17805],20,0,0,8881
11,"Armour6",10680,[17799],100,0,0,8881
12,"ArmourEvasion1",49522,"[17903,17904]",120,5,0,8881
13,"ArmourEvasion2",62285,"[8209,122]",8,8,0,8881
14,"ArmourEvasion3",5108,[221],80,0,0,8881
15,"ArmourEvasion4",23955,[17906],1,0,0,8881
16,"ArmourEvasion5",58876,"[17905,4636]",40,40,0,8881
17,"ArmourEvasion6",43258,"[17907,17908]",1,1,0,8881
18,"ArmourEnergyShield1",40578,[17833],2,0,0,8881
19,"ArmourEnergyShield2",37614,[17834],5,0,0,8881
20,"ArmourEnergyShield3",16215,[17835],10,0,0,8881
21,"ArmourEnergyShield4",18301,[14972],20,0,0,8881
22,"ArmourEnergyShield5",8653,[17836],100,0,0,8881
23,"ArmourEnergyShield6",65504,[1051],10,0,0,8881
24,"Attack1",28524,[1230],3,0,0,8881
25,"Attack2",39154,[6880],1,0,0,8881
26,"Attack3",38401,"[18469,18470]",1,6000,0,8881
27,"Attack4",64511,[17936],1,0,0,8881
28,"Attack5",11938,[17937],5,0,0,8881
29,"Attack6",19500,[17940],1,0,0,8881
30,"Attributes1",5356,[3335],5,0,0,8881
31,"Attributes2",41483,[6871],1,0,0,8881
32,"Attributes3",26621,[15157],5,0,0,8881
33,"Attributes4",52604,[15158],5,0,0,8881
34,"Attributes5",15826,[15159],5,0,0,8881
35,"Axe1",28354,[5218],1,0,0,8881
36,"Axe2",11049,[9080],15,0,0,8881
37,"Axe3",9088,[3486],40,0,0,8881
38,"Axe4",50175,"[11998,11933]",30,15,0,8881
39,"Axe5",64228,[15162],10,0,0,8881
