"rownum","BaseItemTypesKey","ModsKeys","AchievementItemsKey","MapFragmentFamilies","bool","bool","bool","bool","bool","bool"
0,549,[6579],[6838],20,"","","","","",1
1,550,[6579],[6838],20,"","","","","",1
2,551,[6579],[6838],20,"","","","","",1
3,552,[6579],[6838],20,"","","","","",1
4,554,[6580],[],20,"","","","","",1
5,555,[6580],[],20,"","","","","",1
6,556,[6580],[],20,"","","","","",1
7,557,[6580],[],20,"","","","","",1
8,564,[6583],[],20,"","","","","",1
9,565,[6583],[],20,"","","","","",1
10,566,[6583],[],20,"","","","","",1
11,567,[6583],[],20,"","","","","",1
12,569,[6584],[],20,"","","","","",1
13,570,[6584],[],20,"","","","","",1
14,571,[6584],[],20,"","","","","",1
15,572,[6584],[],20,"","","","","",1
16,574,[6585],[],20,"","","","","",1
17,575,[6585],[],20,"","","","","",1
18,576,[6585],[],20,"","","","","",1
19,577,[6585],[],20,"","","","","",1
20,579,[6586],[],20,"","","","","",1
21,580,[6586],[],20,"","","","","",1
22,581,[6586],[],20,"","","","","",1
23,582,[6586],[],20,"","","","","",1
24,584,[6587],[],20,"","","","","",""
25,743,[10049],[6839],1,1,"","","","",""
26,744,[10050],[6839],1,1,"","","","",""
27,745,[10051],[6839],1,1,"","","","",""
28,746,[10052],"[6839,6977]",1,1,"","","","",""
29,747,[10053],[6839],2,1,"","","","",""
30,748,[10054],[6839],2,1,"","","","",""
31,749,[10055],[6839],2,1,"","","","",""
32,750,[10056],"[6839,6978]",2,1,"","","","",""
33,751,[10057],[6839],3,1,"","","","",""
34,752,[10058],[6839],3,1,"","","","",""
35,753,[10059],[6839],3,1,"","","","",""
36,754,[10060],"[6839,6979]",3,1,"","","","",""
37,755,[10061],[6839],0,1,"","","","",""
38,756,[10062],[6839],0,1,"","","","",""
39,757,[10063],[6839],0,1,"","","","",""
40,758,[10064],"[6839,6980]",0,1,"","","","",""
41,759,[10065],[6839],0,1,"","","","",""
42,760,[10066],[6839],0,1,"","","","",""
43,761,[10067],[6839],0,1,"","","","",""
44,762,[10068],[6839],0,1,"","","","",""
45,763,[10069],[6839],4,1,1,"","","",""
46,764,[10070],[6839],4,1,1,"","","",""
47,765,[10071],[6839],4,1,1,"","","",""
48,766,[10072],"[6839,6981]",4,1,1,"","","",""
49,767,[10073],[6839],5,1,"",1,"","",""
50,768,[10074],[6839],5,1,"",1,"","",""
51,769,[10075],[6839],5,1,"",1,"","",""
52,770,[10076],"[6839,6982]",5,1,"",1,"","",""
53,771,[10077],[6839],0,1,"","","","",""
54,772,[10078],[6839],0,1,"","","","",""
55,773,[10079],[6839],0,1,"","","","",""
56,774,[10080],"[6839,6983]",0,1,"","","","",""
57,775,[10081],[6839],6,1,"","","","",""
58,776,[10082],[6839],6,1,"","","","",""
59,777,[10083],[6839],6,1,"","","","",""
60,778,[10084],"[6839,6984]",6,1,"","","","",""
61,779,[10085],[6839],7,1,"","","","",""
62,780,[10086],[6839],7,1,"","","","",""
63,781,[10087],[6839],7,1,"","","","",""
64,782,[10088],"[6839,6985]",7,1,"","","","",""
65,783,[10089],[6839],8,1,"","","","",""
66,784,[10090],[6839],8,1,"","","","",""
67,785,[10091],[6839],8,1,"","","","",""
68,786,[10092],"[6839,6986]",8,1,"","","","",""
69,787,[10093],[6839],9,1,"","","","",""
70,788,[10094],[6839],9,1,"","","","",""
71,789,[10095],[6839],9,1,"","","","",""
72,790,[10096],"[6839,6987]",9,1,"","","","",""
73,791,[10097],[6839],10,1,"","","","",""
74,792,[10098],[6839],10,1,"","","","",""
75,793,[10099],[6839],10,1,"","","","",""
76,794,[10100],"[6839,6988]",10,1,"","","","",""
77,795,[10101],[6839],11,1,"","","","",""
78,796,[10102],[6839],11,1,"","","","",""
79,797,[10103],[6839],11,1,"","","","",""
80,798,[10104],"[6839,6989]",11,1,"","","","",""
81,799,[10105],[6839],12,1,"","","","",""
82,800,[10106],[6839],12,1,"","","","",""
83,801,[10107],[6839],12,1,"","","","",""
84,802,[10108],"[6839,6990]",12,1,"","","","",""
85,803,[10109],[],13,1,"","","","",""
86,804,[10110],[],13,1,"","","","",""
87,805,[10111],[],13,1,"","","","",""
88,806,[10112],[],13,1,"","","","",""
89,807,[10113],[],14,1,"","","","",""
90,808,[10114],[],14,1,"","","","",""
91,809,[10115],[],14,1,"","","","",""
92,810,[10116],[],14,1,"","","","",""
93,611,"[10470,10475]",[],15,"","","",1,"",""
94,612,"[10471,10476]",[],16,"","","",1,"",""
95,613,"[10472,10477]",[],17,"","","",1,"",""
96,614,"[10473,10478]",[],18,"","","",1,"",""
97,615,"[10474,10479]",[],19,"","","",1,"",""
98,616,"[10480,10485]",[],15,"","","",1,"",""
99,617,"[10481,10486]",[],16,"","","",1,"",""
100,618,"[10482,10487]",[],17,"","","",1,"",""
101,619,"[10483,10488]",[],18,"","","",1,"",""
102,620,"[10484,10489]",[],19,"","","",1,"",""
103,621,[6581],[],20,"","","",1,"",""
104,639,[11732],[7608],20,1,"","","",1,""
