"rownum","BaseItemTypesKey","ModsKeys","AchievementItemsKey","MapFragmentFamilies","bool","bool","bool","bool","bool","bool"
0,549,[6485],[6838],20,"","","","","",1
1,550,[6485],[6838],20,"","","","","",1
2,551,[6485],[6838],20,"","","","","",1
3,552,[6485],[6838],20,"","","","","",1
4,554,[6486],[],20,"","","","","",1
5,555,[6486],[],20,"","","","","",1
6,556,[6486],[],20,"","","","","",1
7,557,[6486],[],20,"","","","","",1
8,564,[6489],[],20,"","","","","",1
9,565,[6489],[],20,"","","","","",1
10,566,[6489],[],20,"","","","","",1
11,567,[6489],[],20,"","","","","",1
12,569,[6490],[],20,"","","","","",1
13,570,[6490],[],20,"","","","","",1
14,571,[6490],[],20,"","","","","",1
15,572,[6490],[],20,"","","","","",1
16,574,[6491],[],20,"","","","","",1
17,575,[6491],[],20,"","","","","",1
18,576,[6491],[],20,"","","","","",1
19,577,[6491],[],20,"","","","","",1
20,579,[6492],[],20,"","","","","",1
21,580,[6492],[],20,"","","","","",1
22,581,[6492],[],20,"","","","","",1
23,582,[6492],[],20,"","","","","",1
24,584,[6493],[],20,"","","","","",""
25,743,[9955],[6839],1,1,"","","","",""
26,744,[9956],[6839],1,1,"","","","",""
27,745,[9957],[6839],1,1,"","","","",""
28,746,[9958],"[6839,6977]",1,1,"","","","",""
29,747,[9959],[6839],2,1,"","","","",""
30,748,[9960],[6839],2,1,"","","","",""
31,749,[9961],[6839],2,1,"","","","",""
32,750,[9962],"[6839,6978]",2,1,"","","","",""
33,751,[9963],[6839],3,1,"","","","",""
34,752,[9964],[6839],3,1,"","","","",""
35,753,[9965],[6839],3,1,"","","","",""
36,754,[9966],"[6839,6979]",3,1,"","","","",""
37,755,[9967],[6839],0,1,"","","","",""
38,756,[9968],[6839],0,1,"","","","",""
39,757,[9969],[6839],0,1,"","","","",""
40,758,[9970],"[6839,6980]",0,1,"","","","",""
41,759,[9971],[6839],0,1,"","","","",""
42,760,[9972],[6839],0,1,"","","","",""
43,761,[9973],[6839],0,1,"","","","",""
44,762,[9974],[6839],0,1,"","","","",""
45,763,[9975],[6839],4,1,1,"","","",""
46,764,[9976],[6839],4,1,1,"","","",""
47,765,[9977],[6839],4,1,1,"","","",""
48,766,[9978],"[6839,6981]",4,1,1,"","","",""
49,767,[9979],[6839],5,1,"",1,"","",""
50,768,[9980],[6839],5,1,"",1,"","",""
51,769,[9981],[6839],5,1,"",1,"","",""
52,770,[9982],"[6839,6982]",5,1,"",1,"","",""
53,771,[9983],[6839],0,1,"","","","",""
54,772,[9984],[6839],0,1,"","","","",""
55,773,[9985],[6839],0,1,"","","","",""
56,774,[9986],"[6839,6983]",0,1,"","","","",""
57,775,[9987],[6839],6,1,"","","","",""
58,776,[9988],[6839],6,1,"","","","",""
59,777,[9989],[6839],6,1,"","","","",""
60,778,[9990],"[6839,6984]",6,1,"","","","",""
61,779,[9991],[6839],7,1,"","","","",""
62,780,[9992],[6839],7,1,"","","","",""
63,781,[9993],[6839],7,1,"","","","",""
64,782,[9994],"[6839,6985]",7,1,"","","","",""
65,783,[9995],[6839],8,1,"","","","",""
66,784,[9996],[6839],8,1,"","","","",""
67,785,[9997],[6839],8,1,"","","","",""
68,786,[9998],"[6839,6986]",8,1,"","","","",""
69,787,[9999],[6839],9,1,"","","","",""
70,788,[10000],[6839],9,1,"","","","",""
71,789,[10001],[6839],9,1,"","","","",""
72,790,[10002],"[6839,6987]",9,1,"","","","",""
73,791,[10003],[6839],10,1,"","","","",""
74,792,[10004],[6839],10,1,"","","","",""
75,793,[10005],[6839],10,1,"","","","",""
76,794,[10006],"[6839,6988]",10,1,"","","","",""
77,795,[10007],[6839],11,1,"","","","",""
78,796,[10008],[6839],11,1,"","","","",""
79,797,[10009],[6839],11,1,"","","","",""
80,798,[10010],"[6839,6989]",11,1,"","","","",""
81,799,[10011],[6839],12,1,"","","","",""
82,800,[10012],[6839],12,1,"","","","",""
83,801,[10013],[6839],12,1,"","","","",""
84,802,[10014],"[6839,6990]",12,1,"","","","",""
85,803,[10015],[],13,1,"","","","",""
86,804,[10016],[],13,1,"","","","",""
87,805,[10017],[],13,1,"","","","",""
88,806,[10018],[],13,1,"","","","",""
89,807,[10019],[],14,1,"","","","",""
90,808,[10020],[],14,1,"","","","",""
91,809,[10021],[],14,1,"","","","",""
92,810,[10022],[],14,1,"","","","",""
93,611,"[10376,10381]",[],15,"","","",1,"",""
94,612,"[10377,10382]",[],16,"","","",1,"",""
95,613,"[10378,10383]",[],17,"","","",1,"",""
96,614,"[10379,10384]",[],18,"","","",1,"",""
97,615,"[10380,10385]",[],19,"","","",1,"",""
98,616,"[10386,10391]",[],15,"","","",1,"",""
99,617,"[10387,10392]",[],16,"","","",1,"",""
100,618,"[10388,10393]",[],17,"","","",1,"",""
101,619,"[10389,10394]",[],18,"","","",1,"",""
102,620,"[10390,10395]",[],19,"","","",1,"",""
103,621,[6487],[],20,"","","",1,"",""
104,639,[11638],[7608],20,1,"","","",1,""
