"rownum","Id","HASH16","Stats","Stat1Value","Stat2Value","Stat3Value","AchievementItem"
0,"Accuracy1",-7939,[14667],40,0,0,8709
1,"Accuracy2",-14389,[17681],1,0,0,8709
2,"Accuracy3",-761,[14656],1,0,0,8709
3,"Accuracy4",9632,[17053],1,0,0,8709
4,"Accuracy5",-26358,[17491],50,0,0,8709
5,"Accuracy6",9755,"[83,556]",500,-2,0,8709
6,"Armour1",-19356,[17144],1,0,0,8709
7,"Armour2",-16816,[97],30,0,0,8709
8,"Armour3",-5782,[7823],20,0,0,8709
9,"Armour4",7137,[17148],1,0,0,8709
10,"Armour5",-5600,[17150],20,0,0,8709
11,"Armour6",10680,[17145],100,0,0,8709
12,"ArmourEvasion1",-16014,"[17246,17247]",120,5,0,8709
13,"ArmourEvasion2",-3251,"[7784,116]",8,8,0,8709
14,"ArmourEvasion3",5108,[215],80,0,0,8709
15,"ArmourEvasion4",23955,[17249],1,0,0,8709
16,"ArmourEvasion5",-6660,"[17248,4472]",40,40,0,8709
17,"ArmourEvasion6",-22278,"[17250,17251]",1,1,0,8709
18,"ArmourEnergyShield1",-24958,[17176],2,0,0,8709
19,"ArmourEnergyShield2",-27922,[17177],5,0,0,8709
20,"ArmourEnergyShield3",16215,[17178],10,0,0,8709
21,"ArmourEnergyShield4",18301,[14325],20,0,0,8709
22,"ArmourEnergyShield5",8653,[17179],100,0,0,8709
23,"ArmourEnergyShield6",-32,[1018],10,0,0,8709
24,"Attack1",28524,[1193],3,0,0,8709
25,"Attack2",-26382,[6516],1,0,0,8709
26,"Attack3",-27135,"[17860,17861]",1,6000,0,8709
27,"Attack4",-1025,[17277],1,0,0,8709
28,"Attack5",11938,[17278],5,0,0,8709
29,"Attack6",19500,[17281],1,0,0,8709
30,"Attributes1",5356,[3218],5,0,0,8709
31,"Attributes2",-24053,[6507],1,0,0,8709
32,"Attributes3",26621,[14505],5,0,0,8709
33,"Attributes4",-12932,[14506],5,0,0,8709
34,"Attributes5",15826,[14507],5,0,0,8709
35,"Axe1",28354,[5034],1,0,0,8709
36,"Axe2",11049,[8602],15,0,0,8709
37,"Axe3",9088,[3357],40,0,0,8709
38,"Axe4",-15361,"[11357,11294]",30,15,0,8709
39,"Axe5",-1308,[451],10,0,0,8709
40,"Axe6",233,[10906],1,0,0,8709
41,"Bleeding1",-5910,[3261],1,0,0,8709
42,"Bleeding2",10546,[451],60,0,0,8709
43,"Bleeding3",3449,[5156],60,0,0,8709
44,"Bleeding4",23936,[4553],80,0,0,8709
45,"Bleeding5",-26833,[14510],3,0,0,8709
46,"Blind1",-22012,[14175],40,0,0,8709
47,"Blind2",7831,[944],100,0,0,8709
48,"Blind3",-8073,[3517],60,0,0,8709
49,"Blind4",12100,[3353],100,0,0,8709
50,"Block1",-10523,[480],2,0,0,8709
51,"Block2",-20696,[7763],2,0,0,8709
52,"Block3",23442,"[1325,1326]",20,20,0,8709
53,"Block4",4500,[14542],3,0,0,8709
54,"Block5",-24214,[13931],3,0,0,8709
55,"Bow1",-5902,[7067],100,0,0,8709
56,"Bow2",-20024,[9337],20,0,0,8709
57,"Bow3",-22584,[10508],100,0,0,8709
58,"Bow4",26894,[12583],100,0,0,8709
59,"Bow5",-28569,[14890],100,0,0,8709
60,"Bow6",-8585,[14891],1,0,0,8709
61,"Brand1",-28350,[14273],10,0,0,8709
62,"Brand2",5907,[14329],30,0,0,8709
63,"Brand3",20630,[11449],1,0,0,8709
64,"Brand4",-25673,[8166],50,0,0,8709
65,"Brand5",-32659,[8000],2,0,0,8709
66,"Brand6",-18864,[8144],40,0,0,8709
67,"Caster1",-17178,[14298],30,0,0,8709
68,"Caster2",-32447,[17065],25,0,0,8709
69,"Caster3",-4465,[17066],6,0,0,8709
70,"Caster4",-14630,[10847],1,0,0,8709
71,"Caster5",27401,[8516],1,0,0,8709
72,"Caster6",23471,[17067],25,0,0,8709
73,"Chaos1",-14603,[17209],1,0,0,8709
74,"Chaos2",-5962,"[10106,14275]",1,10,0,8709
75,"Chaos3",1727,[912],1,0,0,8709
76,"Chaos4",21652,[474],40,0,0,8709
77,"Chaos5",28678,[17208],10,0,0,8709
78,"Chaos6",-521,[17500],5,0,0,8709
79,"Charges1",28720,[14276],1,0,0,8709
80,"Charges2",-16875,[14277],1,0,0,8709
81,"Charges3",14100,[14278],1,0,0,8709
82,"Charges4",29652,[14304],100,0,0,8709
83,"Charges5",-25229,[9030],3,0,0,8709
84,"Claw1",-25495,"[17804,17805]",25,25,0,8709
85,"Claw2",7389,[17807],1,0,0,8709
86,"Claw3",-29061,[17806],60,0,0,8709
87,"Claw4",4516,[451],10,0,0,8709
88,"Claw5",2823,[17820],50,0,0,8709
89,"Claw6",22056,[14674],40,0,0,8709
90,"Cold1",4116,[472],40,0,0,8709
91,"Cold2",13267,[17481],10,0,0,8709
92,"Cold3",-26722,[17137],20,0,0,8709
93,"Cold4",-32407,[910],1,0,0,8709
94,"Cold5",19495,[17138],10,0,0,8709
95,"Cold6",26782,[17132],5,0,0,8709
96,"Criticals1",9986,[11911],50,0,0,8709
97,"Criticals2",2987,[14299],25,0,0,8709
98,"Criticals3",-5802,[14315],100,0,0,8709
99,"Criticals4",-27466,[14327],3,0,0,8709
100,"Criticals5",-4002,[97],30,0,0,8709
101,"Criticals6",-12852,[3961],150,0,0,8709
102,"Curse1",13382,[451],20,0,0,8709
103,"Curse2",-22286,[16682],-40,0,0,8709
104,"Curse3",-19845,[11424],1,0,0,8709
105,"Curse4",-30110,[11554],20,0,0,8709
106,"Curse5",-30873,[10890],1,0,0,8709
107,"Curse6",18130,"[16727,16726]",1,1,0,8709
108,"Dagger1",-2313,[3467],100,0,0,8709
109,"Dagger2",-32221,[1996],1,0,0,8709
110,"Dagger3",20515,[14641],10,0,0,8709
111,"Dagger4",-22977,[451],8,0,0,8709
112,"Dagger5",-7227,[17731],50,0,0,8709
113,"Dagger6",-20667,[9723],40,0,0,8709
114,"DamageOverTime1",2459,[13247],30,0,0,8709
115,"DamageOverTime2",1251,[14514],10,0,0,8709
116,"DamageOverTime3",-31116,"[209,5751]",15,15,0,8709
117,"DamageOverTime4",11521,[14643],-10,0,0,8709
118,"DualWield1",14796,"[14279,2763]",1,15,0,8709
119,"DualWield2",6090,[14280],100,0,0,8709
120,"DualWield3",-19043,[14281],60,0,0,8709
121,"DualWield4",7972,[14303],20,0,0,8709
122,"DualWield5",-5096,[14305],15,0,0,8709
123,"DualWield6",-31577,"[14310,14311]",20,20,0,8709
124,"Duration1",17852,[14313],10,0,0,8709
125,"Duration2",21730,[14314],-10,0,0,8709
126,"Duration3",24352,[5998],15,0,0,8709
127,"Duration4",14881,[606],20,0,0,8709
128,"Elemental1",-17151,[14331],18,0,0,8709
129,"Elemental2",4119,[1631],-60,0,0,8709
130,"Elemental3",-6193,[17158],-50,0,0,8709
131,"Elemental4",17942,[17159],25,0,0,8709
132,"Elemental5",30502,[451],1,0,0,8709
133,"Elemental6",25681,[451],3,0,0,8709
134,"EnergyShield1",-14112,"[1695,1173]",1,30,0,8709
135,"EnergyShield2",30520,[17735],-10,0,0,8709
136,"EnergyShield3",571,[14306],60,0,0,8709
137,"EnergyShield4",-29726,[1371],120,0,0,8709
138,"EnergyShield5",29586,[14517],30,0,0,8709
139,"EnergyShield6",31556,[17761],100,0,0,8709
140,"Evasion1",25487,[7251],1,0,0,8709
141,"Evasion2",-28346,[4472],40,0,0,8709
142,"Evasion3",6462,[6400],10,0,0,8709
143,"Evasion4",-3795,"[4269,5083,11409]",30,30,30,8709
144,"Evasion5",-8462,[14663],15,0,0,8709
145,"Evasion6",28676,[14660],100,0,0,8709
146,"EvasionEnergyShield1",11541,[14515],30,0,0,8709
147,"EvasionEnergyShield2",-19437,[14516],20,0,0,8709
148,"EvasionEnergyShield3",-18385,"[17810,17811]",20,40,0,8709
149,"EvasionEnergyShield4",-27113,[17813],100,0,0,8709
150,"EvasionEnergyShield5",4606,"[17815,17812]",1,1,0,8709
151,"EvasionEnergyShield6",27103,[17814],1,0,0,8709
152,"Fire1",24180,[14284],5,0,0,8709
153,"Fire2",-516,[471],40,0,0,8709
154,"Fire3",37,[17674],3,0,0,8709
155,"Fire4",-29223,[17675],50,0,0,8709
156,"Fire5",-10228,[17676],60,0,0,8709
157,"Fire6",6216,"[17677,17678]",1,100,0,8709
158,"Flask1",29214,"[10400,9455]",1,1,0,8709
159,"Flask2",-5630,[9450],1,0,0,8709
160,"Flask3",11869,[14301],1,0,0,8709
161,"Flask4",-24630,[3484],25,0,0,8709
162,"Flask5",20464,[4575],100,0,0,8709
163,"Flask6",10815,[12754],4,0,0,8709
164,"Fortify1",-27611,[17167],100,0,0,8709
165,"Fortify2",-14383,[17168],20,0,0,8709
166,"Fortify3",27173,[17169],-2,0,0,8709
167,"Fortify4",4710,[17170],4,0,0,8709
168,"Fortify5",28469,"[2676,14187]",100,-3,0,8709
169,"Fortify6",23472,[14445],-10,0,0,8709
170,"Impale1",-22241,[17764],10,0,0,8709
171,"Impale2",-9403,[10198],20,0,0,8709
172,"Impale3",29209,"[11993,11991]",40,40,0,8709
173,"Impale4",-22228,"[12436,11992]",4,10,0,8709
174,"Impale5",20273,[14518],20,0,0,8709
175,"Impale6",-28749,[17765],20,0,0,8709
176,"Leech1",-3284,[17059],10,0,0,8709
177,"Leech2",2249,[17060],40,0,0,8709
178,"Leech3",5995,[451],25,0,0,8709
179,"Leech4",-11909,[17061],25,0,0,8709
180,"Leech5",-8238,[11324],100,0,0,8709
181,"Leech6",-12660,[451],25,0,0,8709
182,"Life1",-1155,[17040],4,0,0,8709
183,"Life2",-31294,[17042],15,0,0,8709
184,"Life3",-17894,[117],20,0,0,8709
185,"Life4",31822,[17043],55,0,0,8709
186,"Life5",21468,[17044],90,0,0,8709
187,"Life6",-27082,[17045],30,0,0,8709
188,"Link1",-5721,[14498],1,0,0,8709
189,"Link2",26985,[14501],1,0,0,8709
190,"Link3",18365,[17499],1,0,0,8709
191,"Link4",-19477,[17126],1,0,0,8709
192,"Link5",-881,[17316],1,0,0,8709
193,"Link6",18435,[17127],1,0,0,8709
194,"Lightning1",-12490,[473],40,0,0,8709
195,"Lightning2",-1295,[17671],60,0,0,8709
196,"Lightning3",-14543,[15814],15,0,0,8709
197,"Lightning4",28569,[19769],10,0,0,8709
198,"Lightning5",-1473,[14691],1,0,0,8709
199,"Lightning6",20364,[17672],-1,0,0,8709
200,"Mace1",-28404,[451],1,0,0,8709
201,"Mace2",17821,[14287],20,0,0,8709
202,"Mace3",12139,[14302],1,0,0,8709
203,"Mace4",22542,[14332],12,0,0,8709
204,"Mace5",-24545,[333],50,0,0,8709
205,"Mace6",16425,[2532],1,0,0,8709
206,"Mana1",2902,[125],300,0,0,8709
207,"Mana2",-9650,[11416],10,0,0,8709
208,"Mana3",-6472,[1039],10,0,0,8709
209,"Mana4",12119,[207],10,0,0,8709
210,"Mana5",-894,[3577],10,0,0,8709
211,"Mana6",-661,[14079],12,0,0,8709
212,"Mark1",2800,[17224],1,0,0,8709
213,"Mark2",-31505,[14521],1,0,0,8709
214,"Mark3",-16556,[14834],10,0,0,8709
215,"Mark4",-14695,[17225],1,0,0,8709
216,"Mark5",-13383,[11781],100,0,0,8709
217,"Mark6",23152,[17226],50,0,0,8709
218,"Mine1",29161,[9503],2,0,0,8709
219,"Mine2",-17713,[9504],-2,0,0,8709
220,"Mine3",18391,[9576],30,0,0,8709
221,"Mine4",21313,[3571],5,0,0,8709
222,"Mine5",533,[14526],1,0,0,8709
223,"Mine6",6510,[14528],150,0,0,8709
224,"MinionDefence1",-4253,[9634],8,0,0,8709
225,"MinionDefence2",20153,[14270],1,0,0,8709
226,"MinionDefence3",15574,[451],100,0,0,8709
227,"MinionDefence4",-7430,[4192],40,0,0,8709
228,"MinionDefence5",-22136,"[153,14474]",30,-15,0,8709
229,"MinionDefence6",-18900,[10853],5,0,0,8709
230,"MinionOffence1",-18107,[14307],20,0,0,8709
231,"MinionOffence2",9876,[14308],8,0,0,8709
232,"MinionOffence3",-25463,[9438],25,0,0,8709
233,"MinionOffence4",-23992,[2594],30,0,0,8709
234,"MinionOffence5",11723,[7688],250,0,0,8709
235,"MinionOffence6",-8357,[4250],20,0,0,8709
236,"Physical1",-2754,[1632],-60,0,0,8709
237,"Physical2",32255,[17787],10,0,0,8709
238,"Physical3",20173,[17786],1,0,0,8709
239,"Physical4",-26526,[17788],40,0,0,8709
240,"Physical5",18859,[14529],40,0,0,8709
241,"Physical6",-6526,[17789],6,0,0,8709
242,"Poison1",-30973,[451],300,0,0,8709
243,"Poison2",-2639,[8601],20,0,0,8709
244,"Poison3",-20236,[10501],12,0,0,8709
245,"Poison4",-1272,[451],1,0,0,8709
246,"Poison5",16264,[5025],3,0,0,8709
247,"Poison6",-13416,[14666],20,0,0,8709
248,"Projectile1",16644,[6741],20,0,0,8709
249,"Projectile2",2198,[7469],20,0,0,8709
250,"Projectile3",-13132,[14532],1,0,0,8709
251,"Projectile4",14813,[14531],1,0,0,8709
252,"Projectile5",1167,[14533],15,0,0,8709
253,"Projectile6",-21296,[14534],-15,0,0,8709
254,"Recovery1",19002,[17050],3,0,0,8709
255,"Recovery2",24305,[17783],1,0,0,8709
256,"Recovery3",6630,[17051],10,0,0,8709
257,"Recovery4",-29455,[16359],-50,0,0,8709
258,"Recovery5",16013,"[15794,17052]",1,6,0,8709
259,"Recovery6",-19883,[119],3000,0,0,8709
260,"Reservation1",28638,[14411],8,0,0,8709
261,"Reservation2",-31153,[17730],1,0,0,8709
262,"Reservation3",23621,[14080],20,0,0,8709
263,"Reservation4",-9065,[812],30,0,0,8709
264,"Reservation5",-4439,[14418],10,0,0,8709
265,"Reservation6",12046,[11000],50,0,0,8709
266,"Resistance1",19422,[17107],-65,0,0,8709
267,"Resistance2",4319,[17108],1,0,0,8709
268,"Resistance3",9074,[7473],1,0,0,8709
269,"Resistance4",-18729,"[5650,6060]",100,1,0,8709
270,"Resistance5",-11699,[11409],100,0,0,8709
271,"Resistance6",31331,"[17110,17109]",1,1,0,8709
272,"Shield1",-20273,[14433],50,0,0,8709
273,"Shield2",30612,[14434],1,0,0,8709
274,"Shield3",10059,[14435],1,0,0,8709
275,"Shield4",-15308,[8721],20,0,0,8709
276,"Shield5",-30234,[10807],2,0,0,8709
277,"Shield6",-20229,[10808],1,0,0,8709
278,"Staff1",-14673,"[14436,14437]",2,2,0,8709
279,"Staff2",28589,[14438],30,0,0,8709
280,"Staff3",-18287,[14439],8,0,0,8709
281,"Staff4",22149,[3680],20,0,0,8709
282,"Staff5",9143,"[3106,5371]",100,0,0,8709
283,"Staff6",-303,[6564],60,0,0,8709
284,"Stun1",-13262,"[102,333]",-100,200,0,8709
285,"Stun2",-19884,[7619],20,0,0,8709
286,"Stun3",6906,[17075],50,0,0,8709
287,"Stun4",-12979,[17076],1,0,0,8709
288,"Stun5",18881,[17077],25,0,0,8709
289,"Stun6",4842,[17078],2000,0,0,8709
290,"Suppression1",-7089,[14118],3,0,0,8709
291,"Suppression2",7677,[17027],1,0,0,8709
292,"Suppression3",-23522,"[17028,17029]",-2,1,0,8709
293,"Suppression4",2474,[17030],-50,0,0,8709
294,"Suppression5",13757,"[17031,17034]",1,8,0,8709
295,"Suppression6",-20219,[17032],1,0,0,""
296,"Sword1",-17941,[9302],3,0,0,8709
297,"Sword2",-18237,[7982],20,0,0,8709
298,"Sword3",8018,[12117],8,0,0,8709
299,"Sword4",23247,[14539],1,0,0,8709
300,"Sword5",-14614,"[2309,600]",120,-20,0,8709
301,"Sword6",-11469,[217],50,0,0,8709
302,"Totem1",-5486,[9942],1,0,0,8709
303,"Totem2",27718,[14414],30,0,0,8709
304,"Totem3",12747,[14412],5,0,0,8709
305,"Totem4",-12531,[14440],1,0,0,8709
306,"Totem5",32279,[2946],4000,0,0,8709
307,"Totem6",16950,[16404],3000,0,0,8709
308,"Trap1",13257,[13409],5,0,0,8709
309,"Trap2",8298,[3999],8,0,0,8709
310,"Trap3",-15271,[916],5,0,0,8709
311,"Trap4",20694,[304],60,0,0,8709
312,"Trap5",763,[4566],30,0,0,8709
313,"Trap6",-22475,[14527],1,0,0,8709
314,"TwoHand1",-29954,[11952],3,0,0,8709
315,"TwoHand2",27095,[3280],40,0,0,8709
316,"TwoHand3",31564,"[14645,14646]",10,10,0,8709
317,"TwoHand4",31038,[14649],15,0,0,8709
318,"TwoHand5",1626,"[3437,70]",60,-10,0,8709
319,"TwoHand6",-5290,[],0,0,0,8709
320,"Wand1",16545,[14441],10,0,0,8709
321,"Wand2",26785,[14442],1,0,0,8709
322,"Wand3",-22996,[14443],1,0,0,8709
323,"Wand4",-4184,[10998],100,0,0,8709
324,"Wand5",15133,"[451,451]",50,50,0,8709
325,"Wand6",-2256,[14644],1,0,0,8709
326,"Warcry1",14206,[11672],1,0,0,8709
327,"Warcry2",23021,[11670],15,0,0,8709
328,"Warcry3",-5502,[10378],1,0,0,8709
329,"Warcry4",12916,[11504],1,0,0,8709
330,"Warcry5",-1542,[17105],1,0,0,8709
331,"Warcry6",14032,[17106],10,0,0,8709
