"rownum","Id","HASH32"
0,"a1q1-KilledHillock",1350944260
1,"a1q1-SeenHillock",-1599668458
2,"a1q1-QuestRewardTaken",-1001824345
3,"Visited-1_5",-565236778
4,"a1q2-ReceivedQuest",1065909589
5,"a1q2-KilledBrutus",-1769526351
6,"a1q2-QuestRewardTaken",854415384
7,"FreeBanditRespec",270989393
8,"a1q3-ReceivedQuest",-2025932125
9,"a1q3-KilledSeaWitch",1701463055
10,"Visited-2_1",1293068334
11,"CompletedSkillGemTutorial",-731165841
12,"a1q1-QuestRewardSeen",1601101710
13,"NessaIntroduced",-730974935
14,"TarkleighIntroduced",2101274848
15,"a1q2-QuestRewardSeen",682626042
16,"a2b-KilledDexBandit",1823382294
17,"a2b-KilledIntBandit",375856381
18,"a2b-KilledStrBandit",1404090228
19,"a2q1-ReceivedQuest",-2097658682
20,"a2q2-ReceivedQuest",198262939
21,"a2q3-ReceivedQuest",-851528369
22,"CompletedLifeFlaskTutorial",203445153
23,"a1q4-KnowsAboutGlyphs",54625839
24,"a1q4-PlacedGlyphs",-1181060734
25,"a1q4-SeenGlyphWall",-2117219859
26,"Visited-1_8",-1909835003
27,"Visited-1_4",-161806650
28,"a1q2-TarkleighCongratulated",-1489587751
29,"a1q4-TarkleighClue",2087530210
30,"Visited-1_3",275691238
31,"BestelIntroduced",-2047841376
32,"a1q3-TarkleighCongratulated",666037596
33,"Visited-1_9",-682821455
34,"a1q4-NessaCongratulated",-691894720
35,"a1q4-QuestRewardSeen",297265407
36,"a1q4-QuestRewardTaken",-1729036824
37,"a1q4-Congratulated",-1340570756
38,"a1q3-QuestRewardSeen",-106356210
39,"a1q5-ReceivedQuest",-1917946145
40,"a1q5-QuestRewardSeen",2020757836
41,"a1q5-QuestRewardTaken",200227557
42,"a1q5-NessaCongratulated",-1675248334
43,"a1q2-NessaCongratulated",1104755369
44,"a1q5-BestelClue",830606035
45,"a1q6-ReceivedQuest",25012338
46,"a1q6-UsedRewardBook",1033239010
47,"a1q6-KilledFairgraves",-1124754459
48,"a1q3-BestelCongratulated",-424114365
49,"a1q5-HaveMedicineChest",-2121188108
50,"a1q4-HaveGlyph1",-1591880029
51,"a1q4-HaveGlyph2",-1295870891
52,"a1q4-HaveGlyph3",-1323017664
53,"a2q7-ReceivedQuest",683333570
54,"a2q1-QuestRewardTaken",680378811
55,"AfterBanditFight",-1284711592
56,"a2q2-QuestRewardTaken",554102397
57,"a2b-Congratulated",1326771691
58,"BanditAfterFightTalk",229437564
59,"EndGameAvailable",1195369339
60,"EndGameEnabled",-436201321
61,"HeistHubAvailable",-1420827148
62,"a1q6-HaveAllFlame",44006296
63,"a1q6-MetFairgraves",-890706547
64,"a1q6-DeliveredAllFlame",1637857059
65,"TalkedToWoundedExile",274818541
66,"a1q6-QuestRewardSeen",925760939
67,"a1q9-QuestRewardSeen",641258664
68,"a1q6-AskedAboutMerveil",-692737417
69,"a1q6-AskedBestelAboutFairgraves",-677696704
70,"a2b-SeenApexReward",-1409550590
71,"a2b-TownBanditQuestAvailable",-52742680
72,"NEVER_SET",-1182099882
73,"a1q3-QuestRewardTaken",2088622210
74,"a1q3-NessaCongratulated",-403546678
75,"a1q6-FairgravesAggro",953716858
76,"Act2TownLeaderIntroduced",-628411080
77,"a2q8-PlacedApex",-1566448011
78,"a2b-HaveIntAmulet",-966053688
79,"a2b-HaveStrAmulet",1568639449
80,"a2b-HaveDexAmulet",1158584765
81,"a2b-IntAlly",-1021270204
82,"a2b-DexAlly",1578162679
83,"a2b-StrAlly",1537674937
84,"a2b-DeliveredAmulets",1834614076
85,"a2q8-HaveApex",1836879690
86,"a2q8-KilledShadowMonster",1442040053
87,"a2q5-HaveGoldenHand",-128564508
88,"a2q5-DeliveredGoldenHand",-428973935
89,"a2q8-UnleashedDarkness",1083625699
90,"a2q3-QuestRewardTaken",-2048749567
91,"CompletedItemComparisonTutorial",1569717763
92,"FoxGirlIntroduced",-1417961260
93,"BoarGuardIntroduced",2002996943
94,"EmoGuyIntroduced",-119551558
95,"a2q4-HavePoisonSpear",-18839234
96,"a2q4-ReceivedQuest",554508471
97,"a2q5-ReceivedQuest",337770747
98,"a2q6-ReceivedQuest",-802318526
99,"a2q6-HaveSkillGem",997908697
100,"a2q9-PoisonedTree",-1103554806
101,"a2q9-SeenTree",1222791141
102,"Visited-2_6",-2056165102
103,"a2q5-QuestRewardSeen",-62721498
104,"a2q5-UsedRewardBook",-1801406015
105,"SeenChurchRuins",-108625167
106,"a2q4-QuestRewardSeen",3170477
107,"a2q4-QuestRewardTaken",165752168
108,"a2q6-QuestRewardSeen",-568875565
109,"a2q6-QuestRewardTaken",-1976308008
110,"a2q4-DeliveredSpear",-98553279
111,"a2q6-Congratulated",-1812979141
112,"CompletedWaypointTutorial",1810942143
113,"PoisonTreeClue",-406986560
114,"a1q7-ReceivedQuest",-587893968
115,"a1q7-SeenDweller",-2080594064
116,"a1q7-KilledDweller",-29869522
117,"a1q7-UsedRewardBook",-119412346
118,"a1q5-BestelCongratulated",1748834027
119,"a1q5-BestelRewardSeen",-609334356
120,"a1q5-BestelRewardTaken",1911806439
121,"BanditVoteCalled",1226857035
122,"a2q11-HaveKey",-1079221699
123,"a2q7-QuestRewardTaken",-358093836
124,"Visited-1_1",557453343
125,"Visited-1_town",154973794
126,"Visited-1_2",-1144538322
127,"Visited-1_2a",841769974
128,"Visited-1_3a",-670254598
129,"Visited-1_4_0",1056557635
130,"Visited-1_6",-1262165496
131,"Visited-1_7",1810049756
132,"Visited-1_9a",1144684709
133,"Visited-1_11",-1746803625
134,"Visited-2_town",2098692845
135,"Visited-2_2",1300006762
136,"Visited-2_2a",207162842
137,"Visited-2_3",796707939
138,"Visited-2_4",615561027
139,"Visited-2_5",1989739481
140,"Visited-2_7",-763106690
141,"Visited-2_8",-232791618
142,"Visited-2_9",1149574209
143,"Visited-2_10",1515666579
144,"Visited-2_11",-1404904998
145,"Visited-2_12",-930298014
146,"Visited-2_13",98339869
147,"Visited-2_14",1443371878
148,"Visited-2_15",484096458
149,"LillyRothEpilogueShoresSeen",-1659898475
150,"Visited-3_1",1516972067
151,"Visited-3_town",-56713315
152,"Visited-3_2",2118049472
153,"Visited-3_3",-1456539269
154,"EramirOnChamber",1526336435
155,"Visited-3_5",-1690434966
156,"Visited-3_6",-525076296
157,"Visited-3_7",2126581703
158,"Visited-3_8_1",700516746
159,"Visited-3_9",128980052
160,"Visited-3_10",-1459062372
161,"EramirOnDominus",-1953159745
162,"a7q8-SeenShrine",1266871133
163,"Visited-3_13",632415034
164,"Visited-3_14_1",875163398
165,"Visited-3_15",1769539654
166,"Visited-3_16",-2076232901
167,"Visited-3_17",1164349193
168,"Visited-3_18",1985845837
169,"a3q1-QuestReceived",994839266
170,"a3q1-SeenGirl",-959605545
171,"a3q1-RescuedGirl",561780079
172,"a3q1-Congratulated",-373685745
173,"a3q1-QuestRewardSeen",-303518612
174,"a3q1-QuestRewardTaken",852428954
175,"a3q2-SeenTolmanItem",-128557915
176,"a3q2-HaveTolmanItem",-2001763992
177,"a3q2-DeliveredItem",1256263784
178,"a3q2-Congratulated",761353536
179,"a3q2-QuestRewardSeen",-1431926286
180,"GrigorChatGetKey",356175034
181,"a3q3-QuestReceived",-775349294
182,"a3q3-DiallaIntroduced",1408333947
183,"a3q3-Congratulated",431994837
184,"IsClassicCharacter",-1804383053
185,"KilledAtziri",-347223430
186,"a3q4-QuestReceived",-107239053
187,"a3q4-HaveRibbonSpool",926822253
188,"a3q4-DeliveredSpool",-993801873
189,"a3q4-QuestRewardSeen",185493734
190,"a3q4-QuestRewardTaken",-1494410344
191,"a3q5-QuestReceived",-775688053
192,"a3q5-HaveSulphite",49805781
193,"a3q5-DeliveredSulphite",-935558634
194,"a3q5-DiallaClue",1624655329
195,"a3q5-SeenSphincter",-1813195010
196,"a3q13-FairgravesIntro",-507664725
197,"a3q13-QuestReceived",-618635826
198,"a3q13-QuestRewardTaken",1832355753
199,"a3q13-HaveDecanter",-177861003
200,"a3q13-HavePlum",-679809498
201,"a3q13-DeliveredItems",967303495
202,"a3q13-FairgravesFarewell",1775650565
203,"Fairgraves2OnDecanter",-1641143164
204,"Fairgraves2OnFruit",915475931
205,"Fairgraves2OnResurrection",121465231
206,"Fairgraves2OnUndying",-1916381533
207,"Fairgraves2OnEmpire",-1327745749
208,"a3q8-QuestReceived",-1892097659
209,"a3q8-SeenGeneral",1487580646
210,"a3q8-KilledGeneral",1744679537
211,"a3q8-Congratulated",2084408276
212,"a3q8-QuestRewardSeen",-716433587
213,"a3q8-QuestRewardTaken",1103036282
214,"a3q9-QuestReceived",525462806
215,"a3q9-GrygorClue",2108866450
216,"a3q9-SeenPiety",999533570
217,"a3q9-KilledPiety",46503468
218,"a3q9-UsedRewardBook",-735986391
219,"CompletedSupportGemTutorial",-1986164824
220,"CompletedManaFlaskTutorial",-1624082901
221,"a3q10-QuestReceived",-344484755
222,"a3q10-SeenDominus",2102202970
223,"a3q10-KilledDominus",-1766862956
224,"a1q8-SeenUndeadRhoa",-1602232266
225,"a1q8-QuestReceived",-649524148
226,"a1q8-SeenNecromancer",-1610993191
227,"a1q8-KilledNecromancer",-570104317
228,"a1q8-Cleared",1422146562
229,"a1q8-UsedRewardBook",-999822563
230,"a1q9-QuestReceived",-967984340
231,"a1q9-SeenBlockage",272890081
232,"a1q9-RoadBlocked",-1346585994
233,"a1q9-SilkClue",1656429439
234,"a1q9-RoadOpened",-1984575170
235,"a2q8-SeenAltar",1727520311
236,"a2q8-EramirScared",-103873665
237,"a2q8-YeenaScared",-1502195905
238,"a2q8-GreustScared",727509411
239,"a2q8-SilkScared",270893933
240,"a2q8-OakScared",304037787
241,"a2q8-AliraScared",-415350283
242,"a2q8-KraitynScared",2113659951
243,"a2q6-RescuedHelena",-1673576409
244,"a2q6-HelenaInTown",-293578208
245,"a2q10-QuestReceived",-1282636249
246,"a2q10-SeenBeast",-940143511
247,"a2q10-KilledBeast",1838878043
248,"a2q10-QuestRewardSeen",690243798
249,"a2q10-QuestRewardTaken",-176283028
250,"a2q10-Congratulated",-2135214574
251,"HelenaIntroduced",217171782
252,"a2q6-SeenHelena",2059591388
253,"a2q6-KilledDemon",1895637916
254,"a2q8-QuestReceived",2086171162
255,"a2q8-EramirClue",-547154279
256,"a2q8-HelenaScared",173357567
257,"a2q8-SeenShadowMonster",-970396355
258,"a2q8-SeenPyramid",-1762920053
259,"a2q4-SilkClue",-1582284967
260,"a2q4-SeenWeaver",-1708148285
261,"a2q7-EramirCombined",-1186689934
262,"a2q6-SeenPiety",1358009641
263,"a2q8-EramirDarkAltarClue",21603115
264,"a1q9-UsedRewardBook",348288340
265,"a3q1-HarganMet",1433781746
266,"a3q1-HarganBothered",-519116082
267,"a3q1-MaramoaBothered",-595339213
268,"a3q2-SeenPiety",-651785839
269,"a1q9-Congratulated",-564055745
270,"HarganIntroduced",-1645927690
271,"a3q1-GrigorCongratulated",-1613408351
272,"a3q3-AskedAboutPiety",1654560669
273,"a1q3-NessaHelped",-1898180557
274,"a3q1-GrigorMet",-1191266643
275,"a3q3-HarganClue",-106023335
276,"a3q9-MaramoaCongratulated",2010508477
277,"a3q9-HarganCongratulated",-127854873
278,"a3q9-ClarissaCongratulated",58400910
279,"NessaChatTarkleigh",943650895
280,"NessaOnPiety",875372532
281,"CompletedPassivePointTutorial",1716862661
282,"NessaChatRhoas",-687956073
283,"NessaChatBestel",1668711868
284,"NessaChatRoad",711791785
285,"NessaChatBrutus",-40301024
286,"NessaChatRoadOpen",1524264112
287,"TarkleighChatLioneye",85959627
288,"TarkleighChatZombies",1852203292
289,"TarkleighChatMerveil",-1561735101
290,"TarkleighChatWraeclast",-830532329
291,"TarkleighChatScavengers",-1553580019
292,"TarkleighChatBestel",242511920
293,"TarkleighChatNessa",2131370079
294,"TarkleighChatGlyphWall",-2047081043
295,"TarkleighChatGlyphs",-1238518907
296,"TarkleighChatRoad",-1390806645
297,"TarkleighChatRoadOpen",-1903038632
298,"BestelChatLioneye",257346445
299,"BestelChatMarceus",-1711607825
300,"BestelChatWraeclast",-1465018807
301,"BestelChatNessa",274304667
302,"BestelChatTarkleigh",1012189409
303,"BestelChatZombies",-1111772717
304,"BestelChatMerveil",812030390
305,"BestelChatBrutus",1220438842
306,"BestelChatUndeadRhoa",311844433
307,"EramirChatAzmeri",-26128088
308,"EramirChatYeena",-1486872062
309,"EramirChatGreust",1646445925
310,"EramirChatSilk",-212975804
311,"EramirChatHelena",-1071682229
312,"EramirChatBlackguards",524171821
313,"EramirChatKilledOneBandit",-1367199000
314,"Visited-4_7",-585680700
315,"a5q1-SeenResonator",-1124914555
316,"EramirChatOneBanditLives",-197413309
317,"a5q1-UsedResonator",-1671740252
318,"Visited-5_1",-178338762
319,"EramirChatKilledShadow",1301094836
320,"EramirChatBalefulGem",465992150
321,"EramirChatMaligaroSpike",1839211844
322,"EramirChatMaligaroStuff",1768916468
323,"EramirChatSeenTree",1301154822
324,"EramirChatKilledTree",1627615822
325,"EramirChatFellshrine",945136491
326,"EramirChatBlockedRoad",-1618193749
327,"EramirChatOpenedRoad",1963672344
328,"YeenaChatEramir",1915263293
329,"YeenaChatGreust",-1207718109
330,"YeenaChatSilk",539703594
331,"YeenaChatHelena",451729155
332,"YeenaChatMonkeys",727880842
333,"YeenaChatVipers",1931712233
334,"YeenaChatElementals",391284105
335,"YeenaChatMaligaroSpike",-375139745
336,"YeenaChatKilledTree",1139654172
337,"YeenaChatChamberSins",1225077693
338,"GreustChatEramir",52219317
339,"GreustChatYeena",1656753376
340,"GreustChatSilk",1367496280
341,"GreustChatMonkeys",-156579932
342,"GreustChatVipers",-1123587020
343,"GreustChatElementals",591280889
344,"GreustChatSpear",-1106103859
345,"GreustChatHelenaHate",17667124
346,"GreustChatChamberSins",-248214961
347,"GreustChatBandits",-650797182
348,"TarkleighChatGoatmen",-339663337
349,"GreustChatRoadBlocked",-1206814221
350,"FairgravesChatMarooned",-181926881
351,"FairgravesChatAllflame",-192829887
352,"FairgravesChatRevealed",1950453169
353,"FairgravesChatMNecklace",-343912592
354,"FairgravesChatWraeclast",1013109027
355,"SilkChatEramir",-1920182691
356,"SilkChatYeena",-366290674
357,"SilkChatGreust",-1109043683
358,"SilkChatHelena",1765203710
359,"a1q7-Congratulated",-1783585103
360,"a1q7-QuestRewardSeen",2020791776
361,"SilkChatBeast",716890923
362,"SilkChatKilledBeast",-309488896
363,"HaveOniGoroshi",429146689
364,"SilkChatRoadOpen",-86213961
365,"BanditPostChat",-82767950
366,"AlvaChatAlva",1119721350
367,"OakChatPersuade",1705618668
368,"CompletedAllTutorials",178393451
369,"CompletedSecondPassiveTutorial",1374337048
370,"CompletedIdentificationTutorial",-956778296
371,"CompletedGemLevelUpTutorial",-847237200
372,"TarkleighChatLettersOfExile",2029187348
373,"AlvaChatTemple",1919805466
374,"KraitynChatPersuade",166336976
375,"Visited-3_8_2",-1762080536
376,"A10LillySailedAway",107917577
377,"HaveAtlasPass",-1486957137
378,"CompletedNonTrivialRecipe",-1076751125
379,"TarkleighChatMedicineChest",1842253408
380,"AlvaChatOriath",-1578795254
381,"AliraChatPersuade",-1393071160
382,"a4q1-KilledDoedre",1835766166
383,"a4q1-KilledShavronne",1490745533
384,"a4q1-KilledMaligaro",478975559
385,"UnlockedLillyGemShop",-159392833
386,"HarganChatTolman",-1008165060
387,"HarganChatTolmanFound",1046484672
388,"HarganChatUndying",1307591308
