"rownum","Id","[rid]","i32","i32","rid"
0,"divine_cry_weapon",[473],1,0,""
1,"divine_cry_weapon",[505],1,2,""
2,"divine_cry_weapon",[309],1,3,""
3,"storm_rain_beam",[478],3,0,""
4,"chain_strike",[187],3,0,""
5,"chain_strike",[480],3,1,""
6,"orb_of_storms",[3],1,0,""
7,"orb_of_storms",[69],1,1,""
8,"orb_of_storms",[481],1,2,""
9,"orb_of_storms",[649],1,1000,""
10,"exsanguinate_beam",[427],1,0,""
11,"exsanguinate_beam_lite",[472],1,0,""
12,"exsanguinate_beam",[482],1,1,""
13,"exsanguinate_beam_lite",[483],1,1,""
14,"exsanguinate_beam",[525],1,2,""
15,"exsanguinate_beam_lite",[526],1,2,""
16,"exsanguinate_beam",[608],1,1000,""
17,"exsanguinate_beam_lite",[609],1,1000,""
18,"earthshatter_spike_beam",[429],1,1,""
19,"earthshatter_spike_beam_ancestral",[430],1,1,11250
20,"arc",[3],1,0,""
21,"arc",[5],1,1,""
22,"arc",[4],1,2,""
23,"arc",[39],1,3,""
24,"arc",[6],1,4,""
25,"arc",[3],1,5,""
26,"arc",[96],1,6,""
27,"arc",[111],1,7,""
28,"arc",[201],1,8,""
29,"arc",[202],1,9,""
30,"arc",[229],1,10,""
31,"arc",[318],1,11,""
32,"arc",[499],1,12,""
33,"arc",[517],1,13,""
34,"arc",[230],1,14,""
35,"storm_brand_attached_beam",[113],3,0,""
36,"storm_brand_attached_beam",[199],3,1,""
37,"storm_brand_attached_beam",[501],3,2,""
38,"storm_brand_attack_beam",[114],3,0,""
39,"storm_brand_attack_beam",[200],3,1,""
40,"storm_brand_attack_beam",[502],3,2,""
41,"armageddon_attached_beam",[119],3,0,""
42,"armageddon_attached_beam",[501],3,2,""
43,"arcanist_brand_attached_beam",[267],3,0,""
44,"arcanist_brand_attached_beam",[501],3,2,""
45,"penance_brand_attached_beam",[269],3,0,""
46,"penance_brand_attached_beam",[501],3,2,""
47,"penance_brand_charge_beam",[270],3,0,""
48,"penance_brand_charge_beam",[503],3,2,""
49,"winter_brand_attached_beam",[277],3,0,""
50,"winter_brand_attached_beam",[501],3,2,""
51,"winter_brand_charge_beam",[288],3,0,""
52,"winter_brand_charge_beam",[504],3,2,""
53,"tempest_shield_beam",[26],1,0,""
54,"tempest_shield_beam",[518],1,1,""
55,"soul_link_beam",[506],1,0,""
56,"flame_link_beam",[507],1,0,""
57,"remora_link_beam",[508],1,0,""
58,"bulwark_link_beam",[509],1,0,""
59,"trigger_link_beam",[510],1,0,""
60,"critical_link_beam",[511],1,0,""
61,"brand_surge_cast_beam",[293],1,0,""
62,"brand_surge_cast_beam",[512],1,1,""
63,"brand_surge_cast_beam",[513],1,2,""
64,"crackling_lance_main_beam",[316],1,0,""
65,"crackling_lance_main_beam",[385],1,1,""
66,"crackling_lance_main_beam",[514],1,2,""
67,"crackling_lance_final_beam",[358],1,0,""
68,"crackling_lance_final_beam",[386],1,1,""
69,"crackling_lance_final_beam",[515],1,2,""
70,"toxic_rain_vine",[105],1,0,""
71,"toxic_rain_vine",[106],1,1,""
72,"toxic_rain_vine",[105],1,2,""
73,"toxic_rain_vine",[107],1,3,""
74,"toxic_rain_vine",[423],1,4,""
75,"toxic_rain_vine",[439],1,5,""
76,"toxic_rain_vine",[521],1,6,""
77,"toxic_rain_vine",[529],1,7,""
78,"toxic_rain_vine",[530],1,1000,""
79,"sentinel_beam_laser",[535],1,0,""
80,"sentinel_beam_laser",[536],1,1,""
81,"sentinel_beam_laser",[537],1,2,""
82,"laser_spears_beam",[523],1,0,""
83,"laser_spears_beam",[610],1,1,""
84,"ball_lightning_target",[19],1,0,""
85,"ball_lightning_target",[13],1,1,""
86,"ball_lightning_target",[27],1,2,""
87,"ball_lightning_target",[48],1,3,""
88,"ball_lightning_target",[72],1,4,""
89,"ball_lightning_target","[156,157,158]",1,5,""
90,"ball_lightning_target",[222],1,6,""
91,"ball_lightning_target","[156,157,158]",1,7,""
92,"ball_lightning_target",[280],1,8,""
93,"ball_lightning_target",[307],1,9,""
94,"ball_lightning_target",[354],1,10,""
95,"ball_lightning_target",[612],1,1000,""
96,"ball_lightning_target",[696],1,1001,""
97,"ball_lightning_ground",[20],1,0,""
98,"ball_lightning_ground",[20],1,1,""
99,"ball_lightning_ground",[20],1,2,""
100,"ball_lightning_ground",[49],1,3,""
101,"ball_lightning_ground",[72],1,4,""
102,"ball_lightning_ground","[156,157,158]",1,5,""
103,"ball_lightning_ground",[222],1,6,""
104,"ball_lightning_ground","[156,157,158]",1,7,""
105,"ball_lightning_ground",[281],1,8,""
106,"ball_lightning_ground",[308],1,9,""
107,"ball_lightning_ground",[355],1,10,""
108,"ball_lightning_ground",[612],1,1000,""
109,"ball_lightning_ground",[696],1,1001,""
110,"monster_soulrend_beam",[160],1,0,""
111,"monster_soulrend_beam",[196],1,1,""
112,"monster_soulrend_beam",[442],1,1000,""
113,"monster_soulrend_beam",[442],1,1001,""
114,"monster_soulrend_beam",[614],1,1002,""
115,"monster_soulrend_beam",[629],1,1003,""
116,"monster_soulrend_beam",[735],1,1004,""
117,"monster_soulrend_beam",[614],1,1005,""
118,"galvanic_field_beam",[3],1,0,""
119,"galvanic_field_beam",[541],1,1,""
120,"galvanic_field_beam",[543],1,2,""
121,"lightning_tendrils_beam",[68],1,0,""
122,"lightning_tendrils_beam",[68],1,1,""
123,"lightning_tendrils_beam",[542],1,2,""
