"rownum","ModsKey","AtlasModTiers"
0,8636,2
1,8637,2
2,8638,3
3,8639,2
4,8640,3
5,8641,2
6,8642,3
7,8643,2
8,8644,3
9,8645,2
10,8646,2
11,8647,3
12,8648,2
13,8649,3
14,8650,2
15,8651,3
16,8652,2
17,8653,3
18,8654,2
19,8655,3
20,8656,2
21,8657,3
22,8658,2
23,8659,2
24,8660,2
25,8661,2
26,8662,3
27,8663,2
28,8664,3
29,8665,2
30,8666,3
31,8667,2
32,8668,3
33,8669,2
34,8670,3
35,8671,2
36,8672,3
37,8673,2
38,8674,3
39,8675,2
40,8676,2
41,8677,3
42,8678,2
43,8679,3
44,8680,2
45,8681,3
46,8682,2
47,8683,3
48,8684,2
49,8685,3
50,8686,2
51,8687,3
52,8688,2
53,8689,3
54,8690,2
55,8691,3
56,8692,2
57,8693,3
58,8694,2
59,8695,3
60,8696,2
61,8697,3
62,8698,2
63,8699,3
64,8700,2
65,8701,3
66,8702,2
67,8703,3
68,8704,2
69,8705,3
70,8706,2
71,8707,3
72,8708,2
73,8709,3
74,8710,2
75,8711,3
76,8712,2
77,8713,3
78,8714,2
79,8715,3
80,8716,2
81,8717,3
82,8718,2
83,8719,3
84,8720,2
85,8721,3
86,8722,2
87,8723,3
88,8724,2
89,8725,3
90,8726,2
91,8727,3
92,8728,2
93,8729,3
94,8730,2
95,8731,3
96,8732,2
97,8733,3
98,8734,2
99,8735,3
100,8736,2
101,8737,2
102,8738,2
103,8739,3
104,8740,3
105,8741,3
106,8742,2
107,8743,3
108,8744,2
109,8745,3
110,10344,2
111,10345,3
112,10355,2
113,10356,3
114,10359,2
115,10360,3
116,10361,2
117,10362,3
118,10363,2
119,10364,2
120,10365,2
121,10366,3
122,10367,2
123,10368,3
124,10369,2
125,10370,2
126,10371,3
127,10374,2
128,10375,3
129,10459,2
130,10460,3
131,10584,2
132,10585,3
133,10494,2
134,10495,3
135,10533,2
136,10534,3
137,10710,2
138,10711,3
139,10706,2
140,10707,3
141,11635,2
142,11636,3
