"rownum","string","[rid]","i32"
0,"steelskin_hit",[19],0
1,"steelskin_hit",[250],1
2,"steelskin_hit",[20],2
3,"steelskin_fadeout",[13],0
4,"steelskin_fadeout",[251],1
5,"steelskin_fadeout",[14],2
6,"divine_cry_weapon_left",[302],0
7,"divine_cry_weapon_left",[360],2
8,"divine_cry_weapon_left",[362],3
9,"divine_cry_weapon_right",[301],0
10,"divine_cry_weapon_right",[361],2
11,"divine_cry_weapon_right",[363],3
12,"chain_strike_dash",[10],0
13,"chain_strike_dash",[304],1
14,"chain_strike_hit",[11],0
15,"chain_strike_hit",[305],1
16,"arcane_cloak_block",[74],0
17,"arcane_cloak_block",[306],1
18,"arcane_cloak_fade_out",[73],0
19,"arcane_cloak_fade_out",[307],1
20,"igniting_flask_in_hand",[308],0
21,"igniting_flask_in_hand_scion_pls",[309],0
22,"weapon_trap_weapon",[313],0
23,"ambush_teleport_in",[319],0
24,"ambush_teleport_out",[320],0
25,"rage_slash_weapon",[321],0
26,"rage_slash_weapon",[504],1
27,"soulfeast_hand_surge",[322],0
28,"soulfeast_hand_surge",[469],1
29,"lightning_strike_proj_hit",[323],0
30,"lightning_strike_proj_hit",[323],1
31,"lightning_strike_proj_hit",[324],2
32,"lightning_strike_proj_hit",[432],3
33,"lightning_strike_proj_hit",[500],4
34,"lightning_strike_proj_hit",[588],5
35,"lightning_strike_vaal_blade",[325],0
36,"lightning_strike_vaal_blade",[325],1
37,"lightning_strike_vaal_blade",[337],2
38,"lightning_strike_vaal_blade",[433],3
39,"lightning_strike_vaal_blade",[501],4
40,"lightning_strike_vaal_blade",[589],5
41,"burning_arrow_stuck_fade",[67],0
42,"burning_arrow_stuck_fade",[328],1
43,"dash_afterimage",[57],0
44,"dash_char",[54],0
45,"dash_afterimage",[58],1
46,"dash_char",[55],1
47,"dash_afterimage",[59],2
48,"dash_char",[56],2
49,"dash_afterimage",[59],3
50,"dash_char",[56],3
51,"dash_afterimage",[155],4
52,"dash_char",[154],4
53,"dash_afterimage",[330],5
54,"dash_char",[329],5
55,"dash_char",[434],6
56,"dash_char_end",[435],6
57,"spectral_helix_weapon_effect",[336],0
58,"leap_slam",[339],10
59,"leap_slam",[342],12
60,"leap_slam",[340],14
61,"leap_slam",[341],16
62,"leap_slam",[342],21
63,"leap_slam_warp_out",[41],22
64,"leap_slam_warp_in",[42],22
65,"arc_hit",[34],8
66,"arc_hit",[141],10
67,"arc_hit",[343],12
68,"arc_lucky_begin",[35],8
69,"chronomancer_after_image",[344],0
