"rownum","Id","StatsKey","bool","StatMin","StatMax","bool"
0,"IsMagic",1944,"",1,1,""
1,"IsRare",1944,"",2,2,""
2,"IsUnique",1944,"",3,3,""
3,"IsTwinned",980,1,1,1,""
4,"IsUnidentified",1357,1,1,1,""
5,"IsCorrupted",2520,1,1,1,""
6,"Has4ExplicitMods",4489,1,4,4,""
7,"Has5ExplicitMods",4489,1,5,5,""
8,"Has8ExplicitMods",4489,1,8,8,""
9,"Has10TotalMods",6490,1,10,10,""
10,"Has3Leaguestones",5794,1,3,3,""
11,"HasZanaMod",7685,1,1,1,""
12,"HasCraftedMods",7686,1,1,1,""
13,"HasShaperInfluence",6825,"",1,1,""
14,"HasElderInfluence",6825,"",2,2,""
15,"HasShaperOrElderInfluence",6825,"",1,2,""
16,"IsWhiteTier",10007,"",1,5,""
17,"IsYellowTier",10007,"",6,10,""
18,"IsRedTier",10007,"",11,16,""
19,"IsTier15",10007,"",15,15,""
20,"IsTier16",10007,"",16,16,""
21,"HasSextantMod",5827,1,1,1,""
22,"HasNemesisSextant",4929,1,1,1,""
23,"HasGroundHasteSextant",5049,1,1,1,""
24,"HasNoReflectSextant",5075,1,1,1,""
25,"HasExtraTeamMonstersSextant",5083,1,1,1,""
26,"HasBodyguardsSextant",5112,1,1,1,""
27,"HasBarrelSextant1",5109,1,1,1,""
28,"HasBarrelSextant2",5136,1,1,1,""
29,"HasBarrelSextant3",5137,1,1,1,""
30,"HasBarrelSextant4",5138,1,1,1,""
31,"HasBarrelSextant5",5139,1,1,1,""
32,"HasBarrelSextant6",5140,1,1,1,""
33,"HasConvertOnDeathSextant",5082,1,1,1,""
34,"HasOnslaughtIfHitRecentlySextant",5032,1,1,1,""
35,"HasQualityAffectsRaritySextant",5067,1,1,1,""
36,"HasCorruptedDropsSextant",5069,1,1,1,""
37,"HasMinStrongboxRaritySextant",5135,1,1,1,""
38,"HasPossessedRustedScarabSextant",9331,1,1,1,""
39,"HasPossessedPolishedScarabSextant",9332,1,1,1,""
40,"HasPossessedGildedScarabSextant",9333,1,1,1,""
41,"HasPossessedWingedScarabSextant",9334,1,1,1,""
42,"HasPossessedUniqueDropSextant",9335,1,1,1,""
43,"HasPossessedMapDropSextant",9336,1,1,1,""
44,"HasShrineDurationSextant",5707,1,1,1,""
45,"HasCurrencyShardSextant",9340,1,1,1,""
46,"HasVaalMonstersSextant",9364,1,1,1,""
47,"HasBeyondSextant",9355,1,1,1,""
48,"HasTormentBetrayersSextant",9393,1,1,1,""
49,"HasTormentHereticsSextant",9394,1,1,1,""
50,"HasTormentGraverobbersSextant",9392,1,1,1,""
51,"HasCorruptEssenceSextant",9806,1,1,1,""
52,"HasTempests",3118,1,1,1,""
53,"HasLegionSextant",9352,1,1,1,""
54,"HasQuality",5068,1,20,20,""
55,"IsDeliriumMap",11500,1,1,1,""
56,"IsMaximumDelirium",11500,1,100,100,""
57,"AwakeningLevel8",10701,1,8,8,""
58,"ContainsElderGuardian",6546,1,1,1,""
59,"IsBlightedMap",10338,1,1,1,""
60,"IsUberBlightedMap",14760,1,1,1,""
61,"IsT10PlusHellscapeMap",15066,1,10,10,""
62,"HasIncreasedAreaOfEffect",3243,1,1,1,""
63,"HasMinusMaxResistances",1008,"",-1,-1,1
64,"HasAdditionalProjectiles",995,1,1,1,""
65,"HasAttackSpeed",991,1,1,1,""
66,"HasCastSpeed",992,1,1,1,""
67,"HasMovementSpeed",990,1,1,1,""
68,"Has4SextantMods",5827,1,4,4,""
69,"HasTangleInfluence",10593,"",1,1,""
70,"HasCleansingFireInfluence",10593,"",2,2,""
71,"HasHeightOfHubrisAffectingArea",16280,1,1,1,""
72,"Has70PercentBossAoE",3253,1,70,70,""
73,"IsTier14Plus",10007,1,14,14,""
74,"Expedition5Remnants",14644,1,5,5,""
75,"Expedition15Remnants",14644,1,15,15,""
76,"IsLastMapOfAMemoryLine",16854,1,1,1,""
77,"IsFirstMapOfMemoryLineTier14Plus",16855,1,14,14,""
78,"IsAnyMemoryLine",16856,1,1,1,""
79,"IsAbyssMemoryLine",16856,"",1,1,""
80,"IsAmbushMemoryLine",16856,"",2,2,""
81,"IsAnarchyMemoryLine",16856,"",3,3,""
82,"IsBestiaryMemoryLine",16856,"",4,4,""
83,"IsBetrayalMemoryLine",16856,"",5,5,""
84,"IsBlightMemoryLine",16856,"",6,6,""
85,"IsBreachMemoryLine",16856,"",7,7,""
86,"IsDeliriumMemoryLine",16856,"",8,8,""
87,"IsDominationMemoryLine",16856,"",9,9,""
88,"IsEssenceMemoryLine",16856,"",10,10,""
89,"IsExpeditionMemoryLine",16856,"",11,11,""
90,"IsHarvestMemoryLine",16856,"",12,12,""
91,"IsHeistMemoryLine",16856,"",13,13,""
92,"IsIncursionMemoryLine",16856,"",14,14,""
93,"IsLegionMemoryLine",16856,"",15,15,""
94,"IsMetamorphMemoryLine",16856,"",16,16,""
95,"IsRitualMemoryLine",16856,"",17,17,""
96,"IsTormentMemoryLine",16856,"",18,18,""
97,"IsHarbingerMemoryLine",16856,"",19,19,""
98,"AtLeast100Quantity",1037,1,100,100,""
99,"AtLeast80Quantity",1037,1,80,80,""
100,"SextantMinimumRarity",5135,1,2,2,""
101,"SextantEnragedStrongbox",5098,1,25,25,""
102,"SextantBossHarbinger",9345,1,1,1,""
103,"SextantBossBodyguards",5112,1,1,1,""
104,"SextantHealingPacks",5078,1,4,4,""
105,"SextantConvertPacks",5082,1,4,4,""
106,"SextantHereticGhost",9394,1,1,1,""
107,"SextantBetrayerGhost",9393,1,1,1,""
108,"SextantGraverobberGhost",9392,1,1,1,""
109,"SextantGloomShrine",9850,1,1,1,""
110,"SextantResonatingShrine",9849,1,1,1,""
111,"IsAlvaMemoryLine",18455,"",3,3,""
112,"IsNikoMemoryLine",18455,"",5,5,""
113,"IsEinharMemoryLine",18455,"",2,2,""
114,"IsKiracMemoryLine",18455,"",7,7,""
