"rownum","BaseItemTypesKey","IsEnabled","bool"
0,8727,1,1
1,8728,1,1
2,8729,1,1
3,8730,1,1
4,8731,1,1
5,8732,1,1
6,8733,1,1
7,8734,1,1
8,8735,1,1
9,8736,1,1
10,8737,1,1
11,8738,1,1
12,8739,1,1
13,8740,1,1
14,8741,1,1
15,8742,1,1
16,8743,1,1
17,8744,1,1
18,8745,1,1
19,8746,1,1
20,8747,1,1
21,8748,1,1
22,8749,1,1
23,8750,1,1
24,8751,1,1
25,8752,1,1
26,8753,1,1
27,8754,1,1
28,8755,1,1
29,8756,1,1
30,8757,1,1
31,8758,1,1
32,8759,1,1
33,8760,1,1
34,8761,1,1
35,8762,1,1
36,8763,1,1
37,8764,1,1
38,8765,1,1
39,8766,1,1
40,8767,1,1
41,8768,1,1
42,8769,1,1
43,8770,1,1
44,8771,1,1
45,8772,1,1
46,8773,1,1
47,8774,1,1
48,8775,1,1
49,8776,1,1
50,8777,1,1
51,8778,1,1
52,8779,1,1
53,8780,1,1
54,8781,1,1
55,8782,1,1
56,8783,1,1
57,8784,1,1
58,8785,1,1
59,8786,1,1
60,8787,1,1
61,8788,1,1
62,8789,1,1
63,8790,1,1
64,8791,1,1
65,8792,1,1
66,8793,1,1
67,8794,1,1
68,8795,1,1
69,8796,1,1
70,8797,1,1
71,8798,1,1
72,8799,1,1
73,8800,1,1
74,8801,1,1
75,8802,1,1
76,8803,1,1
77,8804,1,1
78,8805,1,1
79,8806,1,1
80,8807,1,1
81,8808,1,1
82,8809,1,1
83,8810,1,1
84,8811,1,1
85,8812,1,1
86,8813,1,1
87,8814,1,1
88,8815,1,1
89,8816,1,1
90,8817,1,1
91,8818,1,1
92,8819,1,1
93,8820,1,1
94,8821,1,1
95,8822,1,1
96,8823,1,1
97,8824,1,1
98,8825,1,1
99,8826,1,1
100,8827,1,1
101,8828,1,1
102,8829,1,1
103,8830,1,1
104,8831,1,1
105,8832,1,1
106,8833,1,1
107,8834,1,1
108,8835,1,1
109,8836,1,1
110,8837,1,1
111,8838,1,1
112,8839,1,1
113,8840,1,1
114,8841,1,1
115,8842,1,1
116,8843,1,1
117,8844,1,1
118,8845,1,1
119,8846,1,1
120,8847,1,1
121,8848,1,1
122,8849,1,1
123,8850,1,1
124,8851,1,1
125,8852,1,1
126,8853,1,1
127,8854,1,1
128,8855,1,1
129,8856,1,1
130,8857,1,1
131,8858,1,1
132,8859,1,1
133,8860,1,1
134,8861,1,1
135,8863,1,1
136,8862,1,1
137,8864,"",1
138,8865,1,1
139,8866,1,1
140,8867,1,1
141,8868,1,1
142,8869,1,1
143,8870,1,1
144,8871,1,1
145,8872,1,1
146,8873,1,1
147,8874,1,1
148,8875,1,1
149,8876,1,1
150,8877,1,1
151,8878,1,1
152,8880,1,1
153,8881,1,1
154,8882,"",1
155,8883,1,1
156,8884,1,1
157,8885,1,1
158,8886,1,1
159,8887,1,1
160,8888,1,1
161,8889,1,1
162,8890,1,1
163,8891,1,1
164,8892,1,1
165,8893,1,1
