"rownum","Id","MonsterPacksKey","bool","i32","MonsterVarietiesKey","row"
0,"ProxyKey168",1,1,80,2718,34
1,"ProxyKey170",1,1,20,2755,34
2,"ProxyKey942",2,1,8,2758,34
3,"ProxyKey943",2,1,40,2755,34
4,"ProxyKey3336",2,1,40,2718,34
5,"ProxyKey3333",2,1,8,2723,34
6,"ProxyKey3340",2,1,4,2781,34
7,"ProxyKey1025",3,1,20,2758,34
8,"ProxyKey1026",3,1,20,2723,34
9,"ProxyKey1027",3,1,30,2718,34
10,"ProxyKey1028",3,1,30,2755,34
11,"ProxyKey177",4,1,60,439,34
12,"ProxyKey338",0,1,50,2723,34
13,"ProxyKey341",0,1,50,2758,34
14,"ProxyKey58",5,1,85,421,34
15,"ProxyKey165",5,1,15,431,34
16,"ProxyKey166",6,1,100,421,34
17,"ProxyKey1503",7,1,25,6121,34
18,"4265",7,1,25,6118,34
19,"4266",7,1,25,6119,34
20,"4267",7,1,25,6120,34
21,"ProxyKey452",8,1,50,2755,34
22,"ProxyKey394",8,1,50,2718,34
23,"ProxyKey259",9,1,45,2755,34
24,"ProxyKey254",9,1,45,2718,34
25,"ProxyKey3346",9,1,10,2781,34
26,"ProxyKey662",11,1,100,543,34
27,"ProxyKey660",12,1,50,666,34
28,"ProxyKey661",12,1,50,552,34
29,"ProxyKey658",13,1,50,666,34
30,"ProxyKey659",13,1,50,638,34
31,"ProxyKey3343",14,1,100,694,34
32,"ProxyKey1",15,1,25,269,34
33,"ProxyKey2",15,1,75,231,34
34,"ProxyKey21",16,1,100,315,34
35,"ProxyKey104",17,"",12,926,34
36,"ProxyKey151",18,"",12,926,34
37,"ProxyKey1489",19,"",1,3516,34
38,"ProxyKey1490",19,"",1,3517,34
39,"ProxyKey212",20,1,30,105,34
40,"ProxyKey264",20,1,70,972,34
41,"ProxyKey4",21,1,100,375,34
42,"ProxyKey218",22,1,70,57,34
43,"ProxyKey220",22,1,30,6,34
44,"ProxyKey63",23,1,100,57,34
45,"ProxyKey64",24,1,100,120,34
46,"ProxyKey66",25,1,100,54,34
47,"ProxyKey231",26,1,33,629,34
48,"ProxyKey232",26,1,33,600,34
49,"ProxyKey233",26,1,34,647,34
50,"ProxyKey223",27,1,40,969,34
51,"ProxyKey1401",27,1,60,973,34
52,"ProxyKey45",28,1,40,654,34
53,"ProxyKey100",28,1,60,795,34
54,"ProxyKey235",32,1,100,891,34
55,"ProxyKey49",30,1,30,51,34
56,"ProxyKey9",30,1,70,58,34
57,"ProxyKey1500",31,1,100,891,34
58,"ProxyKey236",29,1,20,3,34
59,"ProxyKey237",29,1,30,11,34
60,"ProxyKey238",29,1,50,52,34
61,"ProxyKey1501",33,1,50,11,34
62,"ProxyKey1502",33,1,50,52,34
63,"ProxyKey3",34,1,100,962,34
64,"ProxyKey496",35,1,100,1361,34
65,"ProxyKey242",36,1,30,281,34
66,"ProxyKey246",36,1,35,813,34
67,"ProxyKey916",36,1,35,809,34
68,"ProxyKey130",37,1,100,59,34
69,"ProxyKey229",38,1,33,1195,34
70,"ProxyKey1405",38,1,33,1198,34
71,"ProxyKey1406",38,1,34,1201,34
72,"ProxyKeyX486",39,1,100,1358,34
73,"ProxyKeyX619",40,"",2,1589,34
74,"ProxyKeyX599",41,1,100,1337,34
75,"ProxyKeyX583",44,1,100,1525,34
76,"ProxyKeyX57",45,1,100,1525,34
77,"ProxyKeyX548",46,1,100,1917,34
78,"ProxyKeyX596",47,1,100,1917,34
79,"ProxyKeyX525",48,1,100,1525,34
80,"ProxyKeyX597",49,1,100,1580,34
81,"ProxyKey1494",50,1,100,1476,34
82,"ProxyKeyX646",51,1,100,1340,34
83,"ProxyKeyX524",52,1,100,1334,34
84,"ProxyKeyX581",53,1,75,1425,34
85,"ProxyKeyX201",53,1,25,1455,34
86,"ProxyKey20",54,1,100,1655,34
87,"ProxyKey388_",55,"",3,1944,34
88,"ProxyKey458_",55,"",4,2016,34
89,"ProxyKey178",56,1,20,1994,34
90,"ProxyKey180",56,1,80,1998,34
91,"ProxyKey181",57,1,100,1489,34
92,"ProxyKey211",58,"",3,1324,34
93,"ProxyKey222",59,"",1,1448,34
94,"ProxyKey216",59,"",1,1466,34
95,"ProxyKey228",59,"",5,1403,34
96,"ProxyKey8",60,1,100,3898,34
97,"ProxyKey25",61,1,100,3898,34
98,"ProxyKey14",63,1,100,3975,34
99,"ProxyKey15",64,1,100,3984,34
100,"ProxyKey16",65,1,100,3984,34
101,"ProxyKey17",66,1,100,3984,34
102,"ProxyKey7",62,1,50,4106,34
103,"ProxyKey6",62,"",1,4118,34
104,"ProxyKey27",67,"",1,4113,34
105,"ProxyKey28",68,"",1,4126,34
106,"ProxyKey29",69,"",1,4126,34
107,"ProxyKey30",69,"",2,4129,34
108,"ProxyKey702",76,1,100,3840,34
109,"ProxyKey1285",77,1,100,1121,34
110,"ProxyKey1300",78,1,100,950,34
111,"ProxyKey2533",80,1,30,1219,34
112,"ProxyKey2534",80,1,30,1221,34
113,"ProxyKey2535",80,1,40,1223,34
114,"ProxyKey7800",81,1,100,3840,34
115,"ProxyKey11055",82,"",3,5708,34
116,"ProxyKey11066",82,"",2,5710,34
117,"ProxyKey1109",82,"",3,5712,34
118,"ProxyKey1110",87,1,25,716,34
119,"ProxyKey1111",87,1,25,718,34
120,"ProxyKey2341",87,1,25,722,34
121,"ProxyKey2342",87,1,25,724,34
122,"ProxyKey2347",88,"",1,1522,34
123,"ProxyKey2348",88,"",1,1519,34
124,"ProxyKey2349",88,1,100,1525,34
125,"ProxyKey2352",89,1,100,1873,34
126,"ProxyKey2353",89,"",2,1877,34
127,"ProxyKey486",102,"",1,1448,34
128,"ProxyKey488",102,"",1,1466,34
129,"ProxyKey489",102,"",3,1403,34
130,"ProxyKey499",103,"",1,1448,34
131,"ProxyKey500",103,"",1,1466,34
132,"ProxyKey501",103,"",6,1402,34
133,"ProxyKey495",104,"",3,1324,34
134,"ProxyKey194",107,1,40,4,34
135,"ProxyKey195",107,1,40,59,34
136,"ProxyKey5001",107,1,20,60,34
137,"ProxyKey198",108,1,20,6,34
138,"ProxyKey241",108,1,60,55,34
139,"ProxyKey1784",108,1,20,7,34
140,"ProxyKey244",109,1,20,9,34
141,"ProxyKey312",109,1,60,51,34
142,"ProxyKey1783",109,1,20,7,34
143,"ProxyKey245",110,1,30,10,34
144,"ProxyKey196",110,1,20,58,34
145,"ProxyKey987",110,1,50,50,34
146,"ProxyKey288",111,1,30,4,34
147,"ProxyKey295",111,1,30,52,34
148,"ProxyKey289",111,1,40,43,34
149,"ProxyKey2183",112,1,50,85,34
150,"ProxyKey2184",112,1,50,89,34
151,"ProxyKey2185",113,1,50,85,34
152,"ProxyKey2186",113,1,50,80,34
153,"ProxyKey2187",114,1,50,89,34
