"rownum","Id","BaseItemTypesKeys1","BaseItemTypesKeys2","BaseItemTypesKeys3","BaseItemTypesKeys4","BaseItemTypesKeys5","BaseItemTypesKeys6","BaseItemTypesKeys7","BaseItemTypesKeys8","BaseItemTypesKeys9","BaseItemTypesKeys10","BaseItemTypesKeys11","BaseItemTypesKeys12","WorldAreasKey","BaseItemTypesKeys13","BaseItemTypesKeys14"
0,"Descent1","[6201,6164,6179,1,1]","[6201,6201,1,1]","[6201,6164,6179,1,1]","[6201,6201,1,1]","[6201,6164,6179,1,1]","[6201,6201,1,1]","[6201,6164,6179,1,1]","[6201,6201,1,1]","[6201,6164,6179,1,1]","[6201,6201,1,1]","[6201,6164,6179,1,1]","[6201,6201,1,1]",1324,"[6201,6164,6179,1,1]","[6201,6201,1,1]"
1,"Descent2","[6541,6677,6,5727,6712]","[6541,6677,10,11,11,5726,6712]","[6541,6677,6,5727,6712]","[6541,6677,10,11,11,5726,6712]","[6424,6540,6426,6,5727,6689]","[6424,6540,6426,10,11,11,5726,6689]","[6538,6,5727,6700,6695]","[6538,10,11,11,5726,6700,6695]","[6547,6,5727,6700,6695]","[6547,10,11,11,5726,6700,6695]","[6677,6547,6541,6,5727,6695,6712]","[6677,6547,6541,10,11,11,5726,6695,6712]",1325,"[6541,6547,6677,6,5727,6712,6695]","[6541,6547,6677,10,11,11,5726,6695,6712]"
2,"Descent3","[10,15,10,15,6165,6180,5673,5674,5675,5630,5630,5604,5441,5441,5743]","[10,15,10,15,6165,6180,5673,5674,5675,5630,5631,5632,5604,5441,5441,5743]","[10,15,10,15,6165,6180,5673,5674,5675,5630,5630,5388,5358,5579,5554]","[10,15,10,15,6165,6180,5673,5674,5675,5630,5631,5632,5388,5358,5579,5554]","[10,15,10,15,6165,6180,5673,5674,5675,5630,5630,5388,5388,5497,6219]","[10,15,10,15,6165,6180,5673,5674,5675,5630,5631,5632,5388,5388,5497,6219]","[10,15,10,15,6165,6180,5673,5674,5675,5630,5630,5299,5299,5273,5273]","[10,15,10,15,6165,6180,5673,5674,5675,5630,5631,5632,5299,5299,5273,5273]","[10,15,10,15,6165,6180,5673,5674,5675,5630,5630,5273,5273,5469,5469]","[10,15,10,15,6165,6180,5673,5674,5675,5630,5631,5632,5273,5273,5469,5469]","[10,15,10,15,6165,6180,5673,5674,5675,5630,5630,5469,5469,5526]","[10,15,10,15,6165,6180,5673,5674,5675,5630,5631,5632,5469,5469,5526]",1326,"[10,15,10,15,6165,6180,5673,5674,5675,5630,5630,5469,5469,5579,5358,5358]","[10,15,10,15,6165,6180,5673,5674,5675,5630,5631,5632,5469,5469,5579,5358,5358]"
3,"Descent4","[5672,10,14,1,1,1,6565,6429]","[6,6,6565,6429]","[5672,10,14,1,1,1,6565,6429]","[6,6,6565,6429]","[5672,10,14,1,1,1,6432,6435,6429]","[6,6,6435,6432,6429]","[5672,10,14,1,1,1,6432,6438,6435,6574,6704]","[6,6,6432,6435,6438,6574,6704]","[5672,10,14,1,1,1,6438,6432,6435,6704]","[6,6,6435,6438,6432,6704]","[5672,10,14,1,1,1,6438,6429,6565]","[6,6,6429,6438,6565]",1327,"[5672,10,14,1,1,1,6435,6438,6429]","[6,6,6429,6438,6435]"
4,"Descent5","[6403,0,0,0,0,6,2]","[6403,0,0,0,0,10,11,11,11,11,15,15]","[6403,0,0,0,0,6,2,6417]","[6403,0,0,0,0,10,11,11,11,11,15,15,6417]","[6661,6417,0,0,0,0,6,2]","[6661,6417,0,0,0,0,10,11,11,11,11,15,15]","[6486,0,0,0,0,6,2,6675,6525]","[6675,0,0,0,0,10,11,11,11,11,15,15,6486,6525]","[6486,6675,0,0,0,0,6,2,6525]","[6486,6675,0,0,0,0,10,11,11,11,11,15,15,6525]","[6675,0,0,0,0,6,2,6486,6671,6403]","[6403,6671,0,0,0,0,10,11,11,11,11,15,15,6675,6486]",1328,"[6675,0,0,0,0,6,2,6403,6486]","[6403,0,0,0,0,10,11,11,11,11,15,15,6486,6675]"
5,"Descent6","[5635,6406,6166,6181,6,6,6709]","[5635,6166,6181,6406,11,11,11,11,15,15,6709]","[5635,6406,6166,6181,6571,6,6,6709]","[5635,6571,6166,6181,6406,11,11,11,11,15,15,6709]","[5635,6494,6571,6166,6181,6511,6,6]","[5635,6571,6511,6166,6181,6494,11,11,11,11,15,15]","[5635,6576,6166,6181,6594,6602,6,6,6703,6691]","[5635,6166,6181,6594,6602,6576,11,11,11,11,15,15,6703,6691]","[5635,6512,6166,6181,6602,6505,6402,6,6,6703,6691]","[5635,6402,6166,6181,6505,6602,6512,11,11,11,11,15,15,6703,6691]","[5635,6505,6166,6181,6402,6406,6567,6,6,6709]","[5635,6166,6181,6406,6402,6505,6567,11,11,11,11,15,15,6709]",1329,"[5635,6166,6181,6505,6406,6,6,6709]","[5635,6166,6181,6505,6406,11,11,11,11,15,15,6709]"
6,"Descent7","[0,0,0,0,21,21,21,21,21,20,20,19,19,2,6,5443,5443,5744,5605]","[0,0,0,0,21,21,20,20,20,20,20,19,19,2,6,5443,5443,5744,5605]","[0,0,0,0,21,21,21,21,21,20,20,19,19,2,6,5555,5580,5390,5359]","[0,0,0,0,21,21,20,20,20,20,20,19,19,2,6,5555,5580,5390,5359]","[0,0,0,0,21,21,21,21,21,20,20,19,19,2,6,5499,5390,5390,6219]","[0,0,0,0,21,21,20,20,20,20,20,19,19,2,6,6,5499,5390,5390,6219]","[0,0,0,0,21,21,21,21,21,20,20,19,19,2,6,5274,5274,5301,5301]","[0,0,0,0,21,21,20,20,20,20,20,19,19,2,6,5274,5274,5301,5301]","[0,0,0,0,21,21,21,21,21,20,20,19,19,2,6,5274,5274,5471,5471]","[0,0,0,0,21,21,20,20,20,20,20,19,19,2,6,5274,5274,5471,5471]","[0,0,0,0,21,21,21,21,21,20,20,19,19,2,6,5471,5471,5527]","[0,0,0,0,21,21,20,20,20,20,20,19,19,2,6,5471,5471,5527]",1330,"[0,0,0,0,21,21,21,21,21,20,20,19,19,2,6,5471,5471,5359,5359,5580]","[0,0,0,0,21,21,20,20,20,20,20,19,19,2,6,5471,5471,5359,5359,5580]"
7,"Descent8","[6650,6411,6545,5634,5636,5679,5680,5678,2,6,11]","[6650,6411,6545,5634,5636,5679,5680,5678,12,12,10,10,10,11]","[6650,6411,6545,5634,5636,5679,5680,5678,2,6,11]","[6650,6411,6545,5634,5636,12,12,10,10,10,11,5679,5680,5678]","[6650,6651,6418,6545,5634,5636,5679,5680,5678,2,6,11]","[6650,6651,6418,6545,5634,5636,12,12,10,10,10,11,5679,5680,5678]","[6652,6651,6545,5634,5636,5679,5680,5678,2,6,11]","[6652,6651,6545,5634,5636,12,12,10,10,10,11,5679,5680,5678]","[6652,6651,5634,5636,5679,5680,5678,2,6,11]","[6652,6651,5634,5636,12,12,10,10,10,11,5679,5680,5678]","[6650,6652,6411,5634,5636,5679,5680,5678,2,6,11]","[6650,6652,6411,5634,5636,12,12,10,10,10,11,5679,5680,5678]",1331,"[6651,6652,6650,5634,5636,5679,5680,5678,2,6,11]","[6651,6652,6650,5634,5636,12,12,10,10,10,11,5679,5680,5678]"
8,"Descent9","[4,4,4,6,6,5728,5920,6096,5842,6025,6472,6167,6182,6430,6502,4]","[5726,0,0,0,6,6,5606,5444,5745,6430,6502,6167,6182,6472,5444,0]","[4,4,4,6,6,5728,5972,6132,5873,6062,6472,6167,6182,6430,6502,4]","[5726,0,0,0,6,6,5581,5391,6502,6430,6167,6182,6472,5556,5361,0]","[4,4,4,6,6,5728,5938,6108,5853,6038,6600,6167,6182,6430,6502,6472,4]","[5726,0,0,0,6,6,5500,6219,6502,6430,6167,6182,5391,5391,6600,6472,0]","[4,4,4,6,6,5728,6006,6148,5900,6078,6495,6167,6182,6475,6683,4]","[5726,0,0,0,6,6,5727,5302,5302,6475,6683,6167,6182,6495,5275,5275,0]","[4,4,4,6,6,5728,5955,6120,5863,6050,6475,6167,6182,6495,4]","[5726,0,0,0,6,6,5727,6495,6167,6182,6475,5275,5275,5472,5472,0]","[4,4,4,6,6,5728,5989,6140,5886,6070,6475,6472,6167,6182,6430,6495,6502,4]","[5726,0,0,0,6,6,5727,5472,5472,6495,6502,6167,6182,6430,6472,6475,5528,0]",1332,"[4,4,4,6,6,5728,5972,6132,5873,6062,6475,6472,6167,6182,6495,6430,6502,4]","[5726,0,0,0,6,6,5581,6495,6430,6167,6182,6475,6502,6472,5472,5472,5361,5361,0]"
9,"Descent10","[21,21,20,20,19,19,21,21,20,20,19,19]","[21,21,20,20,19,19,10,11,11,14]","[21,21,20,20,19,19,21,21,20,20,19,19]","[21,21,20,20,19,19,10,11,11,14]","[21,21,20,20,19,19,21,21,20,20,19,19]","[21,21,20,20,19,19,10,11,11,14]","[21,21,20,20,19,19,21,21,20,20,19,19]","[21,21,20,20,19,19,10,11,11,14]","[21,21,20,20,19,19,21,21,20,20,19,19]","[21,21,20,20,19,19,10,11,11,14]","[21,21,20,20,19,19,21,21,20,20,19,19]","[21,21,20,20,19,19,10,11,11,14]",1333,"[21,21,20,20,19,19,21,21,20,20,19,19]","[21,21,20,20,19,19,10,11,11,14]"
