"rownum","MonsterVarietiesKey","Spirit_ModsKeys","Touched_ModsKeys","Possessed_ModsKeys","MinZoneLevel","MaxZoneLevel","SpawnWeight","SummonedMonster_MonsterVarietiesKey","i32","ModsKeys0","ModsKeys1"
0,3692,[8855],"[8856,9032,9031,9036]","[8857,8948,9033,9035]",10,100,1000,"",141,[],[]
1,3693,[8858],"[8859,9032,9031,9036]","[8860,8946,9033,9035]",6,100,2500,"",141,[],[]
2,3694,[8861],"[8862,9032,9031,9036]","[8863,8948,9033,9035]",10,100,1000,3148,141,[],[]
3,3695,[8864],"[8865,9032,9031,9036]","[8866,8948,9033,9035]",10,100,1000,"",141,[],[]
4,3696,[8893],"[8894,9032,9031,9036]","[8895,8949,9033,9035]",30,100,500,"",141,[],[]
5,3697,[8906],"[8907,9032,9031,9036]","[8908,8948,9033,9035]",15,100,1000,"",8,[],[]
6,3698,"[8873,8874]","[8875,9032,9031,9036]","[8876,8948,9033,9035]",15,100,1000,1910,141,[],[]
7,3699,[8899],"[8900,9032,9031,9036]","[8901,8948,9033,9035]",6,100,1000,"",141,[],[]
8,3700,[8867],"[8868,9032,9031,9036]","[8869,8948,9033,9035]",20,100,1000,"",141,[],[]
9,3701,[8870],"[8871,9032,9031,9036]","[8872,8949,9033,9035]",30,100,500,282,141,[],[]
10,3702,[8877],"[8878,9032,9031,9036]","[8879,8946,9033,9035]",1,100,2500,"",141,[],[]
11,3703,[8880],"[8881,9032,9031,9036]","[8882,8946,8883,9033,9035]",1,100,2500,"",141,[],[]
12,3704,[],"[8884,9032,9031,9036]","[8885,8949,9033,9035]",60,100,1,"",141,[],[]
13,3705,[8886],"[8887,9032,9031,9036]","[8888,8949,9033,9035]",60,100,500,"",141,[],[]
14,3706,[8890],"[8891,9032,9031,9036]","[8892,8946,9033,9035]",1,100,2500,"",141,[],[]
15,3707,[8896],"[8897,9032,9031,9036]","[8898,8946,9033,9035]",6,100,2500,"",141,[],[]
16,3708,"[8902,8903]","[8904,9032,9031,9036]","[8905,8948,9033,9035]",20,100,1000,45,141,[],[]
17,3709,[8909],"[8910,9032,9031,9036]","[8911,8949,9033,9035]",40,100,500,"",10,[],[]
18,3710,[8915],"[8916,9032,9031,9036]","[8917,8948,9033,9035]",20,100,1000,"",141,[],[]
19,3711,[8918],"[8919,9032,9031,9036]","[8920,8946,9033,9035]",1,100,2500,"",141,[],[]
20,3712,[8922],"[8923,9032,9031,9036]","[8924,8948,9033,9035]",10,100,1000,"",141,[],[]
21,3713,[8925],"[8927,9032,9031,9036]","[8928,8926,8949,9033,9035]",40,100,500,"",141,[],[]
22,3716,[8929],"[8930,9032,9031,9036]","[8945,8931,8949,9033,9035]",1,100,0,"",141,[],[]
23,3714,[8932],"[8933,9032,9031,9036]","[8934,8947,9034,9035]",1,100,0,"",141,[],[]
24,3715,[8935],"[8936,9032,9031,9036]","[8937,8947,9034,9035]",1,100,0,"",141,[],[]
25,3717,[8938],"[8939,9032,9031,9036]","[8940,8946,9033,9035]",1,100,0,"",141,[],[]
26,3718,[8938],"[8939,9032,9031,9036]","[8941,8946,9033,9035]",1,100,0,"",141,[],[]
27,3719,[8938],"[8939,9032,9031,9036]","[8942,8946,9033,9035]",1,100,0,"",141,[],[]
28,3720,[8938],"[8939,9032,9031,9036]","[8943,8946,9033,9035]",1,100,0,"",141,[],[]
29,3721,[8938],"[8939,9032,9031,9036]","[8944,8946,9033,9035]",1,100,0,"",141,[],[]
30,3722,[20049],"[20050,9032,9031,9036]","[20051,8949,9033,9035]",68,100,0,3951,141,[],[]
31,3723,[20046],"[20047,9032,9031,9036]","[20048,8949,9033,9035]",68,100,0,"",141,[],[]
32,3724,[20052],"[20053,9032,9031,9036]","[20054,8949,9033,9035]",68,100,0,"",141,[],[]
33,7433,[],"[8878,9032,9031,9036]","[8879,8946,9033,9035]",1,100,0,"",141,[],[]
34,7434,[],"[8878,9032,9031,9036]","[8879,8946,9033,9035]",1,100,0,"",141,[],[]
35,7435,[],"[8878,9032,9031,9036]","[8879,8946,9033,9035]",1,100,0,"",141,[],[]
36,7436,[],"[8878,9032,9031,9036]","[8879,8946,9033,9035]",1,100,0,"",141,[],[]
37,7437,[],"[8878,9032,9031,9036]","[8879,8946,9033,9035]",1,100,0,"",141,[],[]
