"rownum","Id","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32","i32"
0,"None",0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"G1_1",0,0,0,4,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,"G1_2",0,0,0,4,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,"G1_3",0,0,0,4,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,"G1_4",0,0,0,4,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,"G1_5",0,33,0,4,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,"G1_6",0,75,0,4,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,"G1_7",0,33,0,4,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,10
8,"G1_8",0,10,0,4,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,10
9,"G1_9",0,10,0,4,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,10
10,"G1_10",0,75,0,4,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,"G1_11",0,75,0,4,0,32,0,0,0,0,0,0,13,10,0,0,0,0,0,0,0,0,0
12,"G1_12",0,0,0,4,0,32,0,0,0,0,0,0,13,10,0,0,0,0,0,0,0,0,0
13,"G1_13_1",0,33,0,4,0,32,0,0,0,0,0,0,13,10,0,0,0,0,0,0,0,20,5
14,"G1_13_2",0,10,0,4,0,32,0,0,0,0,0,0,13,10,0,0,0,0,0,0,0,30,10
15,"G1_14",0,0,0,4,0,32,0,0,0,0,0,0,13,10,0,0,0,0,0,0,0,20,5
16,"G1_15",0,0,0,4,0,32,0,0,0,0,0,0,13,10,0,0,0,0,0,0,0,45,15
17,"G2_1",0,75,10,4,0,262,0,0,0,0,0,0,13,10,0,0,0,0,0,0,0,0,0
18,"G2_2",0,50,0,4,0,262,0,0,0,0,0,0,13,10,0,0,0,0,0,0,0,0,0
19,"G2_3",0,0,0,4,0,262,0,0,0,0,0,0,13,10,0,0,0,0,0,0,0,20,0
20,"G2_4_1",0,75,0,4,0,262,0,0,0,0,0,0,13,10,0,0,0,0,0,0,0,33,0
21,"G2_4_2",0,33,0,4,0,262,0,0,0,0,0,0,13,10,0,0,0,0,0,0,0,50,10
22,"G2_4_3",0,0,0,4,0,262,0,0,0,0,0,0,13,10,0,0,0,0,0,0,0,60,15
23,"G2_5_1",0,50,0,4,0,262,0,0,0,0,0,0,13,10,0,0,0,0,0,0,0,0,0
24,"G2_5_2",0,50,10,4,0,262,0,0,0,0,0,0,13,10,0,0,0,0,0,0,0,0,0
25,"G2_6",0,50,15,4,0,262,0,0,0,0,0,0,13,10,0,0,0,0,0,0,0,0,0
26,"G2_7",0,0,0,4,0,262,0,0,0,0,0,0,13,10,0,0,0,0,0,0,0,20,0
27,"G2_8",0,50,0,4,0,262,0,0,0,0,0,0,13,10,0,0,0,0,0,0,0,0,0
28,"G2_9_1",0,0,0,4,0,262,0,0,0,0,0,0,13,10,0,0,0,0,0,0,0,50,10
29,"G2_9_2",0,0,0,4,0,262,0,0,0,0,0,0,13,10,0,0,0,0,0,0,0,20,0
30,"G2_10_1",0,20,0,4,0,262,0,0,0,0,0,0,13,10,0,0,0,0,0,0,0,33,0
31,"G2_10_2",0,0,0,4,0,262,0,0,0,0,0,0,13,10,0,0,0,0,0,0,0,50,0
32,"G2_11",0,0,0,4,0,262,0,0,0,0,0,0,13,10,0,0,0,0,0,0,0,0,0
33,"G2_12_1",0,0,0,4,0,262,0,0,0,0,0,0,13,10,0,0,0,0,0,0,0,50,5
34,"G2_12_2",0,0,0,4,0,262,0,0,0,0,0,0,13,10,0,0,0,0,0,0,0,50,5
35,"G3_1",0,75,10,4,0,262,0,0,0,0,0,0,13,10,0,0,0,0,0,0,0,0,0
36,"G3_2_1",0,75,10,4,0,262,0,0,0,0,0,0,13,10,0,0,0,0,0,0,0,0,0
37,"G3_2_2",0,33,0,4,0,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0
38,"G3_3",0,75,10,4,0,262,0,0,0,0,0,0,13,10,0,0,0,0,0,0,0,10,0
39,"G3_4",0,33,0,4,0,262,0,0,0,0,0,0,13,10,0,0,0,0,0,0,0,33,5
40,"G3_5",0,75,10,4,0,262,0,0,0,0,0,0,13,10,0,0,0,0,0,0,0,0,0
41,"G3_6_1",0,33,0,4,0,262,0,0,0,0,0,0,13,10,0,0,0,0,0,0,0,33,0
42,"G3_6_2",0,0,0,4,0,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,15
43,"G3_7",0,33,0,4,0,262,0,0,0,0,0,0,13,10,0,0,0,0,0,0,0,33,0
44,"G3_8",0,33,0,4,0,262,0,0,0,0,0,0,13,10,0,0,0,0,0,0,0,10,0
45,"G3_9",0,0,0,4,0,262,0,0,0,0,0,0,13,10,0,0,0,0,0,0,0,75,15
46,"G3_10",0,0,0,4,0,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,"G3_11",0,0,0,4,0,262,0,0,0,0,0,0,13,10,0,0,0,0,0,0,0,20,0
48,"G3_12",0,0,0,4,0,262,0,0,0,0,0,0,13,10,0,0,0,0,0,0,0,0,0
49,"G3_14",0,0,0,4,0,262,0,0,0,0,0,0,13,10,0,0,0,0,0,0,0,50,5
50,"G3_15",0,0,0,4,0,262,0,0,0,0,0,0,13,10,0,0,0,0,0,0,0,25,0
51,"G3_16",0,0,0,4,0,262,0,0,0,0,0,0,13,10,0,0,0,0,0,0,0,25,0
52,"G3_17",0,0,0,4,0,262,0,0,0,0,0,0,13,10,0,0,0,0,0,0,0,50,5
53,"StoryNoEssence",0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,"Story",0,0,0,0,0,20,0,0,0,0,0,0,13,10,0,0,0,0,0,0,0,0,0
55,"Maps",8,33,10,4,0,840,0,33,15,0,0,0,13,10,0,0,0,0,0,0,0,33,10
56,"MapsMoreEssences",8,33,10,4,0,840,0,33,15,0,0,0,26,15,0,0,0,0,0,0,0,33,10
57,"MapsMoreStrongboxes",8,33,10,4,0,840,0,33,15,0,0,0,13,10,0,0,0,0,0,0,0,50,15
58,"MapsMoreShrines",8,33,10,4,0,840,0,50,22,0,0,0,13,10,0,0,0,0,0,0,0,33,10
59,"MapsMoreEverything",12,50,15,4,0,840,0,50,22,0,0,0,26,15,0,0,0,0,0,0,0,50,15
60,"MapsMoreAzmeriSpirits",8,50,15,4,0,840,0,33,15,0,0,0,13,10,0,0,0,0,0,0,0,33,10
61,"C_G1_1",8,0,0,4,0,840,0,0,0,0,0,0,13,10,0,0,0,0,0,0,0,0,0
62,"C_G1_2",8,0,0,4,0,840,0,0,0,0,0,0,13,10,0,0,0,0,0,0,0,0,0
63,"C_G1_3",8,0,0,4,0,840,0,0,0,0,0,0,13,10,0,0,0,0,0,0,0,0,0
64,"C_G1_4",8,75,12,4,0,840,0,0,0,0,0,0,13,10,0,0,0,0,0,0,0,0,0
65,"C_G1_5",8,33,6,4,0,840,0,0,0,0,0,0,13,10,0,0,0,0,0,0,0,0,0
66,"C_G1_6",8,75,12,4,0,840,0,0,0,0,0,0,13,10,0,0,0,0,0,0,0,0,0
67,"C_G1_7",8,33,6,4,0,840,0,0,0,0,0,0,13,10,0,0,0,0,0,0,0,45,10
68,"C_G1_8",8,10,2,4,0,840,0,0,0,0,0,0,13,10,0,0,0,0,0,0,0,45,10
69,"C_G1_9",8,10,2,4,0,840,0,0,0,0,0,0,13,10,0,0,0,0,0,0,0,45,10
70,"C_G1_10",8,75,12,4,0,840,0,0,0,0,0,0,13,10,0,0,0,0,0,0,0,0,0
71,"C_G1_11",8,75,12,4,0,840,0,0,0,0,0,0,13,10,0,0,0,0,0,0,0,0,0
72,"C_G1_12",8,0,0,4,0,840,0,0,0,0,0,0,13,10,0,0,0,0,0,0,0,0,0
73,"C_G1_13_1",8,33,6,4,0,840,0,0,0,0,0,0,13,10,0,0,0,0,0,0,0,20,5
74,"C_G1_13_2",8,10,2,4,0,840,0,0,0,0,0,0,13,10,0,0,0,0,0,0,0,30,10
75,"C_G1_14",8,0,0,4,0,840,0,0,0,0,0,0,13,10,0,0,0,0,0,0,0,20,5
